,Comparison,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_Lscc,P_value_Lscc
444,ZNF853_proteomics,0.41633242836336914,0.0024075103226041824,,,,,,,,,,,,
445,FGA_proteomics,-0.38088888873860066,0.002412225357051589,,,,,0.2640728242315118,0.021103492771885935,,,,,,
446,SIPA1L3_proteomics,0.3805134948969272,0.0024483140903875664,,,,,,,,,,,,
447,VWA5A_proteomics,-0.37967342113041314,0.00253224007303786,,,,,,,,,-0.37648948383247355,0.0022231882290159283,,
448,MLKL_proteomics,-0.37970969241399055,0.00253224007303786,,,,,,,-0.2965935213598925,0.02347601231216845,,,,
449,ZFYVE16_proteomics,-0.3793962158340635,0.002558578431881832,,,,,,,,,,,,
450,BCHE_proteomics,0.379264487781027,0.002568192667364349,,,,,0.2947129979084856,0.009052720793756767,,,,,,
451,NDRG2_proteomics,0.37886144898983914,0.002609709421232973,,,,,0.27137780097811864,0.01739469917701016,,,,,,
452,HMGCS1_proteomics,0.3786845329235846,0.002616548413982808,,,,,0.287471191210698,0.011132919028743693,,,,,,
453,EPB41L5_proteomics,0.3786843032718903,0.002616548413982808,,,,,-0.34162418113706017,0.002138746940654288,,,,,,
454,SDC3_proteomics,0.3786573721956134,0.002616548413982808,,,,,,,,,,,,
455,FST_proteomics,-0.3979222575369044,0.0026432245740553224,,,,,,,,,,,,
456,IPO5_proteomics,0.3780462822533035,0.0026726575018562785,,,,,,,,,,,,
457,SDC1_proteomics,-0.3780422993381519,0.0026726575018562785,,,,,0.33733170254323364,0.002454725552887312,0.315690614355345,0.014962666552364527,0.37020916465449955,0.002751093077481423,0.40198301058466823,0.0019281738425439975
458,LRRC47_proteomics,0.37781072352449274,0.002694844667357276,,,,,,,,,,,,
459,SHOC2_proteomics,-0.3777588599693792,0.0026952829962454236,-0.30147638288455536,0.020377742126878377,,,,,-0.2778125431094801,0.03557486446223281,,,,
460,PECAM1_proteomics,-0.3774539664801754,0.0027266498219506636,,,,,0.3590347847095541,0.0011688210299669853,,,-0.4779330904632045,5.470854328435605e-05,-0.31366957279339674,0.02996639191394397
461,CAMSAP2_proteomics,0.37725884713416635,0.002738832961306458,,,,,,,,,0.41541673440419147,0.000600660589467151,,
462,CD84_proteomics,-0.3772866130143935,0.002738832961306458,,,,,,,,,,,,
463,IKZF1_proteomics,-0.3771072006771064,0.002751647981900693,,,,,,,,,-0.40173695713873236,0.0009864587093501237,,
464,ACTR2_proteomics,-0.3770503123017503,0.002752767645809445,,,,,0.39666977658073443,0.0002652705523406773,,,,,,
465,RSU1_proteomics,-0.37671435860963887,0.0027886710050420748,,,,,0.39817365335104865,0.0002479844615193706,,,,,,
466,EMB_proteomics,-0.41149287789933653,0.0028125605516490762,,,,,,,0.33361194115560777,0.009142966438190823,,,,
467,VANGL2_proteomics,0.3763389327615382,0.002818376908821603,,,,,,,,,0.31499080599517104,0.019092271153096932,0.34851755882156266,0.011273451638418355
468,ATP1A2_proteomics,0.3763355663911891,0.002818376908821603,,,,,,,,,,,,
469,TMEM179B_proteomics,-0.3934368870119791,0.0028452466522630483,0.3280812844307048,0.010236640775110398,,,,,,,,,,
470,SEZ6L_proteomics,0.37568242262393947,0.0028898145259735287,,,,,,,,,,,,
471,ITGB8_proteomics,0.37551510675366095,0.0029053788541506614,,,,,0.27120047110969936,0.048207425019557895,,,0.4008437150067259,0.0009905824910701356,0.4684109228653611,0.00011005197237973961
472,DOK1_proteomics,-0.3752386924655659,0.0029182945652746046,,,,,,,,,-0.3526652900795979,0.004917287657278974,,
473,ZHX3_proteomics,0.37525643572880035,0.0029182945652746046,,,,,,,,,,,,
474,ABCG1_proteomics,-0.37522738860856997,0.0029182945652746046,,,,,-0.34380548219223156,0.006733454559533049,,,,,,
475,SH3GLB1_proteomics,-0.3752657889477602,0.0029182945652746046,,,,,0.31649077701122097,0.004773794484967043,,,,,,
476,CDH6_proteomics,0.3747778093639797,0.0029712834193612527,,,,,,,,,,,,
477,SRGAP3_proteomics,0.374681271450676,0.0029766931242296447,-0.31601935683222737,0.02761575296354756,,,-0.3699789202517426,0.0012291336630222693,,,,,,
478,FTO_proteomics,0.3746433646237063,0.0029766931242296447,,,,,,,,,,,,
479,MFAP5_proteomics,-0.37455279450525414,0.0029795657988088394,,,,,,,,,,,,
480,SLC7A11_proteomics,0.3745283992793051,0.0029795657988088394,,,,,,,,,,,,
481,RLBP1_proteomics,0.3740516299365201,0.0030372729689249283,,,,,,,,,,,,
482,SERPINA7_proteomics,-0.3737323463448261,0.003058155573168529,,,,,,,,,,,,
483,C2_proteomics,-0.3738105608189829,0.003058155573168529,,,0.3685728400614791,0.03723774654670698,,,,,,,,
484,MAPKAPK2_proteomics,-0.37380392790261385,0.003058155573168529,,,,,-0.35814691485572636,0.0012067075088056602,,,,,,
485,MEF2A_proteomics,-0.39098296810609323,0.003058155573168529,,,,,,,,,,,,
486,SNTA1_proteomics,0.3735399197568098,0.0030690547195335867,,,,,,,,,,,,
487,BIN2_proteomics,-0.37356055163434976,0.0030690547195335867,-0.3295270572516993,0.009800438438027588,,,,,-0.3161282602916736,0.014854573529991248,-0.466494265425562,7.918808947863144e-05,,
488,ABRAXAS2_proteomics,-0.3733315901435542,0.003091283367416652,,,,,,,,,,,,
489,HIP1R_proteomics,0.3732700219568438,0.003093428408428216,,,,,,,,,,,,
490,MAP3K2_proteomics,-0.3731850787282377,0.003098802932962053,,,,,,,,,,,,
491,ARHGAP9_proteomics,-0.3730692598974983,0.003108456418580784,-0.2808811023619656,0.034418768544470554,,,,,,,-0.30084376579435196,0.02200854929159601,,
492,TXNDC5_proteomics,-0.37260498989382274,0.0031517124967748713,,,,,0.23742079318645748,0.041027216306691545,-0.32586771014741145,0.011237536503832565,,,,
493,FAM219B_proteomics,-0.3726263137201912,0.0031517124967748713,,,,,,,,,,,,
494,COLEC12_proteomics,-0.37260365826352393,0.0031517124967748713,,,,,,,,,,,,
495,ARSB_proteomics,-0.3725753998120905,0.0031517124967748713,,,,,0.26199903039759587,0.02233451185455792,,,,,,
496,CNNM4_proteomics,-0.37232401283593747,0.003167867185167203,,,,,-0.26005475583365445,0.023291961855710395,0.27061644402634744,0.041015910748140594,0.28440764040234967,0.032931764800168885,0.31165183879671016,0.03142153089332777
497,SUB1_proteomics,0.3723300216461592,0.003167867185167203,,,,,,,,,-0.2798264618375527,0.036242967598115836,,
498,BST1_proteomics,-0.37241198505173667,0.003167867185167203,,,,,,,,,,,,
499,SLITRK3_proteomics,0.3722045348544796,0.003177732827452235,,,,,,,,,,,,
500,MAPK13_proteomics,-0.40920964961324674,0.003177732827452235,,,,,,,0.2792365828322856,0.03461866540250392,,,,
501,SEPT2_proteomics,0.37179256392147897,0.0032238979886928254,,,,,0.25029134432139727,0.029843189833626015,,,,,,
502,SEPT1_proteomics,-0.4086561248153019,0.003237667278567441,-0.2836283043278879,0.031987349714506244,,,,,-0.3749046702109369,0.002815965009829375,-0.46218877739770314,9.098496749391084e-05,-0.32653616971984123,0.021635469570644807
503,MAT2A_proteomics,0.3715557204291785,0.0032449072682300545,,,,,,,,,,,,
504,F13A1_proteomics,-0.3714274338102035,0.003256891732100364,,,,,0.23571366270401917,0.042823835706987,-0.26242985446014755,0.049008163092521,,,,
505,MPDZ_proteomics,0.37117586999371366,0.0032867662692678654,,,,,,,,,-0.3817899131630796,0.00673240420742005,,
506,MVP_proteomics,-0.37097495158397453,0.0032900285308488735,,,,,,,0.31835536508664986,0.014046983479855151,,,,
507,STK10_proteomics,-0.3710072574688166,0.0032900285308488735,-0.34540211015772043,0.006173759444760287,,,,,-0.2732074940314969,0.03945343247297631,-0.353202366441315,0.004842210157475463,,
508,TMEM47_proteomics,0.43107490849408203,0.0032900285308488735,,,,,,,,,,,,
509,FUCA1_proteomics,-0.3710356484250017,0.0032900285308488735,,,,,-0.300690093706931,0.00766097106221926,,,-0.3248929874764853,0.011359554421685071,,
510,CEP78_proteomics,0.370832296747039,0.003304314112084419,,,,,,,,,,,,
511,CAP1_proteomics,-0.3707490114748184,0.003309991742955659,,,,,,,,,,,,
512,DCLK2_proteomics,0.37059171101779725,0.0033265199296777874,,,,,0.356446464280309,0.0012652041278891572,,,,,,
513,RAI14_proteomics,-0.36999750620564953,0.0033948188046418093,,,,,,,,,,,,
514,TPM3_proteomics,-0.37006206813146947,0.0033948188046418093,,,,,,,,,,,,
515,GSG1L_proteomics,0.594952588656656,0.0033948188046418093,,,,,,,,,,,,
516,LSP1_proteomics,-0.3699416780625621,0.0033965799444691147,-0.31008360620344166,0.01648517015946778,,,,,,,-0.3456325541860066,0.006133062347387339,,
517,COL15A1_proteomics,-0.3694814299479927,0.003459266865188424,,,,,0.35763004187866254,0.0012258596687511549,-0.26683573314660863,0.044854802209338726,-0.29993425670483453,0.022481015486161417,,
518,FABP4_proteomics,-0.3692002642340195,0.003482782756021111,,,,,,,-0.3153043832454113,0.015076562678406789,,,,
519,LRRC4B_proteomics,0.36916448511661515,0.003482782756021111,,,,,,,,,,,,
520,DOK2_proteomics,-0.3862487983342143,0.003482782756021111,-0.3295922371587231,0.009795337743121794,,,0.24345672121644085,0.03542567085665541,,,-0.42929088899833834,0.00034177000660599296,,
521,PTPRJ_proteomics,-0.3691836692055672,0.003482782756021111,-0.26349930913146735,0.049373916576005525,,,0.31559304916424186,0.004934723950260155,,,,,,
522,SUMF1_proteomics,-0.3689351436444003,0.0035092809486545274,-0.27286055817435806,0.040905032301566877,,,0.27499724879872683,0.015747599395164923,,,,,0.29844744205932594,0.04378101551430857
523,PCTP_proteomics,-0.36887363113802973,0.0035120372365234228,,,,,,,,,-0.36446615461589704,0.003330475359930639,,
524,ZFAND1_proteomics,-0.36857621355672054,0.003550515271553589,0.3254748564850649,0.01110680363832745,,,,,,,,,,
525,ERBIN_proteomics,0.36853779715877605,0.003550515271553589,,,,,-0.325485121770675,0.0036016492942364583,,,,,,
526,CYP7B1_proteomics,-0.36829281647953094,0.0035751785372917398,,,,,0.3145336216868533,0.010107524235950852,,,,,,
527,VCL_proteomics,-0.36831831345096283,0.0035751785372917398,,,,,0.32203725273837047,0.004016527770326217,,,,,,
528,TGOLN2_proteomics,-0.3682001508462874,0.0035829077449781362,,,,,,,,,,,,
529,SLC20A1_proteomics,-0.3851295664052874,0.0035959611994576483,,,,,,,,,,,,
530,POMT1_proteomics,0.36778193705959705,0.003635228396866147,,,,,,,,,,,,
531,PSD2_proteomics,0.36742642972889084,0.00368442115328269,,,,,,,,,,,,
532,F10_proteomics,-0.3673876933337945,0.00368442115328269,,,,,0.3066602287290926,0.006487357734381431,,,,,,
533,TLN2_proteomics,0.36730872175989476,0.0036902045940119758,0.2795868837438622,0.03551134063129618,,,,,,,,,,
534,DENND3_proteomics,-0.36693898463329366,0.0037431162217049048,,,,,,,-0.3528941592829694,0.00556053354094812,,,,
535,COMMD4_proteomics,-0.3667888800331448,0.003760623600180035,,,,,,,,,,,,
536,DGKG_proteomics,0.36673131082221405,0.0037630352463723276,,,,,,,,,,,,
537,EML4_proteomics,-0.36651357777670224,0.0037917794266076102,,,,,0.36227284833714196,0.001037609535154691,0.39671197149493725,0.0013411459796756344,,,,
538,TBC1D8_proteomics,-0.3663757799589401,0.003807482706639099,,,,,,,,,,,,
539,AHCYL1_proteomics,0.36613800381688444,0.003839891614571285,,,,,-0.34734474834299667,0.0017396339946182651,0.3488739584145786,0.0061108151124313476,,,,
540,BLOC1S6_proteomics,-0.3656573725089364,0.003906345953582704,,,,,,,,,,,,
541,DDO_proteomics,-0.3656662247315678,0.003906345953582704,,,,,,,,,,,,
542,FAM151B_proteomics,-0.36532061528657,0.003956468757849393,,,,,,,,,,,,
543,PRMT5_proteomics,0.3651861651006407,0.0039649654071209645,,,,,,,,,,,,
544,MKNK1_proteomics,-0.36520761912544303,0.0039649654071209645,,,,,0.42686407410511895,6.857688565587043e-05,,,,,,
545,GC_proteomics,-0.3650907816993151,0.003966811749412853,,,,,0.22988165432173086,0.04904536296330055,,,,,,
546,CSF1R_proteomics,-0.36510308594621443,0.003966811749412853,,,,,,,,,,,,
547,SEPT9_proteomics,0.36478813031631685,0.0039993482273027086,0.46169853748979844,8.449023248953859e-05,,,,,,,,,,
548,SERPINF2_proteomics,-0.3647635898477075,0.0039993482273027086,,,,,,,-0.2887373028401161,0.02762374594803195,,,,
549,BACH1_proteomics,-0.36474008014460474,0.0039993482273027086,,,,,0.35429008163044473,0.0013620587260347089,,,,,,
550,IGSF6_proteomics,-0.40117800129504744,0.0039993482273027086,,,,,,,,,,,,
551,MNDA_proteomics,-0.36468979144538805,0.003999645854228685,,,,,0.29241959972722215,0.00966731467223144,,,,,,
552,CST3_proteomics,0.36463110585142383,0.004002551570151939,-0.27274408464364575,0.040942444499938495,,,,,,,,,,
553,SMARCD3_proteomics,0.3645388544723389,0.004011283095226083,,,,,,,,,,,,
554,BCAN_proteomics,0.3641277213047557,0.004075757101349519,,,,,,,,,,,,
555,ASCC1_proteomics,-0.364016711539228,0.00408795398903545,,,,,0.29974073463894907,0.00786049502577594,,,,,,
556,FERMT3_proteomics,-0.36387895937457615,0.004090915876492355,,,,,0.2405550061750534,0.03817487164448091,-0.2829655314328778,0.03175077899824439,-0.44811058081592225,0.00017206459376643528,,
557,CFI_proteomics,-0.3638984730040469,0.004090915876492355,,,,,,,,,,,,
558,ACP2_proteomics,-0.3638616554587999,0.004090915876492355,,,,,,,,,,,,
559,MT3_proteomics,0.3638336397855256,0.004090915876492355,0.2976311605865885,0.022467531122337504,,,,,,,,,,
560,DENND2A_proteomics,0.3633536615614188,0.004168914428257995,,,,,,,,,,,,
561,SMYD3_proteomics,0.36285217222802124,0.004252204236922511,,,,,,,,,,,,
562,CCDC50_proteomics,-0.362731286503831,0.004266749151728956,,,,,0.3137784401632062,0.005236859845465675,-0.3551808192385384,0.005191780465881421,,,,
563,YIF1B_proteomics,-0.36261441560786034,0.004280610721186216,,,,,,,,,,,,
564,GFPT2_proteomics,-0.3624745755177262,0.004298757497886504,,,,,0.4433662337578559,3.07143314618169e-05,,,,,,
565,VPS50_proteomics,0.3624075211444344,0.004303525727653737,,,,,,,,,,,,
566,HFE_proteomics,-0.3791308703613081,0.0043162464969514714,0.32260175995324997,0.021816063522323927,,,,,,,,,,
567,ARHGEF26_proteomics,0.3619504593045776,0.004370891114310968,,,,,-0.2662823398025399,0.02509485029995578,,,,,,
568,S100A11_proteomics,-0.3619218525477411,0.004370891114310968,,,,,0.3554982139347125,0.0013053195503937,,,,,0.3979818115195769,0.002220875033832099
569,CD109_proteomics,-0.3618387175697829,0.004378785167035146,0.2689015521266107,0.04463175366144136,,,0.2653490886652756,0.02042874825237837,,,0.5140019229435475,8.765469003362371e-06,0.360461444099923,0.007836561497842402
570,GLCE_proteomics,-0.3616275992146434,0.004405594279073188,,,,,,,,,,,,
571,MILR1_proteomics,-0.39776807610360565,0.004405594279073188,,,,,,,,,,,,
572,SYNPO2_proteomics,-0.3615734670331545,0.004405594279073188,,,,,,,,,,,-0.3198593453567778,0.025842004096011024
573,KIF21A_proteomics,0.36151263181169513,0.004409379375569599,,,,,,,,,,,,
574,SLC26A2_proteomics,-0.3610927722868609,0.004481421777844831,,,,,,,,,,,,
575,SEC24C_proteomics,-0.3607551512376921,0.004538591039733291,,,,,,,,,,,,
576,LTBP2_proteomics,-0.3604393979283915,0.0045921481355552,,,,,,,,,,,,
577,CDK6_proteomics,0.3601296394614616,0.004645100708472481,,,,,0.5505854145057493,4.868919674440279e-08,-0.3043224756572464,0.01985769663074423,,,,
578,HPS3_proteomics,-0.35991163618231126,0.004648196914645711,,,,,,,,,,,,
579,GDAP2_proteomics,-0.3599428348225043,0.004648196914645711,-0.300247915054895,0.021075963164441585,,,,,,,,,,
580,MSRB3_proteomics,-0.35994570894883016,0.004648196914645711,,,,,0.3185134287891208,0.004499034685424942,,,,,,
581,TBC1D22A_proteomics,-0.36004815742952956,0.004648196914645711,,,,,,,,,,,,
582,MAFB_proteomics,-0.3599738504300736,0.004648196914645711,,,,,,,,,,,,
583,PDCD6IP_proteomics,-0.3598320162173669,0.004655983123164709,,,,,,,,,,,,
584,PHGDH_proteomics,0.3596728937391537,0.0046716000417553515,,,,,0.4464257331864679,2.6834480207716464e-05,,,,,,
585,ADGRB3_proteomics,0.3596915530926279,0.0046716000417553515,,,,,,,,,,,,
586,RNF180_proteomics,0.359600463915767,0.004678024107355972,,,,,,,,,,,,
587,GSTO1_proteomics,-0.35954528204549274,0.004681034613829607,,,,,,,-0.33489896166664046,0.008853217216475065,,,,
588,VPS26A_proteomics,-0.3593586296780122,0.0047102938717968335,,,,,,,,,,,,
589,LY96_proteomics,-0.4478720257189835,0.0047484646041737145,,,,,,,,,,,,
590,FAT3_proteomics,0.3590886809478818,0.0047484646041737145,,,,,,,,,,,,
591,SLC20A2_proteomics,0.3589373884967577,0.004770969362814118,,,,,,,,,,,,
592,CD53_proteomics,-0.3588536156536186,0.004779875765793924,,,,,,,,,-0.28156624335955216,0.03481109109509536,-0.3105625917061771,0.039213811548488825
593,SRPX2_proteomics,-0.35866741612087266,0.004809643126906012,,,,,,,0.3098471267003894,0.017222295603641868,0.2707697409614096,0.045145306708304696,,
594,PARP4_proteomics,-0.3586205596653914,0.0048111029068702875,,,,,,,,,,,,
595,A1BG_proteomics,-0.35849885166853845,0.004827858850144314,,,0.3712253399990315,0.03679185783488829,,,,,,,,
596,DAPK3_proteomics,-0.3583710809468912,0.0048459205361624305,,,,,0.4240133914115208,7.717510698795195e-05,,,,,,
597,RGS19_proteomics,-0.3582556207611165,0.004861518978050017,,,,,,,,,,,,
598,CYBB_proteomics,-0.3581606119285581,0.004872954203677998,,,,,,,,,,,,
599,GNS_proteomics,-0.35766506474315407,0.0049678193720775156,,,,,-0.25421059146046027,0.027026878571538588,,,,,,
600,ATP1B2_proteomics,0.35757337274357753,0.004978796276692547,,,,,,,,,,,,
601,ARPC4_proteomics,-0.3575291437739375,0.004979817048940189,-0.2642905674654019,0.04877363174063816,,,0.35415697334185925,0.001367271751034558,-0.2948424544928747,0.02453212713569582,,,,
602,LIMD2_proteomics,-0.3572826575928563,0.0050235458030884975,,,,,,,,,-0.27936737074265383,0.036674844435441424,,
603,TSPAN14_proteomics,-0.3570867074383971,0.005056469607191453,,,,,0.38821655217606754,0.0003747062299084421,,,,,,
604,HLA-DMA_proteomics,-0.3736784021111519,0.005056469607191453,,,,,,,,,,,,
605,PHKG2_proteomics,-0.3568916046560352,0.005065054821923731,,,,,,,,,,,,
606,BLNK_proteomics,-0.35690614230215506,0.005065054821923731,,,,,,,,,,,,
607,FOXG1_proteomics,0.3715587388510082,0.005065054821923731,,,,,,,,,,,,
608,CALHM5_proteomics,-0.39254840224613785,0.005077700135281249,,,,,,,,,,,,
609,RNF157_proteomics,0.3567544460434098,0.005077700135281249,,,,,,,,,,,,
610,GNA12_proteomics,0.35658822816095254,0.0051049903204185825,,,,,,,,,,,,
611,ALDH4A1_proteomics,0.35648955792655573,0.005117856277377,,,,,,,,,,,,
612,SLC2A5_proteomics,-0.3563939482540754,0.0051301009813452345,,,,,,,,,,,,
613,DDR2_proteomics,-0.3560788617287278,0.005190044415968124,,,,,0.4631046103110231,0.000648253723886722,,,,,,
614,BICC1_proteomics,-0.35594841121073006,0.005201622666765791,,,,,0.34805029211541094,0.0017052276675819733,,,,,,
615,LETM1_proteomics,0.35597656944032274,0.005201622666765791,,,,,,,,,,,,
616,CHST3_proteomics,-0.35589793689205784,0.005204212715015549,,,,,0.43528904068119467,0.00037454249647840527,,,,,,
617,CCRL2_proteomics,-0.514223678723451,0.005216484512023146,,,,,,,,,,,,
618,PLXDC2_proteomics,-0.35568790528370753,0.005216484512023146,,,,,,,,,,,,
619,TBC1D16_proteomics,-0.3723024628422389,0.005216484512023146,,,,,-0.23691727495117038,0.04153056966418152,,,,,,
620,TREM2_proteomics,-0.35570917761250276,0.005216484512023146,,,,,,,,,,,,
621,ECM1_proteomics,-0.3550153293635672,0.005308452154538688,,,,,,,,,,,,
622,HK3_proteomics,-0.35504446068523676,0.005308452154538688,,,,,0.4357425116199869,4.4991976754748796e-05,,,,,,
623,AP1G2_proteomics,-0.35519407174423095,0.005308452154538688,,,,,,,,,,,,
624,TGFBI_proteomics,-0.35520498337581086,0.005308452154538688,,,,,,,,,,,,
625,ISLR_proteomics,-0.35507847293022443,0.005308452154538688,-0.30134525017430724,0.020414110674480665,,,,,,,0.26677231327369433,0.04912508195029407,,
626,FAM114A1_proteomics,-0.3549676884425736,0.005308452154538688,,,,,,,,,,,,
627,ASTN1_proteomics,0.3549655991544428,0.005308452154538688,,,,,,,,,,,,
628,RAB6A_proteomics,0.35513978765548315,0.005308452154538688,,,,,,,,,,,,
629,SLC6A11_proteomics,0.35486162033141966,0.005323144946507476,,,,,,,,,,,,
630,C8A_proteomics,-0.3546795561801017,0.005324014958330486,,,0.4309698527646243,0.011165623244798823,0.2440529954100765,0.034889663539200325,,,,,,
631,NOTCH1_proteomics,0.35463115033557435,0.005324014958330486,,,,,,,,,,,,
632,CRYBB1_proteomics,-0.3546357842932302,0.005324014958330486,,,,,,,,,,,,
633,DPF3_proteomics,0.3546683648599458,0.005324014958330486,,,,,,,,,,,,
634,ITGA3_proteomics,-0.3546665537963395,0.005324014958330486,0.27445255594970047,0.039591092601320196,,,,,,,0.28800161955928977,0.030136136326252762,,
635,ITSN2_proteomics,-0.3547506828862561,0.005324014958330486,,,,,,,,,-0.3295608764396142,0.009979156408644566,,
636,ZNF316_proteomics,0.35427564897305497,0.005394737866162048,,,,,,,0.4130672388098267,0.0007370028792397366,,,,
637,DCLK1_proteomics,0.35424028332197627,0.005394737866162048,,,,,,,,,,,,
638,TBC1D2_proteomics,-0.3541710507258718,0.005401891558202592,,,,,,,,,,,0.3406877671808138,0.014179206059692808
639,CTBP1_proteomics,0.35398732853856024,0.005426496594049476,,,,,,,,,,,,
640,ECHDC1_proteomics,-0.35401105627119656,0.005426496594049476,,,,,0.24648237151859756,0.03282580315345502,,,-0.3905817666044027,0.001449981848471677,,
641,C5AR1_proteomics,-0.3536547077489225,0.005493735760925768,,,,,,,,,,,,
642,ADAM28_proteomics,-0.5574259216303488,0.005628429433523764,,,,,,,,,,,,
643,LUM_proteomics,-0.3529983459610332,0.005628429433523764,,,,,,,,,,,,
644,GIMAP7_proteomics,-0.3529221592472273,0.005637538950970304,,,,,,,-0.3834540004100019,0.00214408850566304,-0.44404945238790944,0.0002120961612748784,,
645,ITGB2_proteomics,-0.3526580005947523,0.005690961372511699,,,,,0.2903684317992879,0.010267339696863486,,,,,,
646,EML1_proteomics,-0.3525618681338622,0.005704903951634094,,,,,,,,,,,,
647,SLC22A5_proteomics,0.35248987991816777,0.005713156146403243,,,,,,,,,,,,
648,SERPING1_proteomics,-0.35241853197486894,0.0057212777625147,,,,,0.29319031437532406,0.009458611978566569,,,,,,
649,UNC13D_proteomics,-0.3522706201076221,0.0057476555219282185,,,,,0.3855885293134629,0.0004203649754786396,,,-0.2746832665777269,0.04076098738271283,,
650,TTC39B_proteomics,-0.3522237383119165,0.005750001411052074,,,,,,,0.3520946780841935,0.005635629676610513,,,,
651,SHROOM2_proteomics,0.35212227010870506,0.005765400021615086,,,,,-0.34573253300608925,0.0018455983498315534,,,,,,
652,SCAMP2_proteomics,-0.35140795586752627,0.005929472143296222,,,,,,,,,,,,
653,FLI1_proteomics,-0.36763927479625047,0.005962110081444534,,,,,,,-0.3410238714262723,0.00762055937171039,-0.3654210967946806,0.0032410133920992026,,
654,BMP2K_proteomics,-0.3508664005571573,0.0060452132386430955,,,,,0.23141614174225156,0.047313755848668544,,,,,,
655,ENPP1_proteomics,-0.35066184953004903,0.006087196478766262,-0.29556745742556884,0.023499639440698952,,,,,,,,,,
656,RASSF4_proteomics,-0.35041476860709914,0.0061402127819365025,,,,,,,,,-0.3875203747348511,0.002751093077481423,,
657,TTC19_proteomics,0.3502408334173455,0.00617500925818143,,,,,-0.30963374341361005,0.005924196151854464,,,,,,
658,ANKS1A_proteomics,-0.3501208799992487,0.0061961952999171595,,,,,,,,,,,,
659,HTATIP2_proteomics,-0.35000913186214055,0.0062153552361792356,,,,,,,,,,,,
660,PTPN1_proteomics,-0.3497352972098631,0.00627631484511781,,,,,,,,,,,,
661,ENOSF1_proteomics,-0.349410325366711,0.006351160729713286,,,,,,,,,,,,
662,ARPC5_proteomics,-0.3493002339969434,0.0063703412279447315,,,,,0.35393930986537336,0.0013780629636893276,-0.27030297819552546,0.04120672410848737,,,,
663,DLG1_proteomics,0.34922753660574646,0.006379775589145324,,,,,,,,,,,,
664,C9_proteomics,-0.34913148713694353,0.006395364856736546,,,,,,,,,,,,
665,ARAP2_proteomics,0.3490808170810168,0.006399064089716568,,,,,,,,,,,,
666,GNGT2_proteomics,-0.5003292956283951,0.006400175610675983,,,,,,,,,,,,
667,LGMN_proteomics,-0.34888598496380274,0.006427766930954781,-0.2862514971130552,0.030086308015682815,,,0.38254926385103166,0.0004680714916434444,,,,,,
668,TP53I3_proteomics,-0.34886230259142403,0.006427766930954781,,,,,0.3515103553347275,0.0015188213970602127,,,,,,
669,VSIR_proteomics,-0.3487211116660622,0.006455457296927753,,,,,,,,,,,,
670,TRH_proteomics,-0.4996127048889285,0.006505207972975271,,,,,,,,,,,,
671,ATP13A4_proteomics,0.3647371426583823,0.006509101176803428,,,,,,,0.34494653566058725,0.008387298209773459,,,,
672,PLIN2_proteomics,-0.3481650733338919,0.006565039970843415,0.35079348655740306,0.005319053481717226,,,0.3896382233099305,0.0003557088975813549,,,,,,
673,GPNMB_proteomics,-0.3481671649664733,0.006565039970843415,,,,,0.3203744002564576,0.004225695958485298,,,0.3779600755612443,0.0021433750599087896,,
674,MAP3K4_proteomics,-0.3480943683310519,0.006572463552427233,,,,,,,,,0.3417282543593299,0.006936983784273324,0.32876419066846463,0.020320838561066975
675,FES_proteomics,-0.3480650788420098,0.006572463552427233,,,,,0.38323818145851285,0.0004590812248190728,,,-0.28797869869837145,0.030136136326252762,,
676,PPIP5K2_proteomics,-0.3480113334109993,0.006577205459292378,,,,,-0.2466040013816283,0.03274699852582524,,,,,,
677,N4BP1_proteomics,-0.3638856564871793,0.006671389552497331,-0.36992381581068556,0.002935977878800355,,,,,,,,,0.3327024723160382,0.01796866581091501
678,FBLIM1_proteomics,-0.3475777708328682,0.006675128503636139,,,,,0.4601825452723828,1.2556961277325726e-05,,,,,,
679,CYBA_proteomics,-0.3472029888466728,0.006768105148518889,,,,,,,,,-0.26761722145337175,0.048135889588302776,,
680,C1RL_proteomics,-0.3470569382186385,0.00679855817331548,,,,,,,,,,,,
681,PPP2R5C_proteomics,0.346288156959092,0.007004566619196494,,,,,-0.2710860534705187,0.022490470143157262,,,0.281929629346816,0.034603172693524545,,
682,COL6A1_proteomics,-0.34609354022355354,0.007039589455719891,,,,,,,,,,,,
683,CLUH_proteomics,0.3461056084679245,0.007039589455719891,,,,,0.3182358525709896,0.00453728202509522,,,,,,
684,GTF2F2_proteomics,0.3459971133777193,0.007056922786579114,,,,,,,,,,,,
685,LILRB4_proteomics,-0.34592824389493304,0.0070598294807213986,,,,,0.33052847565780935,0.006644577580815605,,,,,,
686,FOSL2_proteomics,-0.3459152462885628,0.0070598294807213986,,,,,0.26371612941950207,0.02129852983921818,,,0.4047681287730043,0.0008824832329012027,0.3976701170017737,0.0022359264837780372
687,FLII_proteomics,-0.34579063164086593,0.007085349782516729,,,,,,,,,,,,
688,NOVA2_proteomics,0.345474217188959,0.007166539004226508,,,,,,,,,,,,
