Umich_Proteomics	GBM_P_Value	GBM_Median	HNSCC_P_Value	HNSCC_Median	LUAD_P_Value	LUAD_Median	LSCC_P_Value	LSCC_Median	BR_P_Value	BR_Median	EC_P_Value	EC_Median	OV_P_Value	OV_Median	CO_P_Value	CO_Median
B4GALT5	0.1319024490722427	0.5635303667616576		0.151962160708539	0.8853950341070561	0.0968275470832935	0.5725118986926031	-0.0673688177950833		0.5032471148923259	0.6610141290691673	0.055868757410094	0.9933878205304212	0.2588896595232839		
NUDT1	0.1319024490722427	0.237491507223325	0.1422559472268685	0.437259513162278	0.4327765903442739	0.1676256727423961	0.0281355659546514	0.3068344695804104	0.9995177788980228	0.1707007596510994	0.4350189321838472	-0.2266668694801286	0.9933878205304212	-0.1515285128938206	0.742654046206927	-0.1505711009287704
SCRIB_1	0.131993442913168	0.1935587169795951	0.3270527379633259	0.2315875349780096	0.9590274674710426	0.040364394335457		0.8889514137067795	0.9995177788980228	-0.2584957558662912	0.9121096903630628	0.2564050225951479		-0.7762778009216067		
TIMELESS	0.131993442913168	0.1638929898131547	0.7568508223985312	0.1269935627354694	0.739143925292892	0.084560400793757	0.0157251041296347	0.3977953564587704	0.9995177788980228	0.1590426520686776	0.2704037232714455	-0.2812254473791533	0.9933878205304212	0.1516170184003868		
CADM4	0.131993442913168	-0.2704056701518631	0.938584658547447	0.0256058344179237	0.4292881219232796	0.2206152655206512	0.702245789324679	0.0225324615014486	0.9995177788980228	-0.1836030255020864	0.5944672507344684	0.1947020704037374	0.9933878205304212	-0.0397187299323711	0.8917888016803295	-0.0403606502765505
RTF1	0.1322096837699382	0.2715645926821821	0.4379801893659179	0.1929631834826963	0.5501691705900225	-0.0315922120672826	0.0450633525975901	0.1357030193243869	0.9995177788980228	0.0895446075880119	0.625215318006413	-0.011181116548709	0.9933878205304212	-0.0254007545536687	0.4385260508578246	-0.1179602051347679
CSE1L	0.1322096837699382	0.2149083335304631	0.0288512122634789	0.3010693806876023	0.6606029819681516	0.1172206334876673	0.0169758135834847	0.3283496471302989	0.9995177788980228	0.3006652020441169	0.0387171237593065	-0.2147502658246747	0.9933878205304212	0.0223492149816806	0.8276421098198892	-0.0311979516341018
VPS41	0.1323263295906068	-0.136067371695038	0.4458222715110052	0.0650835848145892	0.7523842199376629	-0.0927155445521457	0.1149756163389393	-0.1347315958076897	0.9995177788980228	-0.1468358762589616	0.9908035341435708	0.019583149780832	0.9933878205304212	-0.1158805834927729	0.9554683084869404	0.0260029817679559
SRI	0.1323958588967914	0.2504987458524681	0.5797743893476469	-0.1704199586770496	0.519187937894986	0.3520447830262458	0.0883187490855373	-0.1400265493710488	0.9995177788980228	-0.1282644401707831	0.733500922719411	0.0770089339700668	0.9933878205304212	0.0478188893155397	0.9406933891375208	-0.0240647823478568
F7	0.1324253565880924	-0.221599046646272	0.9898147931086984	-0.0763976993454207	0.7466391008297218	-0.0251157220907902	0.9094658259976552	-0.0639438517939066	0.9995177788980228	0.2036234827803094	0.6418456812094575	0.2209449502149123	0.9933878205304212	0.1446964883160575		
HLA-DPB1	0.1324727222724755	-0.3796093995827867	0.2177172750574658	-0.4842966113545301	0.8398289746155478	0.1467520904620283	0.0318948733596145	-0.3346045250303699	0.9995177788980228	-0.226047158655442	0.6979742636851645	0.033603373134925	0.9933878205304212	-0.1209720476871929	0.9644825208198532	-0.0593787786026105
TASOR2	0.1326141877752869	-0.0738220209209394	0.9873311009787418	-0.0072187522283222	0.6965484597520496	-0.082522349589432	0.4903158209401811	0.1245812641693504	0.9995177788980228	0.0758126268983545	0.2117406313106652	-0.0711667931752355	0.9933878205304212	-0.0761198080327822		0.5525018669135218
APLNR	0.133287305345246	-0.5886709849291449														
PNKP	0.133287305345246	0.1829259998752341	0.552409214318524	0.118016777664641	0.949151842391704	-0.0156366570429913	0.1501243063367906	0.1835867254407848	0.9995177788980228	-0.0279147585257097	0.9983170638870268	0.0191623853597153	0.9957128574879102	-0.018121886118779	0.5547652455310997	0.1473403686243166
ABCD3	0.133287305345246	0.3641086244621832	0.8631812833389805	-0.0532914085686968	0.8826671906710669	0.0399744968511264	0.2381432538421433	-0.2216883451673883	0.9995177788980228	-0.602403966710102	0.8555624357020529	0.2104279706651599	0.9933878205304212	-0.0863437632172452	0.6182766249459593	0.1160481432949609
TUBA4A	0.133287305345246	-0.1500461927110876	0.9996495903640132	-0.0011520744006077	0.6686848210872369	0.1592243114045164	0.0557565111737015	-0.2220111362378691	0.9995177788980228	0.250219457009333	0.870817302906694	-0.1324189566191016	0.9933878205304212	-0.0063660602416888	0.7001012109358045	0.1194886358588611
GRK3	0.133287305345246	-0.2424037306330326	0.9769890635671928	0.064251899139232	0.831683170840159	0.0464309585090187	0.0702891787681582	-0.2057570640367885	0.9995177788980228	-0.0577481169485407	0.7110241785583947	0.0394078085299689	0.9933878205304212	-0.370833466795089		
PHLPP1	0.1332978477882505	-0.1495956440388752	0.2735500063899496	-0.324185361460664	0.9893675534330294	0.0708586361413701	0.5488512096339684	0.0180678495587685	0.9995177788980228	-0.3819327039567319	0.4568041625149043	0.1838977563906656	0.9933878205304212	-0.2416303540376443		0.0690938214039516
ATG3	0.1335259027490185	-0.0983159495306935	0.8302585000140684	0.1067932390660413	0.7690878549074436	0.0096415150103048	0.3696928678430572	-0.094305419376516	0.9995177788980228	0.1402210104930299	0.9606902649997732	-0.0420223531683561	0.9933878205304212	0.1480908531460389	0.8196603207532998	0.0888890402435436
CACNA2D1_1	0.1336899187652411	-0.7260222152911844		3.618738083452243		-0.5539115125113874						-0.1385917290124627				
SOX9	0.1336899187652411	0.3734519439876891	0.941280843419998	0.2421665008853075	0.8623441586819383	0.2555886694837586	0.0766301955170941	0.8670903514203836	0.9995177788980228	-0.09621508026183	0.7908838588375376	-0.2104274762961431	0.9933878205304212	0.0265575941086346	0.9286872242491692	-0.0450728972980574
RPS13	0.1336899187652411	0.0755863470708213	0.7489358773577354	0.0678281917016274	0.9933585620430608	0.0237712216547958	0.9247988302643922	-0.0583550387970337	0.9995177788980228	0.1723096827647913	0.8025038212160893	0.0206643594911568	0.9941336498494552	-0.1147335275604781	0.6765361710913566	0.0383028878541971
MILR1	0.133980558372218	-0.3761747014172254		-0.5299758024489396	0.6525206979107862	-0.0557261570194569	0.0664831992748847	-0.4281944322882687		-0.3037360595807481		-0.1026477753351358				
ING5	0.1342452714747136	0.1785512284152801	0.8885852976472085	0.1396904750733103	0.9471488824969964	-0.1063026484550775	0.0766386389112598	0.1610223453599299	0.9995177788980228	0.1073268351985534	0.601972370855602	-0.1584963865980775	0.9933878205304212	0.2330354161255101	0.6859859375585062	0.3322994834568842
SPATA20	0.1342949023245796	0.2105034964792018	0.7997007620557068	0.0765564163865697	0.976771660761618	0.0035790767461403	0.7201494814806351	0.100855966003456	0.9995177788980228	-0.0128592280435739	0.8014096871414247	0.1607183935708622	0.9933878205304212	-0.1791786109636159	0.7822033297465242	0.021961739104455
FCGR2A	0.1343914444963079	-0.3353155335740361	0.7385686994952653	-0.1509261794302485	0.667502203495404	-0.103461065365181	0.1981643077747611	-0.189983917101685	0.9995840270559008	-0.1485006392194288	0.644881260076144	-0.2108192219153721	0.9933878205304212	-0.0524170460365152	0.9285930089617832	-0.0244048405862766
LARP4	0.1343914444963079	0.1644038213376859	0.4725862630427058	0.1146745695643485	0.9833245989311392	-0.1390945698086803	0.3441774559508492	0.1164258981582513	0.9995177788980228	0.3599890423806204		0.4533409011809679		-0.0197429632598691	0.8113770227604923	-0.1334253189700902
CCDC115	0.1343928696624236	-0.1812651422274065	0.8399111721482847	0.0945429390360477	0.8840368261937429	0.0068567651618476	0.6451543308719573	0.0672008431046364	0.9995177788980228	0.3327386810856065	0.6529937098573093	-0.0680031412717188	0.9982612320008898	0.0349481668810955	0.7330445013829188	0.1061563541116399
CTBP2	0.1344090640840822	-0.071787417204387	0.4251655543017988	0.1477381622921232	0.2979718144553306	-0.1969547240900517	0.7319753437919043	-0.0133599433979956	0.9995177788980228	-0.1798732428167273	0.8689495595949385	0.0999588274076703	0.9933878205304212	-0.0505840352980122	0.5152378757111333	-0.0877668050237119
ZBTB7B	0.1344090640840822	0.3832863317343413	0.5776279056161739	0.1749197594387865	0.701706241781377	0.1328134799632696	0.3668019673584308	0.0652724677847782	0.9995177788980228	-0.0993397209391853	0.97608685304961	-0.0207621696194966	0.9947528057270376	-0.0203712217504552	0.8219145444155217	-0.0013911820362935
TAGLN2	0.1348060465517881	0.2165156098158611	0.8144097566254991	-0.0246481969786067	0.8357351528339241	0.2047110251708428	0.7815342360797192	0.075499640218851	0.9995177788980228	0.018897281777237	0.8040346929436012	-0.0572344333062666	0.9933878205304212	0.0717563739163367	0.3541852640691849	0.132579849164852
HPGDS	0.1349517270593369	-0.2191043255046878	0.2465969565271302	-0.3005432538171675	0.973893572360677	0.000316318524149	0.2603929387854246	-0.2394956296354493	0.9995177788980228	-0.2362816179789799	0.4022002875364957	-0.3181682008340551	0.9943872414453016	0.1738578708296447	0.6233784261131439	-0.1083721635636791
IL1RAPL1	0.1350114362829854	-0.2796800398288397														
PFN2	0.1352613703608217	-0.4015737002026682	0.7315951443039255	0.3778378264047592	0.9487658709316648	-0.0173451911229971	0.0814885063085083	0.3964778112158811	0.9995177788980228	-0.5749827469674518	0.8406444532139734	0.0528756429629977	0.9933878205304212	0.127911528686516	0.9200081059504202	-0.2107350835280357
MCM7	0.1352613703608217	0.6264918351491815	0.0585888797986624	0.6338301842297529	0.831683170840159	0.2634293205963587	0.0046432848534989	0.5177452568025043	0.9995177788980228	0.2551990750126878	0.218513210341716	-0.3846747698501023	0.9933878205304212	0.0516345127903843	0.9929547458025202	0.013033972502864
OSBPL3_1	0.1352613703608217	0.5689605900517485		0.4216169202333688	0.986283708302954	-0.2616674540630441	0.166544070568013	-0.171165935135928		0.3271138050039539			0.9933878205304212	0.3747483472907058		
THOC2	0.1352613703608217	0.2110350867554089	0.0537245798352091	0.375807719482669	0.374551968674952	0.1022014257470509	0.0736641314602744	0.2046010792679329	0.9995177788980228	0.1013852423209131	0.2574565258652837	-0.0474180946058506	0.9933878205304212	-0.0454104273284858	0.6049206301384014	0.0308970308480631
PRKACB_2	0.1352613703608217	-0.4361902815399645							0.9995177788980228	0.4738003523834688						
PTPRJ	0.1352613703608217	-0.4073193985103565	0.6735311601776645	-0.1865916133663496	0.9526654154398304	0.0022688337117635	0.1311012091814768	-0.2887308812646783	0.9995177788980228	0.1346582171406494	0.8014096871414247	-0.1663292170464529	0.9933878205304212	0.1413411871477858	0.8492395414472945	0.1269994720385785
RUFY2_1	0.1355677840981882	-0.6695745650732796														
UBXN2A	0.1355677840981882	-0.106727291163267	0.509105328431506	-0.161153045584232	0.8477741092044232	-0.1372910658654689	0.7882148151420696	-0.030070439568977	0.9995177788980228	-0.1521988338145163	0.2325164665137766	0.227931700594496	0.9933878205304212	-0.0937809793402983		
TUSC3	0.1355677840981882	-0.3669030840261342	0.1035368571143665	0.6151058209327598	0.7469457498596743	-0.2504393094201376	0.697350882902918	0.2066372706529797		0.0834357270419925	0.7176272719379541	-0.3538923567236161	0.9952789200103284	-0.0879980484176137		
STT3B	0.1358755359222319	0.2526755885324867	0.971669192553302	0.0069020147819554	0.4366334684978559	-0.2688254339314273	0.9997463875128209	0.0332749389313402	0.9995177788980228	-0.1209258834434345	0.9675190330200022	0.1340408387834628	0.9933878205304212	-0.098254369236125	0.6699125776410996	0.0379202827489812
SLU7	0.1358755359222319	0.094937666396099	0.8960943237586009	0.0053294703803352	0.96146137225945	-0.040878719027626	0.2535166773129129	0.035197495284601	0.9995177788980228	-0.0855953699663949	0.3093145891729751	-0.1147345448822498	0.9933878205304212	0.0532710145611048	0.7001012109358045	0.1924720988590724
SFRP2	0.1361266589890938	-1.0021446894402877	0.6606094511148309	0.2393130339926834	0.5303390862440593	0.1708899717719632	0.8605245191141304	-0.0077257713286336	0.9995177788980228	0.0140289428391664	0.1888259342783819	-0.6293993208490409	0.9933878205304212	-0.4291425340736765	0.9272253845747096	-0.5469522109402654
TTC3	0.1361266589890938	0.4157251403876181	0.8239684799760003	0.1527230938082837	0.8256898829888826	0.0642913118770565			0.9995177788980228	-0.0715854758300835	0.9855283815944188	0.0171923090873171	0.9949511816027132	0.2767801645362713		-0.2641209365725299
SAFB2	0.1361630324367403	0.1646834892683415	0.3507418663198635	0.2313752926668257	0.8199952850939685	0.0153596025775506	0.4956877459151179	0.0762402368627608	0.9995177788980228	-0.0296255437012824	0.7373830046084584	-0.0548058560181807	0.9933878205304212	0.0510513152606062	0.6545664968869591	0.1211864583397392
DYNC2H1	0.1363321217939498	0.1721812189055498	0.5085734100639816	-0.0701777742613209	0.7586470860834388	0.0251748987225042	0.4365072892774621	-0.0960777450148739	0.9995177788980228	-0.0697870018154827	0.4741675770582811	0.0926051003242527	0.9933878205304212	0.0426292552144431		1.1870408199696847
PPM1H	0.1365374821262808	-0.5647266602154382	0.5382142876093735	-0.0579532432302727	0.9933585620430608	0.1064206764341584	0.1409419446613141	0.4859033325450479	0.9995177788980228	-0.2292661272118445	0.363629556410169	0.3793803639173259	0.9933878205304212	0.1443429671192575	0.831611974767733	0.1332197931930245
PPP2R5B	0.1365884816125212	-0.1901246486882897	0.8887890095737275	-0.0084769698326994	0.9517067004202564	-0.0477618336642677	0.0527063288394393	-0.1033084266989732	0.9995177788980228	0.1884269469838289	0.5152423740147899	0.0632950186574827	0.9933878205304212	-0.3142360253705263		0.0104127471365949
POLR1D	0.136844265512418	0.1013956905469264	0.2565425837615601	0.1545726535431573	0.7883968274179485	-0.0479659943666614	0.0774780001643057	0.2303215173816077	0.9995177788980228	0.0454623988032576	0.8780371774395901	-0.0558200712039607	0.9943872414453016	0.0213938674842069	0.8113770227604923	0.2039955586546646
PDGFRA	0.136844265512418	-0.6518684331290459	0.8885852976472085	-0.1256517586179395	0.8113203716869669	0.1166636398250542	0.5632245410760658	-0.0772316074051033		-0.0870722864145925	0.2768366615453292	-0.1581121740612783	0.9933878205304212	-0.0659215284869905		-0.1382533647292874
FCGR1A	0.1369399907960777	-0.4591059763527489	0.7081616621705529	-0.2130992749938656	0.6340235399063513	-0.0897830508418593	0.5831339168734795	-0.1646322111676781	0.9995177788980228	0.1953706802178096	0.9148062348878372	0.0032379252246066	0.9933878205304212	-0.0269610174987349		0.6683286136236051
FNBP4	0.1369399907960777	0.3092439673207678	0.6376667375024397	0.0508679681516355	0.6395406403682048	-0.1147080427142803	0.1178504307416079	0.0440085128228417	0.9995177788980228	-0.0777842820093592	0.1888259342783819	-0.2173624543864356	0.9933878205304212	-0.0209680269536942	0.7535279535973864	0.0484165083214378
PGAP1	0.1369399907960777	0.4254715717508972	0.5993870967255848	0.3077532219595387	0.8986031354202196	0.0780363922232645	0.058605890739713	0.2742191708628638		-0.9130740203558982	0.5964404354799112	0.3473312030342192	0.9933878205304212	0.0284019472919414		0.3550884355831805
CHCHD2	0.1369938443009048	0.3883523925800034	0.4973886955081548	0.0291107623000268	0.5498537791268828	0.1343420482789437	0.2547017369528233	0.1691360352927873	0.9995177788980228	0.0685051189358549	0.2193857455701589	0.171595654041635	0.9943872414453016	-0.1042600411175342	0.7468800371184652	-0.0625603105633807
EIF2AK2	0.1369938443009048	0.2148954049709495	0.7566352607940344	0.2213819431123198	0.8256898829888826	0.0314420744679839	0.4956877459151179	0.1460075730547494	0.9995177788980228	0.5353104222956224	0.0047420341479778	-0.3039899391049481	0.9933878205304212	0.2312768515702057	0.4270017322326142	0.2246250695547686
PCLAF	0.1369938443009048	0.3834866498027622				0.212255528587649	0.2071515888109151	0.3453164556526129	0.9995177788980228	-0.044744969138712	0.9311915079566468	-0.1201197951584625		-0.3092307123879632		-0.6105263405952694
AGTRAP	0.1369938443009048	0.271083121081066	0.4370770650233272	-0.1738250111149746	0.9689674799243096	0.0910114214464279	0.061052736995646	-0.1504413529015131	0.9995177788980228	-0.0735983397602488	0.3278051748545911	-0.1454077189929705	0.9933878205304212	-0.0294910580331677	0.4911249649943053	-0.2839649677519986
TTBK1	0.1369938443009048	-0.2802798126025365														
DPH5	0.1369938443009048	0.1585437005071597	0.7503708661426329	0.0806076853518273	0.5941501798906003	0.1361171637270644	0.5666231228445346	0.1368276912785937	0.9995177788980228	0.2410170428810145	0.7291073988485388	0.1049189214805608	0.9933878205304212	0.1040688333337289		-0.2648229319217527
GRK6	0.1369938443009048	-0.2392408871682967	0.2430550342892134	-0.2361869649818437	0.3149678036802036	-0.1289428033722934	0.0077950121492023	-0.3345711553360004	0.9995177788980228	0.1621715818512221	0.9488240680652368	0.0863363336439277	0.9933878205304212	0.2326169329723022		-0.0637303279223537
TGIF2LX	0.1373641534918327	-0.2130354421923463			0.9875271348393708	0.0072473632828966	0.4069661198865613	-0.0850038815900777		0.6905733587355343	0.9444915046034388	-0.0592626422895001				
THOC1	0.1375760287682594	0.2081219958160716	0.2782973634687697	0.2689007046865761	0.4047585303906121	0.1130438988939079	0.0707026830843672	0.2014456408078491	0.9995177788980228	0.0043123905454907	0.2379168304822616	-0.0756062763057965	0.9933878205304212	-0.0423548885776128	0.4254910890861127	0.1325892328788072
PGM2L1	0.1376644170578367	-0.4262062348500492	0.9264989651018964	0.1444026605032782	0.295500899985627	0.4532831389258014	0.4146626851599697	-0.2526184378371194	0.9995177788980228	-0.039428233865399	0.8241655771907556	0.1104106836866041	0.9933878205304212	0.0220887869003139	0.9286872242491692	-0.0733742901689211
PEX16	0.137769137717948	-0.1707269327610525	0.6853624523175403	0.0942893297556946	0.8810751476127704	0.0700835589742503	0.1420125822257863	0.156515879469957	0.9995177788980228	-0.2762832902136196	0.879189311144575	0.1981595183064151	0.9933878205304212	0.0356161921464259	0.6100406445938448	0.0827368436104833
MRPS27	0.137769137717948	0.1391456369515396	0.4812486311564811	0.1528719478948055	0.9144836657028056	-0.0263252157941042	0.4870212484998545	0.1050509892032707	0.9995177788980228	-0.3398682042067262	0.7933187607068766	-0.004745624382231	0.9933878205304212	0.0626446480326361	0.7360548442508126	0.1032457335424616
CD81	0.1378308043776249	-0.3212734281422413	0.980044658882743	-0.0816447355344376	0.6736870270010213	-0.1595905162169923	0.5747143048657836	-0.0837066855419479	0.9995177788980228	-0.0450635383422817	0.8925504186668566	0.003936912571687	0.9933878205304212	-0.17934414814383	0.9360050701248678	0.0498399555354645
CDK8	0.1378308043776249	0.4253552669728364		0.3526248524905711	0.3653233264505897	-0.2080857561581197	0.0092488569902504	0.2518133994217919		0.4230718874612993	0.5288150929780318	-0.1985492299042341		-0.2886356442700091		0.1049125457428026
IMPACT	0.137903004926727	0.142054449299934	0.7601406551699249	0.0915465284708965	0.742218655944898	0.1216467056100363	0.2416982616190301	0.1283732458948083	0.9995177788980228	0.0233157245130506	0.0846096938697834	0.1507363019231338	0.9933878205304212	-0.0049604037526655	0.974316178902544	-0.0967053581527892
SELL	0.1385481928700445	-0.5611108868700398	0.0986924454026823	-0.4835261292749191	0.9033110576509358	-0.073341861782481	0.0699406469538559	-0.2121396950866536	0.9995177788980228	0.074440098696586	0.5577900178914014	-0.1165877617359072	0.993421952021581	-0.0023165107773852		-0.2901890943669976
SEMA4C	0.1385890719019992	-0.2270675683861043	0.9014633943923848	0.0470695663211468	0.9857218224388884	-0.0375776049413971	0.1773887188136222	0.1677702248487751	0.9995177788980228	0.1180622789328635	0.8080793106924343	0.0259393880955745	0.9933878205304212	0.0629736688786444		-0.265264898481071
RFC2	0.1386833966077468	0.3288422810339853	0.0905053911689528	0.4489781025985806	0.920256909500748	0.1229006313906655	0.004823838058497	0.3999770766912114	0.9995177788980228	-0.1594813889252391	0.0460825421384838	-0.2852489287058848	0.9949511816027132	-0.0720256365749119	0.6523310994000088	-0.0405920461561741
SH3BP5L	0.1388135731177667	0.1609662521115957	0.8173703914855623	0.0250862127461601	0.8940755658408001	0.0389547469216946	0.8854857783596202	0.0302443804113554	0.9995177788980228	-0.1200474725451625	0.6302452098530307	-0.1764063002583888	0.9933878205304212	0.0752384591296468	0.9936579658381358	0.1854991186153114
SERPINI1	0.1389602008900367	-0.6064447475397863	0.5001998210337029	0.0134283261266681	0.9549578707141684	0.0872942388464288	0.8650368567632426	0.2351131160215143	0.9995177788980228	-0.5359452424312581	0.9210712458645332	-0.085460695413337		1.476920468798868		
RAD54L2	0.1390937899070903	0.0418812627021694	0.977447746334113	0.0786163056162969	0.3910730103442656	-0.1116061934047643	0.0092488569902504	0.1581610192772746	0.9995177788980228	-0.008144763478592	0.0896749080648923	-0.1234205533015213	0.9933878205304212	-0.1255495134278561		
RAB11A	0.1390937899070903	-0.2872872655494554			0.7440695872653155	-0.1434147428701102	0.7818375403099931	0.0771746041244725		-0.1545644908131933	0.9576058054739522	0.06518641793207	0.9933878205304212	0.108366298101945		-0.183425854025069
NAV1_2	0.1390937899070903	-0.4258572992521028														
SFXN2	0.1391971825406583	-0.2681956582312033	0.3344211285811077	-0.4110461532628555	0.6435620144705109	-0.1711112799007974	0.2647891848174642	-0.1544904875195722	0.9995177788980228	-0.5209123895836996	0.3126640157167004	0.1824472161116777	0.9933878205304212	-0.4179140785769899	0.982272382866994	0.031876010084904
STX18	0.1392004349412978	0.0586270189084707	0.6250894102148935	0.007235416802235	0.529532109846149	0.0785751647231318	0.7032622077951397	-0.0640650383911562	0.9995177788980228	0.0174579783889159	0.210192861611952	0.3999016514948152	0.9949511816027132	-0.0401068151073751	0.7357438966697426	-0.0832144222894974
ZDHHC4	0.1392038115092685	0.4505087820381597	0.8582145444017815	-0.073910554250995	0.4977863454389603	0.300963714234328	0.2498410100768436	0.2204904660884885		-0.0537064377447285	0.9044667430847524	-0.0191636488134321	0.9933878205304212	-0.0450633285353152		
ZHX1	0.1392038115092685	0.2137086390662332	0.8582145444017815	0.0202923713580602	0.9893675534330294	0.0383700806159499	0.5289284727773053	0.0406061341330996	0.9995177788980228	-0.0118542093037019	0.8011015211933795	-0.0732507281716277	0.9933878205304212	-0.0050285486129197		0.3463202553757494
ZNF589	0.1392038115092685	0.1875232802857116					0.2334197559451105	0.7771695256245117			0.95842283702986	0.139099175754465		-0.7032407518681936		
IGHV3-49	0.1392038115092685	-0.557586075671157	0.4991750671275167	-0.2095616130689368	0.8256898829888826	-0.218596478287786	0.5050246106739538	-0.1335874947086548	0.9995177788980228	0.3779927827277509	0.9121096903630628	-0.1097232015238773	0.9933878205304212	-0.4554227021598453	0.9182408024032788	-0.165163401593162
HSPA1L	0.1392038115092685	-0.110894003467461	0.7689780246969055	0.2334557359906988	0.7732393044939716	0.0582485289755627	0.3844399990857495	0.0697996465631511	0.9995177788980228	0.0814561323232831	0.9013812401818904	0.094477761253664	0.9933878205304212	0.0229025468051524		-0.2011648122156621
ITGA7_2	0.1392908848674932	-0.3013266892018258														
TRAF3IP1	0.1392908848674932	0.2089152178857709	0.7750417775364603	0.0504398697317594	0.7560383327371364	0.1664153634057932	0.9173541039482204	0.0587594514594993	0.9995177788980228	-0.0662319850731556	0.1310693008860745	0.2731379217695782	0.9933878205304212	-0.0068421837743972		0.2266209165361257
GAB2	0.1392908848674932	-0.0654990581371066	0.8224479623263563	0.0381457204518067	0.5136972130159138	-0.0880347682942481	0.6452317221618187	-0.0832818528049941	0.9995177788980228	0.0791188511566485	0.7657753623390521	0.0781432530355576	0.9933878205304212	-0.0674814005352928		0.0107537394029613
BSCL2	0.1395716000959075	-0.5578775634689492	0.7859734593405039	-0.0006985876098575	0.7480204145059681	0.0938539648643477	0.5359795525814384	0.0659054278882713		0.1245406702030926	0.6351053817034475	0.1913992179214521	0.9933878205304212	0.1321197757826251		
SPPL2B	0.1395716000959075	0.2917971273826261	0.2003769845751521	0.174253209520657	0.866768567032386	0.0548247726984811	0.903874258821886	-0.0953492401854898		-0.2256272167457318	0.4567390396460246	0.4682997629958638	0.9943872414453016	-0.0715407926980926		-0.1597744228748414
WDR45	0.1395716000959075	-0.1161769354178261	0.0863268552244189	-0.2756086057050577	0.483986550398006	0.1100970663900309	0.3102027352197509	-0.0729674458697893	0.9995177788980228	0.0863664888073358	0.6771291103177429	-0.0419505320570543	0.9943872414453016	0.061502991571233		0.1011986591862594
MT-ATP8	0.1395716000959075	-0.1788355946283424	0.9372320219508322	-0.072768059227382	0.9720597435318576	-0.0253275654586957	0.5907779379136933	-0.012203095183743	0.9995177788980228	-0.0285164167717297	0.5712747842487861	0.0791017316667925	0.9933878205304212	-0.188609016639436	0.9286872242491692	0.0330787400779719
MTSS1	0.1396709091012037	-0.3358756827024294	0.8032485680965579	-0.0056506096720934	0.7100055732200912	-0.0341527539004964	0.8281899320528511	0.0554528526705446	0.9995177788980228	0.0339822417781467	0.995536171304121	-0.0750111546932164	0.9933878205304212	0.0156191318911247		-0.1637478624883783
PRPF8	0.1398353514090891	0.2275600347281425	0.2452683233527486	0.1171077553272788	0.9033110576509358	0.0026852113697035	0.021364790122875	0.1720639714339	0.9995177788980228	0.1392135154748475	0.0924200023124222	-0.1150557874521691	0.9933878205304212	0.0260919944489543	0.7102739852069164	0.0786711899671459
SNAPC1	0.1399024742892903	0.2348991662949586			0.6931280421528945	-0.1740496230569963	0.962582659753832	-0.1258981684851718		0.065066343471841	0.9771069912888042	-0.0285494757418298		-0.0490844756157144		
HMGCS1	0.1399609682867023	0.3602370330659568	0.4204391346397755	0.2569505911069392	0.6354163101001404	0.1361084213264387	0.07515975776959	0.2608542381961722	0.9995177788980228	0.4565091168869459	0.9004492448517917	0.0779174398049278	0.9933878205304212	-0.0782794826881865	0.6076698370894098	-0.2169323462160655
CFL2	0.1399609682867023	-0.1160173641888562	0.7554255668432849	-0.3517738021090419	0.8986279019173834	-0.1314695647428667	0.6752342580557684	-0.022339288049137	0.9995177788980228	0.00850420493067	0.8374141916062552	0.1093228416737144	0.9933878205304212	0.2242974266450748	0.654547382673077	-0.0777452996502887
DEFA4	0.1399609682867023	-0.230369267747573	0.9937392724042086	-0.0406067911341274	0.8125427348922372	-0.1484500530014045	0.0175742617223977	-0.4295006408328206	0.9995177788980228	0.3050439297546274	0.7923802023172797	-0.2194812270209389	0.9933878205304212	-0.8224766886410553	0.9799009392575458	-0.0549387418753415
AKAP9	0.1399609682867023	0.1219055025115523	0.7385686994952653	-0.0767783448235359	0.9296107246276388	0.0453036787069311	0.492146123488823	-0.0473999930674118	0.9995177788980228	-0.152649563529847	0.1710700586487839	0.1811552397217557	0.9933878205304212	0.0577936994504568	0.4963026220785585	0.0719911702142681
LILRB1	0.1399609682867023	-0.3605947274324244		-0.0915053538950747	0.3010899604403005	-0.3472094316269913	0.1573658834579501	-0.2300576374550278	0.9995177788980228	0.249326347963378	0.5137217430730399	-0.4462577995222272	0.9933878205304212	0.0469836226117852		
SND1	0.1400387132770574	0.1513737669557926	0.9240286702114106	0.0139037552914249	0.7453687236624215	-0.0095814447548967	0.21256918508853	-0.1416830081917357	0.9995177788980228	0.1034320416632192	0.7668054442018631	-0.0623025988440968	0.9968385166382968	0.0102553921911265	0.9480698072307524	-0.0192168379566233
HFE	0.1406218780912994	-0.2085661137948129	0.5612936199440511	-0.1290639004875373	0.7888258026527337	-0.0564980320111114	0.1123094378402867	-0.1453948879726923	0.9995177788980228	-0.2245342702691282	0.3823090721343596	0.4196577149140914	0.9933878205304212	0.0660118727249514		-0.1083672018206565
TMEM163	0.1406218780912994	-0.3435935927681406			0.9959676506724502	-0.0503762713047919	0.3080477338170652	-0.3123127999027115		-0.0478047308761429						
RPL38	0.1406218780912994	0.1544055031074762	0.8976036680120678	0.0278529016141213	0.5853599526960165	-0.188155289312963	0.3286864334124328	0.0637527008849776	0.9995177788980228	0.0968282863191367	0.8117341375701221	-0.0465764076887573	0.9933878205304212	-0.1661968884873701	0.8946388748164849	0.0128644923368952
