Proteomics,Lscc_P_Value,Lscc_Median
MRPL35,0.9998477192481203,0.12310000000000004
MRPL37,0.9998477192481203,0.19505
MRPL38,0.9998477192481203,0.07295000000000001
MRPL39,0.9998477192481203,0.03870000000000007
MRPL4,0.9998477192481203,0.27025
MRPL40,0.9998477192481203,0.2036
MRPL41,0.9998477192481203,0.1639
MRPL53,0.9998477192481203,-0.11414999999999997
MRPL42,0.9998477192481203,-0.2123
MRPL44,0.9998477192481203,-0.03254999999999997
MRPL45,0.9998477192481203,-0.08105000000000001
MRPL46,0.9998477192481203,-0.24385
MRPL47,0.9998477192481203,-0.11904999999999999
MRPL48,0.9998477192481203,-0.3114
MRPL49,0.9998477192481203,0.07645000000000002
MRPL50,0.9998477192481203,-0.05449999999999999
MRPL51,0.9998477192481203,0.187
MRPL43,0.9998477192481203,-0.23170000000000002
MTMR12,0.9998477192481203,-0.14859999999999995
MTMR14,0.9998477192481203,0.05664999999999998
MTMR2,0.9998477192481203,-0.039549999999999974
MYOM1,0.9998477192481203,0.04634999999999989
MYOM3,0.9998477192481203,-0.2641
MYORG,0.9998477192481203,-0.90335
MYOZ1,0.9998477192481203,0.2697999999999996
MYSM1,0.9998477192481203,0.08990000000000001
MYT1L,0.9998477192481203,0.6239000000000001
MYZAP,0.9998477192481203,-0.5621
MZB1,0.9998477192481203,0.43584999999999996
MZT1,0.9998477192481203,0.32615000000000005
MZT2A,0.9998477192481203,-0.2255
MZT2B,0.9998477192481203,0.1745
N4BP1,0.9998477192481203,-0.38125
N4BP2,0.9998477192481203,0.14295
N4BP2L2,0.9998477192481203,-0.15369999999999995
N4BP3,0.9998477192481203,-0.058050000000000046
N6AMT1,0.9998477192481203,-0.1936
NAA10,0.9998477192481203,0.20384999999999998
MYOC,0.9998477192481203,-0.1382000000000001
MYO9B,0.9998477192481203,-0.004049999999999998
MYO9A,0.9998477192481203,0.09575
MYO6,0.9998477192481203,0.27080000000000004
MYO15A,0.9998477192481203,-0.34119999999999995
MYO15B,0.9998477192481203,0.20405000000000006
MYO18A,0.9998477192481203,-0.6993
MYO18A_isoform_1,0.9998477192481203,-0.1235
MYO18B,0.9998477192481203,-0.36960000000000004
MYO19,0.9998477192481203,0.44615
MYO1A,0.9998477192481203,-0.22085000000000002
MYO1C,0.9998477192481203,-0.05579999999999963
NAA15,0.9998477192481203,0.014499999999999957
MYO1C_isoform_1,0.9998477192481203,-0.5272999999999999
MYO1E,0.9998477192481203,-0.19680000000000003
MYO1F,0.9998477192481203,-0.12704999999999997
MYO1G,0.9998477192481203,0.3478
MYO1H,0.9998477192481203,0.32000000000000006
MYO3B,0.9998477192481203,-0.587
MYO5A,0.9998477192481203,-0.2172
MYO5B,0.9998477192481203,0.3313499999999999
MYO5C,0.9998477192481203,0.24644999999999984
MYO1D,0.9998477192481203,-0.37360000000000004
NAA16,0.9998477192481203,-0.17279999999999998
NAA20,0.9998477192481203,0.02240000000000003
NAA25,0.9998477192481203,0.0921999999999999
NAGPA,0.9998477192481203,0.012299999999999991
NAIP,0.9998477192481203,-0.29710000000000003
NAMPT,0.9998477192481203,0.266
NANP,0.9998477192481203,-0.1966
NANS,0.9998477192481203,-0.0479
NAP1L1,0.9998477192481203,0.12655
NAP1L4,0.9998477192481203,0.15759999999999996
NAP1L5,0.9998477192481203,-0.5148
NAGK,0.9998477192481203,0.12050000000000002
NAPA,0.9998477192481203,0.1492
NAPEPLD,0.9998477192481203,0.19289999999999996
NAPG,0.9998477192481203,-0.04680000000000001
NAPRT,0.9998477192481203,-0.1377
NAPSA,0.9998477192481203,-0.16240000000000077
NARF,0.9998477192481203,0.15519999999999995
NARS2,0.9998477192481203,-0.18225
NASP,0.9998477192481203,-0.2203
NAT1,0.9998477192481203,0.1807
NAPB,0.9998477192481203,-0.09909999999999997
MYO10,0.9998477192481203,-0.3917
NAGA,0.9998477192481203,-0.04825
NADSYN1,0.9998477192481203,-0.33125000000000004
NAA30,0.9998477192481203,0.001799999999999996
NAA35,0.9998477192481203,0.015199999999999991
NAA38,0.9998477192481203,0.08595000000000003
NAA40,0.9998477192481203,-0.14475000000000005
NAA50,0.9998477192481203,0.16945
NAA80,0.9998477192481203,0.07019999999999998
NAAA,0.9998477192481203,-0.6675500000000001
NAALADL2,0.9998477192481203,-0.22390000000000004
NAE1,0.9998477192481203,0.0815
NAB1,0.9998477192481203,-0.042899999999999994
NABP1,0.9998477192481203,-0.060699999999999976
NACA,0.9998477192481203,0.12044999999999995
NACAD,0.9998477192481203,-0.5557
NACC1,0.9998477192481203,0.08325
NACC2,0.9998477192481203,0.09829999999999994
NADK,0.9998477192481203,0.012299999999999991
NADK_isoform_1,0.9998477192481203,-0.011549999999999977
NADK2,0.9998477192481203,0.030849999999999995
NAB2,0.9998477192481203,-0.2625
MYLPF,0.9998477192481203,-0.018400000000000194
MYLK4,0.9998477192481203,-0.5093500000000001
MYLK3,0.9998477192481203,-0.34275
MUC13,0.9998477192481203,-1.4525
MUC16,0.9998477192481203,0.11924999999999986
MUC19,0.9998477192481203,1.01615
MUC2,0.9998477192481203,-0.5655999999999999
MUC4,0.9998477192481203,-0.7364999999999999
MUC5AC,0.9998477192481203,-0.9893000000000001
MUC5B,0.9998477192481203,0.15969999999999995
MUM1,0.9998477192481203,-0.10604999999999999
MUC1,0.9998477192481203,0.5632000000000001
MUSK,0.9998477192481203,0.41989999999999994
MUTYH,0.9998477192481203,-0.3123
MVB12A,0.9998477192481203,0.18000000000000002
MVB12B,0.9998477192481203,0.08935000000000004
MVD,0.9998477192481203,-0.5669500000000001
MVK,0.9998477192481203,0.21534999999999993
MVP,0.9998477192481203,-0.26615
MX1,0.9998477192481203,-1.06495
MX2,0.9998477192481203,-1.09935
MUT,0.9998477192481203,0.08435000000000001
MXI1,0.9998477192481203,0.5346000000000001
MTX3,0.9998477192481203,-0.15104999999999996
MTX1,0.9998477192481203,0.26725000000000004
MTMR3,0.9998477192481203,0.03445
MTMR4,0.9998477192481203,-0.5785
MTMR6,0.9998477192481203,0.39315
MTMR8,0.9998477192481203,0.26149999999999995
MTMR9,0.9998477192481203,0.1378
MTO1,0.9998477192481203,-0.1942
MTOR,0.9998477192481203,0.049449999999999994
MTPAP,0.9998477192481203,-0.039949999999999986
MTX2,0.9998477192481203,-0.01985
MTPN,0.9998477192481203,0.037849999999999995
MTREX,0.9998477192481203,-0.03970000000000001
MTRF1,0.9998477192481203,-0.166
MTRF1L,0.9998477192481203,-0.07885000000000003
MTRR,0.9998477192481203,-0.13145
MTSS1,0.9998477192481203,0.09914999999999999
MTSS1L,0.9998477192481203,-0.29869999999999997
MTURN,0.9998477192481203,0.14575000000000005
MTUS1,0.9998477192481203,0.18710000000000004
MTR,0.9998477192481203,-0.011749999999999927
NAT14,0.9998477192481203,0.2578
MXRA5,0.9998477192481203,0.06224999999999997
MXRA7_isoform_1,0.9998477192481203,0.55575
MYH6,0.9998477192481203,-0.33665
MYH7,0.9998477192481203,-0.31609999999999994
MYH8,0.9998477192481203,0.11260000000000003
MYH9,0.9998477192481203,0.0741
MYL1,0.9998477192481203,-0.3262999999999999
MYL12A,0.9998477192481203,0.39749999999999996
MYL12B,0.9998477192481203,0.11655000000000004
MYL2,0.9998477192481203,0.27849999999999997
MYH4,0.9998477192481203,0.1676
MYL3,0.9998477192481203,-0.2746999999999997
MYL6,0.9998477192481203,0.21175
MYL6_isoform_1,0.9998477192481203,-0.09259999999999999
MYL6B,0.9998477192481203,-0.031000000000000028
MYL9,0.9998477192481203,0.8507500000000001
MYLK,0.9998477192481203,-0.0602999999999998
MYLK_isoform_1,0.9998477192481203,0.1766000000000001
MYLK_isoform_2,0.9998477192481203,-0.07509999999999994
MYLK2,0.9998477192481203,-0.74905
MYL4,0.9998477192481203,0.33650000000000024
MXRA7,0.9998477192481203,0.29610000000000003
MYH15,0.9998477192481203,-0.0669
MYH13,0.9998477192481203,-0.38705
MXRA8,0.9998477192481203,0.10804999999999998
MYADM,0.9998477192481203,-0.16025000000000011
MYB,0.9998477192481203,-0.018000000000000238
MYBBP1A,0.9998477192481203,-0.2831
MYBL2,0.9998477192481203,-0.14380000000000004
MYBPC1,0.9998477192481203,-0.5610999999999999
MYC,0.9998477192481203,0.11145
MYCBP,0.9998477192481203,-0.18914999999999998
MYH14,0.9998477192481203,0.2015
MYCBP2,0.9998477192481203,0.07729999999999998
MYD88,0.9998477192481203,-0.15655
MYDGF,0.9998477192481203,0.22655000000000003
MYEF2,0.9998477192481203,-0.1645000000000001
MYEF2_isoform_1,0.9998477192481203,0.33745
MYH1,0.9998477192481203,-0.3511000000000002
MYH10,0.9998477192481203,0.13970000000000016
MYH10_isoform_1,0.9998477192481203,0.3225
MYH11_isoform_1,0.9998477192481203,0.22555000000000014
MYCT1,0.9998477192481203,-0.23565000000000014
NTHL1,0.9998477192481203,-0.447
NTM,0.9998477192481203,0.2957000000000001
NTMT1,0.9998477192481203,0.34065
PGLYRP2,0.9998477192481203,0.18405000000000005
PGM1,0.9998477192481203,0.2790500000000001
PGM2,0.9998477192481203,0.08465
PGM2L1,0.9998477192481203,-0.44645
PGM3,0.9998477192481203,0.05085000000000006
PGM5,0.9998477192481203,0.18664999999999976
PGP,0.9998477192481203,0.04335000000000001
PGPEP1,0.9998477192481203,0.3923
PGRMC1,0.9998477192481203,0.21055000000000001
PGRMC2,0.9998477192481203,0.09679999999999998
PGS1,0.9998477192481203,0.1175
PHACTR1,0.9998477192481203,0.37195
PHACTR2,0.9998477192481203,-0.17505000000000004
PHACTR4,0.9998477192481203,-0.043649999999999994
PHAX,0.9998477192481203,0.02864999999999998
PHB,0.9998477192481203,0.09149999999999998
PHB2,0.9998477192481203,0.02504999999999999
PGLYRP1,0.9998477192481203,-0.3658499999999999
PGLS,0.9998477192481203,0.1875
PGK2,0.9998477192481203,0.0116
PGK1,0.9998477192481203,-0.05624999999999997
PFDN6,0.9998477192481203,0.023399999999999976
PFKFB2,0.9998477192481203,0.23535000000000003
PFKFB3,0.9998477192481203,0.22480000000000003
PFKFB4,0.9998477192481203,0.22875
PFKL,0.9998477192481203,-0.10060000000000001
PFKM,0.9998477192481203,0.03989999999999999
PFKP,0.9998477192481203,0.12425
PFN1,0.9998477192481203,0.0125
PHC1,0.9998477192481203,0.2117
PFN2,0.9998477192481203,0.11264999999999997
PGAM2,0.9998477192481203,-0.023100000000000342
PGAM5,0.9998477192481203,0.08889999999999998
PGAP1,0.9998477192481203,0.07904999999999998
PGBD2,0.9998477192481203,-0.2759
PGC,0.9998477192481203,0.5454999999999997
PGD,0.9998477192481203,0.5625
PGGHG,0.9998477192481203,-0.13979999999999998
PGGT1B,0.9998477192481203,0.01185
PFN2_isoform_1,0.9998477192481203,0.4376999999999999
PHC2,0.9998477192481203,-0.26949999999999996
PHC3,0.9998477192481203,0.24805
PHETA1,0.9998477192481203,0.07765
PHLDA2,0.9998477192481203,-0.1493
PHLDB1,0.9998477192481203,-0.21879999999999988
PHLDB2,0.9998477192481203,1.3793
PHLDB2_isoform_1,0.9998477192481203,0.12605
PHLDB3,0.9998477192481203,0.41759999999999997
PHLPP1,0.9998477192481203,0.0006000000000000172
PHLPP2,0.9998477192481203,-0.36569999999999997
PHOSPHO1,0.9998477192481203,-1.4056000000000002
PHLDA1,0.9998477192481203,-0.24255
PHOX2B,0.9998477192481203,-0.47830000000000006
PHRF1,0.9998477192481203,0.11929999999999998
PHYH,0.9998477192481203,-0.10885
PHYHD1,0.9998477192481203,0.15189999999999992
PHYKPL,0.9998477192481203,-0.10655000000000003
PI15,0.9998477192481203,0.42989999999999995
PI16,0.9998477192481203,-0.062100000000000044
PI3,0.9998477192481203,-0.07300000000000018
PI4K2B,0.9998477192481203,0.156
PHPT1,0.9998477192481203,0.05049999999999999
PFDN5,0.9998477192481203,-0.01824999999999999
PHKG2,0.9998477192481203,-0.25689999999999996
PHKA2,0.9998477192481203,-0.008849999999999997
PHETA2,0.9998477192481203,-0.5852
PHF1,0.9998477192481203,-0.18405000000000005
PHF1_isoform_1,0.9998477192481203,-0.2646
PHF10,0.9998477192481203,-0.09004999999999999
PHF12,0.9998477192481203,-0.19125
PHF14,0.9998477192481203,0.01605000000000001
PHF2,0.9998477192481203,-0.17765
PHF20,0.9998477192481203,-0.4121
PHKB,0.9998477192481203,-0.17075
PHF20L1,0.9998477192481203,0.12804999999999994
PHF21B,0.9998477192481203,-0.032
PHF23,0.9998477192481203,0.005700000000000011
PHF3,0.9998477192481203,-0.2599
PHF5A,0.9998477192481203,0.06319999999999998
PHF6,0.9998477192481203,-0.39674999999999994
PHGDH,0.9998477192481203,0.25235
PHIP,0.9998477192481203,-0.21945
PHKA1,0.9998477192481203,0.027950000000000003
PHF21A,0.9998477192481203,0.11880000000000004
PI4KA,0.9998477192481203,-0.013250000000000012
PFDN4,0.9998477192481203,-0.017600000000000005
PFDN1,0.9998477192481203,-0.09344999999999998
PDK2,0.9998477192481203,-0.2839500000000001
PDK3,0.9998477192481203,0.16665000000000002
PDK4,0.9998477192481203,0.08539999999999992
PDLIM2,0.9998477192481203,-0.19004999999999983
PDLIM3,0.9998477192481203,0.80975
PDLIM4,0.9998477192481203,-0.5874
PDLIM5,0.9998477192481203,0.4902999999999995
PDLIM5_isoform_1,0.9998477192481203,0.1233
PDLIM7,0.9998477192481203,0.1198999999999999
PDLIM7_isoform_1,0.9998477192481203,0.4252499999999999
PDP1,0.9998477192481203,-0.18485
PDPK1,0.9998477192481203,0.016649999999999998
PDPR,0.9998477192481203,-0.50755
PDRG1,0.9998477192481203,0.017699999999999938
PDS5A,0.9998477192481203,-0.13479999999999998
PDS5B,0.9998477192481203,-0.16435
PDSS2,0.9998477192481203,-0.3254
PDK1,0.9998477192481203,-0.04074999999999995
PDILT,0.9998477192481203,-0.43875
PDIA6,0.9998477192481203,-0.18930000000000002
PDIA5,0.9998477192481203,0.15065
PDE4DIP,0.9998477192481203,-0.027100000000000013
PDE4DIP_isoform_1,0.9998477192481203,-0.13890000000000002
PDE5A,0.9998477192481203,-0.18730000000000024
PDE6C,0.9998477192481203,-0.23860000000000003
PDE6D,0.9998477192481203,-0.07685
PDE7A,0.9998477192481203,-0.12049999999999994
PDE8A,0.9998477192481203,0.044399999999999995
PDF,0.9998477192481203,-0.03984999999999997
PDXDC1,0.9998477192481203,0.06600000000000003
PDGFC,0.9998477192481203,0.3004
PDGFRB,0.9998477192481203,0.51555
PDGFRB_isoform_1,0.9998477192481203,0.0014999999999999458
PDGFRL,0.9998477192481203,0.1656
PDHA1,0.9998477192481203,-0.0752
PDHB,0.9998477192481203,0.03965000000000002
PDHX,0.9998477192481203,-0.23325
PDIA3,0.9998477192481203,0.17795000000000005
PDIA4,0.9998477192481203,0.06174999999999997
PDGFRA,0.9998477192481203,-0.17254999999999998
PDXK,0.9998477192481203,0.346
PDXK_isoform_1,0.9998477192481203,0.19855
PDXP,0.9998477192481203,0.10630000000000006
PET117,0.9998477192481203,0.7872
PEX1,0.9998477192481203,-0.15735
PEX10,0.9998477192481203,-0.050100000000000006
PEX11B,0.9998477192481203,0.4516499999999999
PEX12,0.9998477192481203,0.09790000000000001
PEX13,0.9998477192481203,0.05965
PEX14,0.9998477192481203,-0.10915
PEX19,0.9998477192481203,-0.1634
PET100,0.9998477192481203,-0.34505
PEX2,0.9998477192481203,-0.33535000000000004
PEX3,0.9998477192481203,-0.00789999999999999
PEX5,0.9998477192481203,0.147
PEX5_isoform_1,0.9998477192481203,0.4974
PEX6,0.9998477192481203,-0.20415
PEX7,0.9998477192481203,-0.22719999999999999
PF4,0.9998477192481203,-0.20040000000000013
PF4V1,0.9998477192481203,-0.009750000000000036
PFAS,0.9998477192481203,-0.09714999999999999
PEX26,0.9998477192481203,-0.3036
PFDN2,0.9998477192481203,0.052549999999999986
PES1,0.9998477192481203,0.08190000000000008
PER2,0.9998477192481203,-0.29235
PDZD11,0.9998477192481203,-0.1714
PDZD2,0.9998477192481203,-0.05295000000000005
PDZRN3,0.9998477192481203,0.22660000000000002
PEA15,0.9998477192481203,0.20920000000000005
PEAK1,0.9998477192481203,-0.08089999999999997
PEAR1,0.9998477192481203,0.033050000000000024
PEBP1,0.9998477192481203,-0.016899999999999915
PEBP4,0.9998477192481203,-0.06800000000000006
PER3,0.9998477192481203,-0.09155000000000002
PECAM1,0.9998477192481203,0.1726000000000001
PEF1,0.9998477192481203,-0.24265
PEG10,0.9998477192481203,0.24534999999999996
PELI1,0.9998477192481203,0.12905
PELI2,0.9998477192481203,0.24309999999999993
PELO,0.9998477192481203,-0.11135
PELP1,0.9998477192481203,-0.19745
PEPD,0.9998477192481203,0.09095
PER1,0.9998477192481203,0.35629999999999995
PECR,0.9998477192481203,0.2924500000000001
PI4KB,0.9998477192481203,-0.008300000000000002
PIAS1,0.9998477192481203,0.0223
PIAS3,0.9998477192481203,-0.16160000000000002
PLCH1,0.9998477192481203,-0.006800000000000028
PLCH2,0.9998477192481203,-0.435
PLCL1,0.9998477192481203,-0.28769999999999984
PLCL2,0.9998477192481203,-0.06340000000000001
PLCXD3,0.9998477192481203,0.25760000000000005
PLD1,0.9998477192481203,-0.04985
PLD2,0.9998477192481203,-0.39854999999999996
PLD3,0.9998477192481203,0.24539999999999995
PLD4,0.9998477192481203,-0.3188
PLEC,0.9998477192481203,-0.09729999999999994
PLEC_isoform_1,0.9998477192481203,-0.3045500000000003
PLEC_isoform_2,0.9998477192481203,-0.33045
PLEC_isoform_3,0.9998477192481203,-0.2669
PLEC_isoform_4,0.9998477192481203,-0.5429999999999999
PLEK,0.9998477192481203,0.45830000000000004
PLEK2,0.9998477192481203,-0.012599999999999986
PLEKHA1,0.9998477192481203,-0.11429999999999998
PLCG2,0.9998477192481203,0.32525000000000004
PLCG1,0.9998477192481203,0.10510000000000003
PLCD1_isoform_1,0.9998477192481203,-0.3219999999999996
PLCD1,0.9998477192481203,-0.3325999999999998
PLA2G2D,0.9998477192481203,0.05920000000000003
PLA2G4A,0.9998477192481203,0.5499
PLA2G4C,0.9998477192481203,0.04409999999999997
PLA2G4F,0.9998477192481203,0.23245000000000005
PLA2G6,0.9998477192481203,0.2288
PLA2G7,0.9998477192481203,0.04755000000000004
PLA2R1,0.9998477192481203,-0.6012500000000001
PLAC9,0.9998477192481203,-0.25609999999999955
PLEKHA2,0.9998477192481203,-0.00040000000000001146
PLAGL2,0.9998477192481203,-0.47659999999999997
PLAU,0.9998477192481203,-0.6706500000000001
PLAUR,0.9998477192481203,0.05050000000000002
PLBD1,0.9998477192481203,-0.5098999999999999
PLBD2,0.9998477192481203,-0.38339999999999996
PLCB1,0.9998477192481203,-0.18090000000000006
PLCB2,0.9998477192481203,-0.32644999999999996
PLCB3,0.9998477192481203,-0.2729
PLCB4,0.9998477192481203,0.4033
PLAT,0.9998477192481203,-0.4517500000000001
PLEKHA3,0.9998477192481203,0.0025499999999999967
PLEKHA4,0.9998477192481203,-0.009649999999999992
PLEKHA5,0.9998477192481203,-0.30425
PLIN2,0.9998477192481203,1.17985
PLIN3,0.9998477192481203,0.23379999999999998
PLIN3_isoform_1,0.9998477192481203,0.20750000000000002
PLIN4,0.9998477192481203,-0.0995499999999998
PLK1,0.9998477192481203,-0.27549999999999997
PLLP,0.9998477192481203,-0.012399999999999967
PLOD1,0.9998477192481203,0.03080000000000005
PLOD2,0.9998477192481203,-0.5424500000000001
PLIN1,0.9998477192481203,0.1860999999999997
PLOD2_isoform_1,0.9998477192481203,-0.11555000000000004
PLP2,0.9998477192481203,-0.011349999999999999
PLPBP,0.9998477192481203,0.09100000000000003
PLPBP_isoform_1,0.9998477192481203,-0.35829999999999995
PLPP2,0.9998477192481203,0.20940000000000003
PLPP3,0.9998477192481203,0.10880000000000001
PLRG1,0.9998477192481203,-0.08695000000000003
PLS1,0.9998477192481203,-0.22345000000000004
PLS3,0.9998477192481203,-0.5255
PLOD3,0.9998477192481203,0.62415
PLA2G2A,0.9998477192481203,-0.2889999999999997
PLGRKT,0.9998477192481203,0.1618
PLEKHS1_isoform_1,0.9998477192481203,-0.6295999999999999
PLEKHA6,0.9998477192481203,-0.40754999999999986
PLEKHA7,0.9998477192481203,0.19320000000000004
PLEKHA8,0.9998477192481203,-0.013349999999999973
PLEKHB2,0.9998477192481203,-0.10734999999999997
PLEKHF1,0.9998477192481203,-0.13870000000000005
PLEKHF2,0.9998477192481203,-0.12
PLEKHG1,0.9998477192481203,0.09375000000000001
PLEKHG2,0.9998477192481203,-0.00764999999999999
PLG,0.9998477192481203,-0.07169999999999987
PLEKHG3,0.9998477192481203,0.31805
PLEKHG4B,0.9998477192481203,0.19829999999999998
PLEKHG5,0.9998477192481203,-0.18825000000000003
PLEKHH2,0.9998477192481203,-0.4701500000000005
PLEKHM1,0.9998477192481203,-0.08305
PLEKHM2,0.9998477192481203,-0.06175
PLEKHO1,0.9998477192481203,0.18469999999999998
PLEKHO2,0.9998477192481203,-0.08344999999999997
PLEKHS1,0.9998477192481203,-1.6623000000000003
PLEKHG4,0.9998477192481203,0.12290000000000004
PLA2G16,0.9998477192481203,-0.2658499999999999
PLA2G15,0.9998477192481203,0.0039000000000000146
PLA2G12A,0.9998477192481203,0.17134999999999997
PIK3AP1,0.9998477192481203,0.003599999999999992
PIK3C2A,0.9998477192481203,0.04300000000000001
PIK3C2B,0.9998477192481203,0.09514999999999996
PIK3C3,0.9998477192481203,0.24605
PIK3CB,0.9998477192481203,0.0046
PIK3CD,0.9998477192481203,-0.11224999999999999
PIK3CG,0.9998477192481203,0.02304999999999996
PIK3IP1,0.9998477192481203,-0.41509999999999997
PIH1D1,0.9998477192481203,0.1285
PIK3R1,0.9998477192481203,-0.09025
PIK3R4,0.9998477192481203,-0.004949999999999996
PIK3R5,0.9998477192481203,0.3964
PIK3R6,0.9998477192481203,-0.0469
PIKFYVE,0.9998477192481203,0.0672
PILRA,0.9998477192481203,0.3429
PIMREG,0.9998477192481203,0.2157
PIN1,0.9998477192481203,0.08349999999999999
PIN4,0.9998477192481203,-0.48800000000000004
RRP1B,0.9998477192481203,0.10505000000000003
PINX1,0.9998477192481203,0.12319999999999998
PIGX,0.9998477192481203,0.39335
PIGT,0.9998477192481203,-0.08604999999999996
PIAS4,0.9998477192481203,0.2686
PIBF1,0.9998477192481203,-0.08450000000000002
PICALM,0.9998477192481203,0.01655000000000001
PICK1,0.9998477192481203,0.24279999999999996
PID1,0.9998477192481203,0.29515000000000025
PIEZO1,0.9998477192481203,-0.46824999999999994
PIEZO2,0.9998477192481203,-0.04505000000000001
PIGA,0.9998477192481203,0.029200000000000004
PIGU,0.9998477192481203,-0.0862
PIGB,0.9998477192481203,-0.31235
PIGG,0.9998477192481203,-0.4104
PIGH,0.9998477192481203,0.148
PIGK,0.9998477192481203,0.10669999999999996
PIGN,0.9998477192481203,0.22060000000000002
PIGO,0.9998477192481203,0.30665
PIGQ,0.9998477192481203,0.03210000000000002
PIGR,0.9998477192481203,-0.6767500000000002
PIGS,0.9998477192481203,0.05669999999999997
PIGBOS1,0.9998477192481203,-0.1612
PDE4D,0.9998477192481203,-0.02895000000000003
PIP,0.9998477192481203,0.19594999999999985
PIP4K2B,0.9998477192481203,0.051449999999999996
PKD2,0.9998477192481203,0.21815
PKDREJ,0.9998477192481203,-0.0015999999999999348
PKHD1L1,0.9998477192481203,-0.3338000000000001
PKIA,0.9998477192481203,0.1865000000000001
PKIB,0.9998477192481203,-0.47104999999999997
PKIG,0.9998477192481203,0.006249999999999867
PKLR,0.9998477192481203,0.40149999999999997
PKM,0.9998477192481203,0.08340000000000003
PKD1L3,0.9998477192481203,-0.3093
PKM_isoform_1,0.9998477192481203,0.06514999999999993
PKN3,0.9998477192481203,-0.31215000000000004
PKNOX1,0.9998477192481203,0.014899999999999997
PKP1,0.9998477192481203,0.21499999999999997
PKP2,0.9998477192481203,0.26354999999999995
PKP2_isoform_1,0.9998477192481203,0.1532
PKP3,0.9998477192481203,-0.16780000000000006
PKP4,0.9998477192481203,-0.15575
PLA1A,0.9998477192481203,-0.06015000000000004
PKMYT1,0.9998477192481203,-0.6176
PIP4K2A,0.9998477192481203,0.24750000000000005
PKD1,0.9998477192481203,-0.0238
PJA1,0.9998477192481203,-0.21935
PIP4K2C,0.9998477192481203,-0.034150000000000014
PIP4P1,0.9998477192481203,-0.4145
PIP4P2,0.9998477192481203,-0.27090000000000003
PIP5K1A,0.9998477192481203,-0.12015
PIP5K1C,0.9998477192481203,0.047900000000000026
PIPOX,0.9998477192481203,0.1642
PIR,0.9998477192481203,-0.2985
PISD,0.9998477192481203,-0.45975
PJA2,0.9998477192481203,0.0766
PITHD1,0.9998477192481203,0.13785000000000003
PITPNB,0.9998477192481203,0.07019999999999998
PITPNC1,0.9998477192481203,0.028450000000000003
PITPNM1,0.9998477192481203,-0.37634999999999996
PITPNM2,0.9998477192481203,-0.24015000000000009
PITPNM3,0.9998477192481203,0.008300000000000002
PITRM1,0.9998477192481203,0.17504999999999998
PITX1,0.9998477192481203,0.5477000000000001
PIWIL3,0.9998477192481203,-0.26715
PITPNA,0.9998477192481203,-0.08995
PDE4A,0.9998477192481203,-0.16474999999999995
PDE3B,0.9998477192481203,0.19879999999999998
PDE3A,0.9998477192481203,-0.22249999999999992
OPA1,0.9998477192481203,0.09290000000000004
OPA3,0.9998477192481203,-0.6489
OPCML,0.9998477192481203,0.5975
OPHN1,0.9998477192481203,-0.08975000000000022
OPLAH,0.9998477192481203,-0.7113499999999999
OPTN,0.9998477192481203,-0.11484999999999998
OR1M1,0.9998477192481203,0.07704999999999995
OR4K3,0.9998477192481203,-0.23750000000000004
ORAI1,0.9998477192481203,-0.14269999999999994
ORC1,0.9998477192481203,-0.06770000000000001
ORC2,0.9998477192481203,0.18019999999999994
ORC3,0.9998477192481203,0.2182
ORC4,0.9998477192481203,0.11325000000000002
ORC5,0.9998477192481203,0.3025
ORC6,0.9998477192481203,0.15149999999999997
ORM1,0.9998477192481203,0.28935
ORM2,0.9998477192481203,-0.3460000000000001
OMD,0.9998477192481203,-0.7349000000000001
OMA1,0.9998477192481203,-0.22844999999999996
OLR1,0.9998477192481203,0.23630000000000018
OLFML3,0.9998477192481203,-0.5217499999999999
ODF2L,0.9998477192481203,-0.03870000000000007
ODF3B,0.9998477192481203,0.12605
ODR4,0.9998477192481203,-0.0196
OFD1,0.9998477192481203,-0.18285
OGDH,0.9998477192481203,0.059199999999999975
OGFOD1,0.9998477192481203,-0.2581
OGFOD2,0.9998477192481203,0.043550000000000005
OGFOD3,0.9998477192481203,0.15234999999999999
ORMDL1,0.9998477192481203,-0.05249999999999999
OGFR,0.9998477192481203,-0.2041
OGN,0.9998477192481203,-0.48770000000000024
OGT,0.9998477192481203,0.004850000000000021
OLA1,0.9998477192481203,-0.007750000000000007
OLA1_isoform_1,0.9998477192481203,0.30874999999999997
OLFM1,0.9998477192481203,-0.35039999999999993
OLFM4,0.9998477192481203,-0.42059999999999986
OLFML2A,0.9998477192481203,-0.4380999999999999
OLFML2B,0.9998477192481203,-0.36824999999999997
OGFRL1,0.9998477192481203,-0.29410000000000003
ORMDL3,0.9998477192481203,0.11745000000000003
OS9,0.9998477192481203,0.15044999999999997
OSBP,0.9998477192481203,0.009999999999999953
OTUB1,0.9998477192481203,0.3144
OTUD3,0.9998477192481203,-0.25375
OTUD4,0.9998477192481203,0.04715000000000001
OTUD5,0.9998477192481203,-0.3187
OTUD6B,0.9998477192481203,-0.019600000000000006
OTUD7B,0.9998477192481203,-0.128
OTULIN,0.9998477192481203,0.23079999999999995
OTULINL,0.9998477192481203,-0.029100000000000126
OTOF,0.9998477192481203,0.21505000000000002
OVCA2,0.9998477192481203,0.1127
OXCT1,0.9998477192481203,0.024250000000000008
OXLD1,0.9998477192481203,0.36540000000000006
