Proteomics,Brca_P_Value,Brca_Median
ARHGAP17_isoform_1,0.49598445664122126,-0.6646
SELP,0.49598445664122126,-0.6072500000000001
NKIRAS1,0.49598445664122126,-0.22724999999999998
BRCC3,0.4967672851344543,-0.20725000000000005
PRTFDC1,0.4986723993005703,0.5831500000000001
PTS,0.49875518998069374,0.83515
CBX7,0.49875518998069374,-0.7745500000000001
ATRN,0.49875518998069374,-0.5314000000000001
TMEM184B,0.4993302956931244,-0.6898000000000001
ANKRD54,0.4993302956931244,0.4732
GORASP2,0.4993594722461755,0.20505
UTP15,0.4999152335374324,0.30635
AAR2,0.4999152335374324,0.22680000000000003
ARFGEF2,0.501487669165369,0.44575
ORAOV1,0.501497334372364,0.7722000000000001
FAM169A,0.501497334372364,-0.8962
TRMT6,0.501497334372364,0.46725
DSCR3,0.5038377317543391,-0.24605000000000005
SRGAP3,0.5038377317543391,-0.18119999999999992
HMGCR,0.5038377317543391,-0.5791999999999999
COPS4,0.5038377317543391,-0.2547999999999999
ANXA3,0.5038377317543391,1.21865
SMPD3,0.5038377317543391,-1.0260000000000002
ACACB,0.5038377317543391,-0.41935
GRB2,0.5038377317543391,-0.3147
DCUN1D5,0.5038377317543391,0.5452
STC2,0.5038377317543391,-0.9708499999999995
COMMD3-BMI1,0.5038377317543391,-0.23725000000000002
FABP3,0.5054062478739091,0.72125
MSX2,0.5054062478739091,-1.1475
WDR12,0.5054062478739091,0.41305000000000003
HSPE1,0.5054062478739091,0.9234
ASS1,0.5054062478739091,1.2426
F10,0.5054062478739091,-0.6208
RPN1,0.5054062478739091,0.3771
ASH1L,0.5054062478739091,-0.1642
SHROOM1,0.5054062478739091,-0.26449999999999996
C4BPA,0.5054062478739091,-0.45320000000000005
LRRN3,0.5054062478739091,1.0836000000000001
PHF12,0.5054062478739091,-0.33995
AP2A2_isoform_1,0.5054062478739091,0.6106499999999999
GPX8,0.5054062478739091,0.5218
CTSW,0.5054062478739091,-0.9328000000000001
MAP9,0.5054062478739091,-0.2614
EIF4EBP3,0.5054062478739091,-0.95
PRMT3,0.5054062478739091,0.2759
DNALI1,0.5054062478739091,-1.0671499999999998
C9,0.5054062478739091,-0.6593
TDRD15,0.5054062478739091,-1.41665
CBS,0.5054062478739091,1.1694
YKT6,0.5054062478739091,0.41090000000000004
DNAJC10,0.5054062478739091,0.5697000000000001
CIRBP,0.5054062478739091,-0.3911
OBSCN,0.5054062478739091,-0.38425
PLCH1,0.5054062478739091,0.9669
SERPINH1,0.5054062478739091,0.617
EFHD1,0.5054062478739091,1.2677500000000002
GLG1,0.5054062478739091,0.52135
IFIH1,0.5054062478739091,0.2982
ATP6V1G1,0.5054062478739091,0.3528
SUFU,0.5054062478739091,-0.3418
SIN3A,0.5055254729095807,-0.23735
LGALS3BP,0.5055254729095807,-0.43274999999999997
FMN1,0.5055254729095807,-1.1333
PFDN2,0.507163067881766,0.3351
OSBPL2,0.507163067881766,0.2312
RB1CC1,0.507163067881766,0.21255
MGEA5,0.507163067881766,-0.4848
ESYT1_isoform_1,0.507163067881766,0.38545
RHOA_isoform_1,0.507163067881766,-0.10755
ZNF652,0.507163067881766,0.02735000000000004
GNB4,0.507163067881766,0.24475000000000002
UGDH,0.5075194572421343,-1.0980500000000002
THAP4,0.507682746488594,-0.624
PCDH1,0.507682746488594,-0.7596499999999999
CCL14,0.507682746488594,-0.5259
ZNF277,0.507682746488594,0.4759
MBD1,0.507682746488594,-0.185
PLAC9,0.507682746488594,-0.69655
GPX3,0.507682746488594,-0.5082
AP1B1_isoform_1,0.5077515402613143,0.6068499999999999
CCDC130,0.5077955349444426,-0.034050000000000004
UGT8,0.5077955349444426,-0.84965
RALGPS2,0.5077955349444426,-0.727
MAN1A1,0.5089104325355494,-0.52915
ZNF385B,0.5109927005259858,-1.3463
ARHGEF3,0.5115896875884092,-0.31415
DDB2,0.5115896875884092,-0.7465
FAM184A,0.5115896875884092,0.9389
SRSF4,0.5115896875884092,-0.5165
CERCAM,0.5115896875884092,0.4114
ATXN10,0.5115896875884092,0.6682999999999999
DBI,0.5121011662028307,0.54685
SMG9,0.5121011662028307,0.14739999999999998
APOE,0.5124916410694571,-0.22385000000000002
GATB,0.5131210900261018,0.5235
DUSP11,0.5131210900261018,0.48125
NFXL1,0.5131210900261018,0.4399000000000001
HSPA12A,0.5133897263993987,-0.03985000000000005
B9D1,0.5133897263993987,-0.60595
SERPINC1,0.5133897263993987,-0.70765
FHOD1,0.5136474803791367,0.23185
KLHDC7A,0.5136474803791367,-0.3487
CTBS,0.5136474803791367,-0.3996
GALNT1,0.5136474803791367,0.3332
NAA50,0.5136474803791367,0.3119
PANK1,0.5136474803791367,-0.8656
PML,0.5136474803791367,0.004250000000000004
THYN1,0.5136474803791367,-0.2877
EPRS,0.5136474803791367,0.21485
DHX57,0.5136474803791367,0.24845
ITIH4,0.5136474803791367,-0.8150499999999999
ALOX12B,0.5140058596788902,0.7509999999999999
P4HA2,0.5141168583070074,0.79565
RASGRP2,0.5141168583070074,-0.31275
ITGB6,0.5141168583070074,1.3170000000000002
CFI,0.5141168583070074,-0.66825
SPDEF,0.5143157287159974,-0.5352
HSDL1,0.5146729843480568,0.8958999999999999
BRWD1,0.5146729843480568,-0.36224999999999996
RNF146,0.5146729843480568,0.30734999999999996
FMNL2,0.5146729843480568,0.5298499999999999
FASTKD1,0.5146729843480568,-0.21695000000000003
INF2,0.5146729843480568,0.5257999999999999
ADGB,0.5146729843480568,-0.8376
MRPL18,0.5165052253484586,0.5886
COL15A1,0.5165052253484586,-0.6531499999999999
RTTN,0.5165052253484586,-0.74995
TP53,0.5165052253484586,0.11100000000000021
EPC2,0.5165052253484586,-0.5648
HNRNPD,0.5165052253484586,-0.60095
MMRN1,0.5168420236520838,-0.34695
HMGN1,0.5168420236520838,-0.58945
TNKS,0.5183380331747833,-0.4435
ZMAT3,0.5183380331747833,-0.5592
TPD52L1,0.5183380331747833,0.9252499999999999
MED22,0.5183380331747833,-0.29645
TNXB,0.5183380331747833,-0.43835
EDF1,0.5183380331747833,-1.7011500000000002
BNIP1,0.5183380331747833,0.6576500000000001
DDX56,0.5183380331747833,0.542
CBX5,0.5183380331747833,-0.03075
PDDC1,0.5183380331747833,-0.4432
C11orf31,0.5183380331747833,-0.29675
CACTIN,0.5183380331747833,0.23705
FGFR1OP2,0.5183380331747833,-0.24405000000000002
FAM129A,0.5183380331747833,-0.7225
SSC5D,0.5183380331747833,-1.13755
STC1,0.5183380331747833,-0.99295
FBXL6,0.5183380331747833,-0.54965
YBX1,0.5183380331747833,0.50215
MAFG,0.5183380331747833,-0.21985000000000002
RPS26,0.5183380331747833,0.26485000000000003
TAF8,0.5188727476423665,-0.3641
POLG2,0.5189021975349905,-0.1623
MYEF2,0.5196730249299428,-1.3972
CTSO,0.519765164348348,-0.58855
SMIM20,0.519861663571908,-0.24
NOS1AP,0.519861663571908,-0.6210000000000001
MMP13,0.519861663571908,1.2276
SBSPON,0.519861663571908,-0.12134999999999996
MCM3,0.519861663571908,0.46289999999999987
CKAP4,0.5212448275654776,0.7463
ZKSCAN1,0.5212448275654776,-0.41095000000000004
RBM34,0.5212448275654776,0.58635
ALDH6A1,0.5222612748534033,-0.5453
HSBP1,0.5223904824623139,0.40045
AP4B1,0.5223904824623139,-0.24109999999999998
ZBTB4,0.5225461658587841,-0.60415
IGF2BP1,0.5258910366607491,1.4646
GTPBP4,0.5258910366607491,0.60115
MKRN1,0.5258910366607491,-0.011349999999999992
RFESD,0.5258910366607491,-0.5221
NRIP1,0.5258910366607491,-0.7197499999999999
STAB1,0.5258910366607491,-0.3517
ATRAID,0.5258910366607491,0.41165
ZC3H18,0.5258910366607491,0.32614999999999994
DEPTOR,0.5258910366607491,-0.85975
POLA2,0.5258910366607491,0.00739999999999999
RBM28,0.5258910366607491,0.57435
MFN2,0.5258910366607491,0.28675000000000006
RPL38,0.5258910366607491,0.2569
YWHAQ,0.5258910366607491,0.22579999999999997
C11orf98,0.5258910366607491,-0.46985000000000005
SEMA3F,0.5258910366607491,-0.7556
NDUFB1,0.5258910366607491,0.64895
PARP12,0.5258910366607491,0.44455
TPT1,0.5258910366607491,0.44625
CA1,0.5258910366607491,-1.1357499999999998
MTHFD2,0.5258910366607491,0.7613999999999999
MYH9,0.5258910366607491,0.22820000000000001
SIX4,0.5258910366607491,-0.8487
PLCL1,0.5258910366607491,-0.6076499999999999
DAGLB,0.5258910366607491,0.4899
MACROD2,0.5258910366607491,-1.018
HBM,0.5270141532941953,-1.2459500000000001
SYTL4,0.5270141532941953,-0.6847
PPIP5K1,0.5270141532941953,-0.59675
IPO11,0.5272834133704407,-0.27715
FN3K,0.5289486833099192,-0.57415
RXRA,0.5290516814084093,-0.55565
F9,0.5301984080379534,-0.6014999999999999
PLEKHG3,0.5302985926529751,-0.1824
WASH1,0.5302985926529751,-0.14805
WDR75,0.5302985926529751,0.2329
STAT2,0.5303613497849753,0.25685
XPA,0.5306565879878438,-0.46975
UBL5,0.5306565879878438,0.1588
CLSTN2,0.5306565879878438,-2.3231
DNASE2,0.5306565879878438,0.45635000000000003
PDPR,0.5306565879878438,0.5496500000000001
PEBP4,0.5306565879878438,-0.9286999999999999
KRT10,0.5306565879878438,0.31410000000000027
FIGNL1,0.5308321422788204,0.47285
CDK19,0.5309027958864716,0.3359
MCM6,0.5309027958864716,0.27090000000000003
PSPH,0.5309027958864716,0.57605
HEXA,0.5316190603731265,-0.29779999999999995
ATP1B3,0.5326435224001281,0.30245
DROSHA,0.5341117629889567,0.2624
KRT6A,0.5344823383617793,1.4445500000000004
THADA,0.5344823383617793,0.35635
ZNF703,0.5344823383617793,-0.6689499999999999
ACSS1,0.5351368538499919,-0.6945999999999999
PBX1,0.5351368538499919,-0.05704999999999999
ZNF622,0.5351368538499919,0.2284
PGK2,0.5351368538499919,1.8258500000000004
TFAP2B,0.5354185309370066,-1.8557000000000001
TP53I3,0.5354895939894597,0.259
NCAPG,0.5366191497070528,0.68555
C9orf16,0.538170077977854,-0.24380000000000002
CCDC181,0.5387101335098695,0.6365999999999999
PRKCQ,0.5387101335098695,-0.77865
KEAP1,0.5387101335098695,0.5564
FAM45A,0.5387101335098695,-0.24655
PLVAP,0.5387101335098695,-0.4724
C19orf33,0.5387101335098695,-3.15805
FETUB,0.5387101335098695,-0.7625000000000001
C8A,0.538738112453717,-0.45189999999999997
ALDH1A1,0.538738112453717,-0.46129999999999993
DSC2,0.538738112453717,0.6834499999999999
LPCAT3,0.538738112453717,1.0463
COL2A1,0.538738112453717,-0.5420999999999999
ICE2,0.538738112453717,-0.21185
CCDC85C,0.5390171934402321,0.2299
HK1,0.5390171934402321,-0.47
SPATA22,0.5408728880012197,-0.9504
IFI44L,0.5409671104255197,0.6154000000000002
ARHGDIB,0.541127214310261,-0.54825
NCAM1,0.541127214310261,-0.5222
COPZ1,0.541650391129948,0.34215
C18orf21,0.541650391129948,-0.30010000000000003
PPP3CB,0.5421761917751088,-0.48774999999999996
MAFF,0.5421761917751088,0.4992
MTA3,0.5421818075741495,-0.15
MYH7B,0.5421818075741495,1.3850500000000001
RAB6B,0.5421818075741495,1.1848
MIER1,0.5421818075741495,-0.19385
CDH5,0.5421818075741495,-0.5388499999999999
ATP10A,0.5427746213671822,-0.28515
COLGALT2,0.5428979063584478,0.4868
A1BG,0.5430726249703672,-1.0044
R3HCC1,0.5430726249703672,-0.07790000000000002
CDC42BPA,0.5430726249703672,0.19315
ATP6V1E1,0.5430726249703672,0.26235
RALGAPA1,0.5430726249703672,-0.43605000000000005
RBX1,0.5430726249703672,0.15325000000000003
USP28,0.5430726249703672,0.59945
SIK3,0.5430726249703672,-0.3421
GPR180,0.5430726249703672,0.6100500000000001
COPS2,0.5430726249703672,-0.17135
ECSIT,0.5430726249703672,0.45675
KIAA1191,0.5430726249703672,-0.2877
FAM26F,0.5430726249703672,1.03255
SON_isoform_1,0.5430726249703672,0.262
AP1S3,0.5430726249703672,0.65155
CDKL5,0.5430726249703672,0.45755
SSBP2,0.5430726249703672,-0.6334
SERPINA4,0.5430726249703672,-0.82455
DIP2B,0.5430726249703672,0.5605
RPS27,0.5430726249703672,0.4183
CFH,0.5430726249703672,-0.27805
A2M,0.5430726249703672,-0.8076
ZNF639,0.5430726249703672,0.0883
WDR54_isoform_1,0.5430726249703672,-0.8445
ACAD11,0.5430726249703672,-0.6427
YTHDF2,0.5430726249703672,0.1588
PPP1R3D,0.5430726249703672,0.73685
H1FX,0.5430726249703672,-0.85295
HHIPL1,0.5430726249703672,-0.6995499999999999
STK38L,0.5430726249703672,-0.05305000000000004
KSR1,0.5430726249703672,-0.12839999999999996
ACOT2,0.5430726249703672,-0.46159999999999995
POC1B-GALNT4,0.5433690282141099,-0.6277
SMARCC2,0.5433690282141099,-0.32875
TRIM38,0.5440404014573176,0.45494999999999997
HN1,0.5440404014573176,0.38365000000000005
SNCB,0.5440404014573176,-0.35214999999999996
EPHX2,0.5440404014573176,-0.68625
APBA1,0.5440404014573176,0.23390000000000002
TBL3,0.5440404014573176,0.2834
TOMM40,0.5449104782542544,0.7906
DDAH1,0.5449104782542544,-0.5909500000000001
ALG5,0.5449104782542544,0.4729
PCM1,0.5449104782542544,-0.357
CARD9,0.5449104782542544,0.2298
TTC39A,0.5449104782542544,-0.6597
FGG,0.5452339058850502,-0.35825
PHLDA1,0.5455133376143402,0.5575
MBP,0.5455133376143402,-0.9857500000000001
SELM,0.5455133376143402,0.34835000000000005
SMARCC1,0.545539100233063,0.38025
CRTAP,0.545895201982262,0.6750999999999999
SOS2,0.545895201982262,-0.2675
SNRPD2,0.545895201982262,0.16340000000000002
AMBP,0.545895201982262,-0.81675
BAIAP2L1,0.545895201982262,1.3163
MAP1LC3B,0.545895201982262,0.44420000000000004
IGFBP4,0.545895201982262,-0.56965
HIBADH,0.545895201982262,0.4386
MAU2,0.545895201982262,-0.2952
ATP12A,0.545895201982262,0.7182999999999999
BICD1,0.545895201982262,0.40169999999999995
KATNA1,0.545895201982262,0.2441
ZNF688,0.5461919895744541,0.5367999999999999
PGLYRP2,0.5461919895744541,-0.69825
API5,0.5461919895744541,-0.3595
SCYL2,0.5461919895744541,0.18685000000000002
TFF3,0.5461919895744541,-1.4150500000000004
ZNF8,0.5461919895744541,-0.0983
FUT11,0.5461919895744541,-0.64825
MCM7,0.5461919895744541,0.6090999999999998
RING1,0.5469197182767687,-0.3215
ARHGAP27,0.5469197182767687,0.34545
KIF5B,0.5469197182767687,0.20895
UHRF1BP1,0.5472426759755804,-0.32139999999999996
MSH6,0.5474819829407765,0.35034999999999994
PSMG1,0.5476999103137123,0.44895
MMP15,0.5481347129899264,0.7879
CBX1,0.5482762708947374,-0.22635
APOBEC3D,0.5482762708947374,0.41000000000000003
TRIM36,0.5482762708947374,0.9667000000000001
HGF,0.5495642376300092,-0.87555
FGD3,0.5495642376300092,-0.34519999999999995
SREK1,0.5495642376300092,-0.32195000000000007
PUM1,0.5495642376300092,0.2486
SPG7,0.5495642376300092,0.37465
HMMR,0.5495642376300092,0.7934500000000001
CECR5,0.5495642376300092,0.2677
ZBTB7A,0.5495642376300092,-0.18309999999999998
CXXC5,0.5495642376300092,-0.91635
YIPF6,0.5495642376300092,0.58565
CDC37,0.5495642376300092,0.4213
CTTNBP2NL,0.5495642376300092,0.44045
EIF5,0.5495642376300092,0.21959999999999996
PCGF5,0.5502954511291873,-1.4414
NPDC1,0.5502954511291873,-0.61405
MARS2,0.5504171235467329,0.42799999999999994
GIPC1,0.5504171235467329,0.23604999999999998
TRIM26,0.5504171235467329,0.2939
ECHS1,0.5504171235467329,-0.6212500000000001
FMR1_isoform_1,0.5504701457918092,0.32180000000000003
ROBO1,0.5504701457918092,-0.23085000000000006
F11,0.5510097197057444,-0.57565
KIAA1328,0.5511979247942655,-0.6572
GDI1,0.5517998666816408,-0.3185
JAK3,0.5517998666816408,0.2487
TSTA3,0.5525006280776006,-0.1694
KIF12,0.554463324842553,-1.3822
DHX40,0.554463324842553,-0.32175
WDTC1,0.554463324842553,-0.26285000000000003
EVC2,0.554463324842553,0.05740000000000001
SHPRH,0.554463324842553,0.20550000000000002
CELSR2,0.554463324842553,-1.02085
OLFML2A,0.554463324842553,-0.68565
TRMU,0.554463324842553,0.5232
ATXN2L,0.554463324842553,0.14915
MCM4,0.554463324842553,0.32309999999999994
WBSCR22,0.554463324842553,0.38380000000000003
GPR107,0.554463324842553,0.32065000000000005
EPB41_isoform_1,0.554463324842553,-0.8049000000000001
ITIH3,0.554463324842553,-0.4947000000000001
RHEB,0.554463324842553,0.26739999999999997
CHD3,0.554463324842553,-0.29390000000000005
EI24,0.554463324842553,0.5573000000000001
EEF2,0.554463324842553,0.26704999999999995
THEM6,0.554463324842553,0.8439
APOF,0.554463324842553,-0.7575500000000001
SLC12A6,0.5546615781353883,-0.82285
MCAT,0.5554991263468818,0.41359999999999997
GSK3B,0.5554991263468818,0.18225
TIAM1,0.5554991263468818,-0.2691
RNF5,0.5554991263468818,0.5635000000000001
TMPO_isoform_1,0.5554991263468818,-2.1664999999999996
ZNF280C,0.5554991263468818,0.41075
CGNL1,0.5564965354328663,-0.39919999999999994
MAP2K6,0.5566398324641104,-0.3356500000000001
VARS2,0.5569711763598431,-0.24244999999999997
ZC3H12A,0.5569781680160608,-0.43184999999999996
CTSC,0.5569781680160608,0.40850000000000003
NECTIN2,0.5569781680160608,-0.31329999999999997
COPS8,0.5569781680160608,-0.28254999999999997
PLK1,0.5569781680160608,0.6063500000000002
PCSK6,0.5570191805623258,-0.92195
SPICE1,0.5570191805623258,-0.3463
HYOU1,0.5570191805623258,0.25925
HECTD4,0.5570191805623258,0.093
CFLAR,0.5570191805623258,0.23495
CCSAP,0.5570191805623258,-0.9496499999999999
MTO1,0.5570191805623258,0.1921
BTF3,0.5570191805623258,-0.1488
CIB1,0.5570191805623258,-0.4997499999999999
JMJD8,0.5570191805623258,-0.3887
KIDINS220,0.5570191805623258,0.45255
SUMF2,0.5570191805623258,0.4747
C5orf45,0.5570191805623258,-0.5471999999999999
PRR5-ARHGAP8,0.5570311079724691,0.3348
CHORDC1,0.5570311079724691,0.49180000000000007
COMMD4,0.5570311079724691,-0.27369999999999994
PROS1,0.5570311079724691,-0.54505
TMEM214,0.5570311079724691,0.7797
LALBA,0.5570311079724691,0.8686000000000007
TCF20,0.5570311079724691,0.28340000000000004
HIPK4,0.5570311079724691,0.8863500000000002
SLC44A1,0.5570311079724691,-0.19090000000000001
TMSB4Y,0.5570311079724691,0.3299
CDK5RAP1,0.5570311079724691,-0.38625
NCAPH,0.5570311079724691,0.6461
YBX2,0.5570311079724691,1.27255
INPP5J,0.5570311079724691,-0.5441500000000001
NUFIP1,0.5570311079724691,0.3292
ADNP2,0.5570311079724691,-0.5072000000000001
CNST,0.5570311079724691,-0.36305
USP39,0.5570311079724691,0.3825
SP100,0.5570311079724691,0.1907
ZNF771,0.5570311079724691,-1.025
MOGS,0.5570311079724691,0.6291
LRRC8E,0.5570311079724691,0.4674
IRAK1,0.5570311079724691,0.11730000000000002
CXorf56,0.5570311079724691,0.3204
NMNAT1,0.5570311079724691,-0.46635000000000004
THBS4,0.5570311079724691,-1.1914500000000001
DYNC1H1,0.5570311079724691,0.28315
C9orf142,0.5570311079724691,-0.4061
SNX3,0.5570311079724691,0.32785
SNX16,0.5579666054394323,-0.44155
SPECC1,0.5579666054394323,0.7501
PIGK,0.5579666054394323,0.18105
ERBIN,0.5579666054394323,-0.2442
BID,0.5579666054394323,0.13640000000000002
TMSB4X,0.5579666054394323,0.21554999999999996
ZBTB2,0.5579666054394323,-0.1998
FGB,0.5579666054394323,-0.2805
UBE2E1,0.5579666054394323,-0.35630000000000006
YIPF3,0.5579666054394323,0.31015
PSME3,0.5579666054394323,0.3775
DUSP4,0.5579666054394323,-1.49945
CLUAP1,0.5579666054394323,-0.19174999999999998
TDRP,0.5579666054394323,0.49345
ASB9,0.5579666054394323,0.5307
TBC1D13,0.5579666054394323,-0.56955
ASCC2,0.5579666054394323,0.09225000000000001
CTSK,0.5579666054394323,0.6541000000000001
CIT,0.5579666054394323,0.3922999999999999
ATG4B,0.5579666054394323,0.44484999999999997
RASGRF1,0.5579666054394323,-1.6635
OGFR,0.5579666054394323,0.28315
LDHD,0.5579666054394323,0.5196500000000001
NCSTN,0.5579666054394323,0.15510000000000004
LYPD3,0.5579666054394323,-0.39780000000000015
C4A,0.5579666054394323,-0.9436999999999999
P4HA1_isoform_1,0.5579666054394323,1.0237
MPHOSPH8,0.5579666054394323,-0.15565
HSD17B7,0.5579666054394323,0.48079999999999995
C7,0.5579666054394323,-0.43189999999999995
NOP10,0.5579666054394323,-0.5808
MEX3A,0.5579666054394323,0.97405
KIAA2013,0.5579666054394323,0.7336499999999999
ANXA6,0.5581068651503326,-0.47955000000000003
LNX2,0.5581615305071952,0.25095
CAND2,0.5581615305071952,-0.5317
PAIP1,0.5581615305071952,0.20130000000000003
TPRG1,0.5581615305071952,-0.36175000000000024
RNF123,0.5581615305071952,-0.40835
GLCE,0.5581615305071952,-0.44655000000000006
CFDP1,0.5581615305071952,0.45615
MX2,0.5581615305071952,0.44995
TTLL4,0.5581956072022257,-1.342
PEX5_isoform_1,0.5581956072022257,0.10004999999999997
SERPINB7,0.5583948163349668,0.96835
NPC1,0.5583948163349668,0.87555
OTULIN,0.5583948163349668,0.19115
PLEKHS1,0.5583948163349668,1.2948999999999997
FGA,0.5583948163349668,-0.49915000000000004
BPGM,0.5583948163349668,-0.3278000000000001
HACL1,0.5583948163349668,-0.3218500000000001
PON1,0.5583948163349668,-0.3141
MUC2,0.5583948163349668,-1.994749999999999
ENAH,0.5583948163349668,0.4819
CDKN1B,0.5583948163349668,-0.485
TKFC,0.5583948163349668,-0.531
POSTN_isoform_2,0.5583989309301602,1.2641000000000002
VKORC1L1,0.5583989309301602,0.40575000000000006
BOLA3,0.5585295417709306,0.3506
CLASRP,0.5587036177824696,-0.10299999999999998
TTC13,0.5587036177824696,0.2437
RAB11B,0.5588789013762875,0.2585
HIPK1,0.559315710944931,-0.8394499999999998
DNAJC17,0.5595678612606092,-0.4638
RBM18,0.5600012754150859,-0.6164000000000001
C7orf50,0.5608885677892826,-0.3307
ZBED1,0.5610458936367175,-0.42910000000000004
MRPS26,0.5610458936367175,0.4077
FDX1,0.5610458936367175,0.07440000000000002
SYNJ2BP-COX16,0.5610458936367175,0.38070000000000004
C7orf25,0.5610458936367175,0.22435
DIAPH1,0.5610458936367175,0.2144
CAMK1,0.5612300631063908,-0.1526
ATXN2L_isoform_1,0.5613630544728465,0.02035
APBB1,0.5613630544728465,-0.43275
LACTB2,0.5626305430317554,0.6532500000000001
GRHPR,0.5626930036313383,-0.27545
PRKCSH,0.5626930036313383,0.5365500000000001
HMGB1,0.5626930036313383,-0.40395000000000003
AP4S1,0.5633531763142331,-0.79325
PHF2,0.5633740292482021,-0.33640000000000003
CNOT4,0.5634113025716604,0.23805
APOC4,0.5634113025716604,-0.35419999999999996
CALR,0.5634113025716604,0.60395
ZNF148,0.5634113025716604,-0.2782
LEF1,0.5634113025716604,-0.43475
AAAS,0.5634113025716604,0.3466
TMEM189-UBE2V1,0.5642831210815958,0.15179999999999993
OLFML1,0.5642831210815958,-0.72475
ARAP1,0.5642831210815958,-0.40009999999999996
BET1,0.5648378147902064,0.5380499999999999
ACADM,0.5656917019022922,-0.18375
TSFM,0.5662691052423595,0.53085
CDK20,0.5662691052423595,0.08644999999999997
HMCES,0.5673808556736658,0.30875
STRBP,0.5673808556736658,-0.3695
C19orf53,0.5675017584792038,-0.41475
TICRR,0.5675017584792038,-0.4558
GSTO1,0.5675017584792038,-0.4668
SAMD9,0.5675017584792038,0.3464
PMM1,0.5675017584792038,0.23525000000000001
CYP4Z1,0.5675017584792038,-0.6937
GNPDA1,0.5675017584792038,-0.26195
DIAPH2,0.5675707402182307,0.20295
KANK3,0.5675707402182307,-0.4046
HYPK,0.5675707402182307,0.18789999999999998
RPS3A,0.5676922237018253,0.3313
KIAA1522,0.5676922237018253,-0.35259999999999997
PLXDC1,0.5676922237018253,-0.4864
CRACR2A,0.5676922237018253,-0.55925
PCCB,0.5676922237018253,-0.7584500000000001
KBTBD11,0.5676922237018253,-0.26844999999999997
PIGU,0.5685674377718308,0.7988
NUTF2,0.5692218939650208,0.60175
EME1,0.5692218939650208,-0.32184999999999997
CDKAL1,0.5692218939650208,0.4553
ATP6V1H,0.5692218939650208,0.18949999999999995
MCL1,0.5692218939650208,-0.3084
ESR1,0.5692218939650208,-1.3708500000000003
APOA1,0.5692218939650208,-0.64435
ZC3HAV1L,0.5692218939650208,-0.15105000000000002
FARP1,0.5692218939650208,-0.35545
PPL,0.5692218939650208,0.9401499999999999
DDOST,0.5692218939650208,0.47655000000000003
ZNF516,0.5692218939650208,-0.28200000000000003
LRMP,0.5692218939650208,-0.6926
SHCBP1,0.5692218939650208,0.006450000000000011
AUTS2,0.5692218939650208,-0.72275
FIG4,0.569623468413117,0.04530000000000001
AMZ2,0.5696498248249825,-0.1621
CENPH,0.5697719086481305,0.27935000000000004
ATN1,0.5703854723555918,-0.13565
ATP8B1,0.5707920842754832,-0.545
POLI,0.5710250444190877,-0.65415
C1orf109,0.5710250444190877,-0.003599999999999992
MAGED4,0.5710250444190877,-0.45244999999999996
MPP7,0.5710250444190877,-0.41364999999999996
SYNE2,0.5710250444190877,-0.16765000000000002
KPNA2,0.5710250444190877,0.5617500000000001
PRPSAP2,0.5710250444190877,-0.3207
TMEM141,0.5710250444190877,-0.2794500000000001
BCAP31,0.5710250444190877,0.8553
SOAT1,0.5710250444190877,0.7112500000000002
RAB9A,0.5710250444190877,-0.09605
SNRNP48,0.5710250444190877,-0.10975
BNIP2,0.5710250444190877,-0.28665
MSH3,0.5710250444190877,-0.61825
DYM,0.5710250444190877,0.18105000000000002
NCAPD2,0.5710250444190877,0.6689
GOLIM4,0.5710250444190877,0.5704
SIAH1,0.5710250444190877,0.5712499999999999
SERPING1,0.5710250444190877,-0.6014
DSCC1,0.5710250444190877,0.5942500000000001
ZNF143,0.5710250444190877,-0.21200000000000002
PATL1,0.5710250444190877,0.23525000000000001
MCM2,0.5710250444190877,0.4363499999999999
DPM3,0.5710250444190877,0.14495000000000013
GALNT7,0.5710250444190877,-0.6376
MED12,0.5710250444190877,-0.056599999999999984
IGF2,0.5721743856449965,-0.8558
HBE1,0.5721743856449965,-1.41055
STAT4,0.5725247920070772,-0.43975000000000003
TUBA4A,0.5725247920070772,0.5542
ARFRP1,0.5725247920070772,0.195
ATXN1L,0.5725247920070772,0.09300000000000003
ANXA4,0.5725360217783326,0.22975
PPFIBP1,0.5725360217783326,0.40805
HDAC2,0.5725360217783326,0.41245000000000004
PLCB3,0.5725360217783326,0.24684999999999999
SETD9,0.5725360217783326,-0.6919
ACACA,0.5725360217783326,0.67825
MAP2K7,0.5725360217783326,0.34875
UCHL3,0.5725360217783326,0.07794999999999999
NUBPL,0.5725360217783326,-0.58955
DNAJC7,0.5725360217783326,0.38659999999999994
CMBL,0.5725360217783326,-1.064
ALDOA_isoform_1,0.5725360217783326,0.6773
AZIN2,0.5725360217783326,-0.4867999999999999
TINF2,0.5725360217783326,0.0434
TRMT2A,0.5734756883426047,0.5965
EXOC7,0.5734756883426047,-0.05345
GGPS1,0.5734756883426047,0.2465
LRRC41,0.5735558025259168,-0.6495
SLC25A18,0.5735558025259168,0.659
CITED2,0.5735558025259168,-0.20025000000000004
PDS5A,0.5735558025259168,-0.23805
PDCD2L,0.5735558025259168,0.5005499999999999
LSG1,0.5735558025259168,0.37629999999999997
UCKL1,0.5735558025259168,0.22039999999999998
C15orf57,0.5735558025259168,0.28770000000000007
P3H4,0.5735558025259168,0.48005
