,Comparison,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_Lscc,P_value_Lscc,Correlation_Colon,P_value_Colon
1945,APOA1_proteomics,-0.24574002965275027,0.07818997697570056,0.04405248134139916,0.8280298169544398,0.27957058216751607,0.12957573454080806,0.32160038522845336,0.004071538951770199,-0.22134378921232617,0.10623074194730558,-0.11007268636735061,0.5069197399219537,0.038436010629894865,0.8834047315628474,0.2303271277592368,0.12622555449018932
1946,SERPINA4_proteomics,-0.24557966989782976,0.07848835168135743,-0.07500423437594103,0.6796276970398429,0.17784702868226282,0.386762163547187,0.25248932552198144,0.0282211433061131,-0.1669722042203631,0.2505244831098501,-0.010029494476397952,0.9659615721132707,-0.053956986015845025,0.8256596889146512,0.1506721964182285,0.34801874275983136
1947,WAC_proteomics,-0.24555428706425372,0.07848835168135743,,,0.019887364525608228,0.9455507607911613,-0.12183782098761711,0.34197376492288917,-0.1155578365237267,0.4610987840116967,-0.007319384164205758,0.9776657111125276,-0.16808630630999283,0.3428999078651396,0.24967715983728286,0.1349473068660142
1948,CASP3_proteomics,0.2455529742201038,0.07848835168135743,-0.1988494495812474,0.16450230265406438,-0.3193499176595368,0.07722196305913694,0.09662898628320007,0.46633400166972566,-0.050621452600694054,0.7786271232816706,-0.15636668318477623,0.30806276740576455,0.0632819450323744,0.7887148263194654,0.06070391821913487,0.7422742176486836
1949,RAB5A_proteomics,0.24548953367269777,0.07859048379519358,-0.27579452443257546,0.038439799554815274,0.10535548021558197,0.6485154712921087,0.3348381868051229,0.0026665021882492784,-0.0402467101352811,0.8289098110415053,0.0026269359573504354,0.9933061582693347,0.012809972178943543,0.9652035158751817,-0.04538612066084678,0.815276940338801
1950,CLIP3_proteomics,0.2453939238430069,0.07862809869373746,,,,,,,,,,,,,,
1951,PARG_proteomics,-0.25729737354444326,0.07862809869373746,-0.13550824723177748,0.38538316992626676,-0.2787782667096349,0.13106545300370187,-0.12091567924478265,0.34600503629155904,-0.1018956463629465,0.524739852266115,-0.022899138760152427,0.9184210234071125,-0.028590259162917943,0.9171166048568276,-0.1536936194257525,0.4585320906083587
1952,MMS19_proteomics,-0.24542748672021458,0.07862809869373746,-0.024090498584434232,0.9121993936972512,-0.047873115696501954,0.8539229354730951,0.02036063998749635,0.8943823789013339,-0.16053606668598297,0.2728818628484629,0.24238995473381755,0.08170565851769324,0.19051242931719833,0.2677922776168029,0.3689503934647764,0.010774282934743414
1953,PON3_proteomics,-0.24543241239552954,0.07862809869373746,0.053350324475542735,0.8628693760491845,0.22680944003698203,0.24085673896347054,0.3208321195010973,0.004166201687475071,0.32485547640151824,0.011553474275576585,0.11100016706675485,0.6344769959348734,0.0301185329632586,0.912442408059719,0.21451089630868306,0.157756034899649
1954,ATG4C_proteomics,-0.24538316778844133,0.07862809869373746,0.07549584858593329,0.6828922011123313,-0.04857397785025809,0.8748457156530403,0.05276148217944342,0.7117355836806106,-0.21361931367434184,0.12147711605723142,0.12743326818313688,0.5414934021468015,-0.21753505507782225,0.18379441184868892,,
1955,NNT_proteomics,0.24532997000785448,0.0787074156223385,-0.145703099405409,0.3431725051620994,-0.045055316783535033,0.863131946511878,-0.11102779018794945,0.3936043971780825,0.4087361633796772,0.0008559075901497112,-0.19365422837448293,0.1871561022877316,0.023679701096114267,0.9321717165638888,-0.05932115895952678,0.7494578903002557
1956,GAREM1_proteomics,-0.24526833315005786,0.07880579843885138,-0.0330079663697264,0.8752831042902807,,,,,,,,,0.22264712510310808,0.5268886733259387,,
1957,DDX21_proteomics,-0.24522625199833853,0.0788273474205649,0.044191632178125786,0.8273628521014501,-0.11732085933472325,0.6005344513604256,0.23171922424214153,0.046989873933774046,-0.0555224165090308,0.75417324807512,0.11823912082615803,0.4674247891961908,0.08985549692035616,0.6774863161994363,-0.11889050756988107,0.4763282775513141
1958,SPTAN1_proteomics,0.24522298508376927,0.0788273474205649,0.02701510503618483,0.8999899073115886,0.11326535128449128,0.6165058755530023,-0.18622524358548795,0.12167025899217988,-0.26305631596978774,0.054049521548036515,-0.19460128785013459,0.1845187141411048,0.030262341284630227,0.9120409710910835,-0.04554961380265275,0.8147950971494141
1959,ACTR6_proteomics,0.24515208494264543,0.07894675775014451,-0.03787368089437414,0.8570742326121884,-0.08405056330185146,0.738880689260214,-0.1993193945089559,0.09410781333526515,0.17260270429487912,0.23131771806989698,0.07776067997162434,0.6703966143007448,-0.15164030457607308,0.41367950580924123,0.07341413688200718,0.814117718702725
1960,GRIK3_proteomics,0.24512060347337766,0.07895559651635597,,,,,,,,,,,0.30857564933581405,0.18285146797968513,,
1961,SGCB_proteomics,-0.2451124290798972,0.07895559651635597,-0.28840516238568653,0.2748221259860784,0.23627559300180534,0.21876274627799494,0.09769809642880982,0.4798775312224787,-0.02012023955910231,0.9222740622041621,-0.12589419930872814,0.4331028993685079,-0.06880590426241392,0.7667788197443166,0.22705291466508717,0.1378634612892161
1962,SH2B1_proteomics,0.24500598723210304,0.07915541922821863,0.010552807224560215,0.9635378264576938,0.19801332212287445,0.322934431192077,0.03084209699177236,0.8363904399170029,0.05713660670452889,0.7459264886867565,-0.04289145451724234,0.8370532305354209,0.05601194749835945,0.8169871033904269,,
1963,FNBP1L_proteomics,0.24495744333027672,0.07918442736224966,0.22618729135158447,0.10216835533573244,0.4016171193127172,0.02034171313514227,-0.03907031469828041,0.7893580205945538,0.16607369800723124,0.25349399665448163,-0.030622722367721025,0.8876490386869874,-0.01165797767984346,0.9692435395687725,-0.243578957926352,0.10247579503741504
1964,ADAMTS1_proteomics,-0.30420247069097506,0.07918442736224966,-0.05290414527344903,0.8140382468867706,-0.11422035212409049,0.6122948147645817,0.24693108615175963,0.06326433727746998,-0.10301101443372662,0.5715294246570088,0.1409262312220388,0.6853644991691985,0.2840405888855323,0.05870633918803799,,
1965,SLC39A11_proteomics,-0.244925187788382,0.07921699353442815,0.010828407728755811,0.963095238975593,0.2086039554568595,0.29274809382121797,-0.06333337606297751,0.6512599685005976,0.1829637311468624,0.19990840726654346,0.06194345700877517,0.7429332329540024,0.16313269789488002,0.3644534857140222,0.1332151249146682,0.4200058238453262
1966,C8orf37_proteomics,0.24488920872972786,0.07923900338547352,0.13635992528940016,0.38261309902731583,0.14593446938153823,0.571574945988057,-0.2555102584292258,0.025999058464029442,0.19443900615602255,0.18024265291688232,0.037598250219034735,0.8856623913933718,0.015725031871525765,0.9591092214702973,,
1967,CKAP4_proteomics,-0.24487979077747885,0.07923900338547352,-0.04710655992368344,0.8141346595379177,0.17537876434977204,0.3942680933712821,0.3145008431855101,0.005129808241452119,-0.004816170066124671,0.9823194859508505,0.21282614837870473,0.13876099799367428,0.20482298871893,0.22137266932941058,0.08996202265004821,0.6076388784271227
1968,PIK3R2_proteomics,-0.24476788960275314,0.07945181760352854,0.014610139051052295,0.9489491546080371,0.05231650979406166,0.8378354312158455,-0.1467533472525163,0.23801826478953947,0.024426578898658485,0.902246487006707,0.11610279766361237,0.47649547588555796,0.0546828504395325,0.8224644844300434,0.1533972338042034,0.47260960079983794
1969,AGL_proteomics,0.2447489579101829,0.07945434712643681,0.40328184391889177,0.000991136763115244,0.003916796954314072,0.9899554035945325,-0.07985430926135492,0.5564285250321821,0.0011366644409401133,0.9962462188519481,-0.12336332189576392,0.4442092138433196,0.2321056391592859,0.15024733581016486,0.2349637583741794,0.11747351268740999
1970,NGLY1_proteomics,0.24470554879258385,0.07947201671737092,0.06791863244271196,0.7145315424116392,-0.1785253225144155,0.384371104848752,0.24806745199570757,0.031615600411285284,-0.2142270862824531,0.1201189267946296,-0.41500566527937777,0.0006047038976323629,-0.242763166951784,0.12813870346794645,0.02821781215288268,0.8950454879642155
1971,XPO1_proteomics,0.24471671623817984,0.07947201671737092,0.09240159226069722,0.5946513601645603,-0.2524975075407578,0.18002171450235857,0.011302658085715206,0.9434306237855552,,,0.22310110157817176,0.11546550413038985,0.038647726156496524,0.882720110161897,-0.1818627443407566,0.23982894367572236
1972,PLD2_proteomics,0.24464570235174393,0.0795269898729228,0.21934136684601094,0.12691387043170763,0.16368733011211303,0.4342286008950099,0.19031501453564953,0.11237553243994891,-0.0106281326774475,0.9580435985454588,-0.043679658418457584,0.8336763099004526,0.1323340251779716,0.48808804887192836,,
1973,PTPN9_proteomics,-0.2446539585312211,0.0795269898729228,-0.12682312835545828,0.4256945230388215,0.11263520876534298,0.6193532011451872,0.1974102132199877,0.0977208565805337,-0.24244893525767006,0.07233456389580056,-0.20267450568925793,0.16336284929653788,0.16580005440012496,0.35288839937932964,0.1805250567687456,0.26437570220590006
1974,HAUS1_proteomics,0.24460960917065971,0.07953665292321331,-0.005049044500539918,0.9849230275962778,-0.09384668775070946,0.6920108404391133,0.11037101741503233,0.39637158321973676,-0.009254813529257064,0.9636439488664973,0.04807915743409573,0.8116978865746849,-0.12196494442448058,0.5389385319940613,0.17784281561995094,0.43689939830536884
1975,RRM1_proteomics,0.24460588941821487,0.07953665292321331,-0.09224455735597485,0.5954838554097049,-0.020548358102816196,0.9442657017844263,-0.16983312920640584,0.1630773271756758,0.15254175092548364,0.30095767564592796,0.22114134792570886,0.1188814541321827,0.07818928885569636,0.7265486708638306,0.24143110772760293,0.10603214567751547
1976,CDC123_proteomics,-0.24450456335316983,0.07969481253826977,0.013570714006330253,0.9552359008925227,-0.10285048678055933,0.6588149022344127,0.37169540159255776,0.0007335606516885602,-0.027559862872321407,0.8900096104813638,-0.0074085292893775676,0.9771981889839364,-0.039933989409509874,0.8792922212479192,-0.2111816831796633,0.2054097368415791
1977,MAPK12_proteomics,0.2445006142229915,0.07969481253826977,0.05005260630383501,0.8301149739374392,-0.039426439902864784,0.881767302366007,,,-0.10203743328532058,0.5855303999267801,-0.04148289477062122,0.8626463015206381,-0.047251481272095996,0.8503574920943323,,
1978,PCCB_proteomics,0.24443761303212846,0.07979754411619008,-0.23118751203958127,0.09331605612504064,-0.04876331471103188,0.8502437094565823,-0.1584545624915487,0.19757032735689636,0.009351427769746977,0.9625567991648079,-0.24622531619566032,0.07557272585556672,-0.006631359241442564,0.9816535608155967,-0.23170839940751523,0.12423881836329974
1979,GTF2H1_proteomics,-0.24437278890248168,0.07990304860117754,0.1788493464765864,0.22308748582379345,-0.16576656714797605,0.4268730730739235,-0.011943095557929318,0.9400527582817508,0.007206585496983942,0.97179986843837,0.20205326689288702,0.1646932201078902,-0.03727127286131772,0.8881200204867074,0.09841597667925896,0.6414571578305299
1980,KSR1_proteomics,0.2443557026512489,0.07990304860117754,0.27677413039326915,0.03779431944624203,,,-0.17035336028657186,0.19677408749864755,-0.2686631869165306,0.04291388897328282,-0.14692064696749035,0.34366613221151937,-0.08301966271977922,0.7077786454821788,,
1981,HP_proteomics,-0.2442542479442036,0.08007250964812393,0.1386322021573341,0.37292947516230923,0.29807949134216793,0.1052501591187298,0.20231480006952945,0.08889788588169385,-0.233586726802817,0.08476316071812041,0.024439867056691975,0.9126624886976723,-0.006416162296565851,0.9818991993569895,0.27736170232420054,0.05970347105610004
1982,TSG101_proteomics,0.2442457757975208,0.08007250964812393,-0.16388964712458948,0.2731294923566576,0.20939411516677817,0.28993396049871933,-0.20911115311699957,0.07743022761930929,,,-0.041535030532970446,0.8430595284368441,-0.011050366959124591,0.9701619818398272,-0.00044874013054120587,0.9977818948373878
1983,SPG21_proteomics,-0.24410342301429516,0.080356804163959,-0.15216686220526188,0.317531984343814,-0.16516662077945865,0.4288644574053864,0.20321954148303653,0.08724379345881599,-0.03249864178936802,0.8681305246160801,-0.07161706931387657,0.6991602885819006,0.04761868476477278,0.8494402239658996,0.013708840177941481,0.9459781951678283
1984,PDHB_proteomics,0.24405211980890779,0.08039304596745311,-0.2399164248250783,0.07891660536825978,-0.3398720307620701,0.05887895443685876,0.023664392561199427,0.8767916426733361,-0.1932813263627568,0.1719560915093612,-0.2178543039190636,0.12647762332589532,-0.05393185757139894,0.8256596889146512,-0.3354583234851791,0.01994772972759251
1985,CLEC18A_proteomics,-0.30789122421813175,0.08039304596745311,,,,,,,,,,,,,,
1986,NHLRC2_proteomics,-0.2439754923878204,0.08042325915823823,0.18609851843820147,0.200285091247838,0.2248659803315262,0.24657275757435468,-0.3189885066051049,0.004427308588901796,-0.41443600528424596,0.0007016029909140963,-0.19643953364170735,0.17911088862816052,-0.009262713837442663,0.975114338714279,0.37007451711738576,0.010774282934743414
1987,WRB-SH3BGR_proteomics,-0.24396810404692626,0.08042325915823823,,,,,-0.1033624362147119,0.4737767508924665,0.2591221073457914,0.06432460933657949,-0.09354034227753563,0.5903888525250309,-0.15209790326766898,0.42474842406265023,,
1988,RBM26_proteomics,0.24399104971702598,0.08042325915823823,-0.07377961794075058,0.7121859131009108,-0.024207268972909732,0.9316431574158731,0.1111488279062969,0.41148069844560864,-0.18028057877588047,0.306023217057002,-0.0420457180623666,0.8413982087856765,0.03217876138263151,0.913783534545097,-0.009338589675871534,0.9620170797822134
1989,TKTL2_proteomics,-0.24397133607960114,0.08042325915823823,,,-0.03423979966534591,0.8986559310167237,-0.1257225559702901,0.34495911360786624,0.1069275102734805,0.5018921153541995,,,-0.022713551011558912,0.9355278666252946,0.3072034274645177,0.14441333378633567
1990,CDIP1_proteomics,0.24393361010326306,0.08046169059680734,-0.05176992560109116,0.8140103814367483,,,,,,,,,,,,
1991,BORCS8_proteomics,-0.24384584188964326,0.0806220657706818,-0.13360171820359304,0.5180339346097311,0.2982048630655958,0.12123161311388822,0.17900617422056994,0.15026409627564108,-0.16621008938541937,0.26376102171504984,-0.008593134069647408,0.9725440207964334,-0.266289025528591,0.08311336521507634,,
1992,MTR_proteomics,-0.24381284777524248,0.08065716076044835,0.4351272310750163,0.00029577915707220044,-0.035383630730583586,0.8952410498706991,0.01943513217210474,0.8994105503327724,0.03421200178807499,0.8599617891975739,-0.031485786034418414,0.8851058400721558,-0.1555695124194,0.39644590875590774,0.20554592393602722,0.2199121903929147
1993,CARMIL1_proteomics,0.2437922967190914,0.08066377461584126,0.35916796998135886,0.16403558166538212,0.1834738156716969,0.3685937336199502,0.26435239318630577,0.02096708835891039,0.006723231180390532,0.9754677912498666,0.10958767813006767,0.5096534083527233,0.07732049305818005,0.7294293842636187,-0.029990704019827827,0.8823513110872012
1994,CSNK1G2_proteomics,0.24373479667970638,0.0807250441822253,-0.21710203896011002,0.3331949759783966,0.005626643939054626,0.9872938233376879,,,,,-0.43686469124137306,0.015118424455840811,0.1994199539498525,0.2990470858452246,,
1995,SYNE3_proteomics,-0.243730249862456,0.0807250441822253,-0.28932591002818786,0.048172721079077274,-0.05015259684995469,0.8454908405879837,0.09404317502866744,0.5191906100380255,-0.09379622244079856,0.5634308177021393,,,-0.22777869328349937,0.1587384553809206,0.048966932001036745,0.8364345938495338
1996,MYO5C_proteomics,0.24367410151232077,0.08077288331234968,0.05145147573074746,0.7956810037158355,0.12789168696736194,0.560416016091391,-0.39065035360521694,0.0003424339712768477,-0.042232837201137505,0.8216666753633908,-0.1931599915132968,0.1881741982774859,-0.1313502321378896,0.49262627606862536,0.3011692568811062,0.04541872990880017
1997,MSANTD4_proteomics,0.2675984798541128,0.08077288331234968,,,,,,,,,,,,,,
1998,TEX2_proteomics,-0.2436231892298823,0.08084922030980715,0.0028362311441939986,0.9919580788801573,-0.0978723347689214,0.6777310593561963,-0.04854711433700555,0.7362167698226937,0.18609420921250125,0.19006407490034297,0.17591250061283076,0.24027758285840747,0.16940818713065514,0.3404379195964841,-0.262433343150038,0.27458735680541063
1999,APOC1_proteomics,-0.2435749898206221,0.08091939814268406,-0.07893758312426855,0.6605948940369345,0.33908530338522463,0.05956528965733154,0.3231759264531137,0.003863973619610284,-0.19195232112669958,0.17501040005644353,0.048990457799742676,0.8066788122338725,-0.031410961507659214,0.9081108119728302,0.21897253145297305,0.14766723651160918
2000,LGALSL_proteomics,0.24351239005834896,0.08094182800564788,-0.04023779393768122,0.844956408652397,0.048286128537630944,0.8523979696258789,0.13105120517437974,0.3003625884500227,0.027600363188805117,0.8899229792679523,0.06140822556672958,0.7451292397159732,0.09596234609578147,0.649530838308737,0.11921313762005697,0.5339330015170032
2001,PPP2R2B_proteomics,0.24352632313423758,0.08094182800564788,,,,,,,,,,,,,,
2002,CACNB2_proteomics,-0.24353565078276362,0.08094182800564788,,,,,,,,,,,,,,
2003,FAM107B_proteomics,-0.2434562977936465,0.08103025806049315,0.15513079914270508,0.30617734876936564,-0.07004963176594166,0.7738424662997815,-0.06954049865235823,0.6151679518490049,-0.09138436686353836,0.5739399876520781,-0.4707910089197826,7.293906841199127e-05,-0.17994760414538769,0.30636450419730576,0.320288462774304,0.027240388232329358
2004,ATRX_proteomics,0.24342151415538157,0.08106977666147397,-0.11951410870824544,0.5097309919072824,-0.16309766824466565,0.4355659601698436,-0.32888188887006664,0.003249261106820801,0.21180105441281666,0.1262859228051591,-0.04108671275771266,0.8444504769926997,-0.17378342823752663,0.3257511448913069,-0.23235157951857563,0.12299091436721865
2005,SLC25A24_proteomics,-0.24336561987153255,0.08115788704007347,0.16076299910758077,0.28422641321982844,-0.023134226954042457,0.935899520712178,-0.1856660111603039,0.12282749993396577,-0.08272677618388492,0.6155636311921063,0.014229061951052752,0.9503652493052879,0.05763355527512436,0.8099086292437491,-0.12314966758618676,0.4587345548601305
2006,LOC110117498-PIK3R3_proteomics,-0.2687622026988732,0.08139408953134598,,,,,,,,,,,,,,
2007,NHSL1_proteomics,0.24316421100747126,0.08154117850495511,-0.24105213705182418,0.0771604292015606,0.22843084786188528,0.28104060384146856,0.5045530600606747,1.0637970165465184e-06,-0.008098462705783252,0.9681297827529356,0.17886866011833696,0.2316272325091454,0.25102468248368914,0.11156845164158172,,
2008,CISD2_proteomics,-0.24307598020629986,0.08170453198373437,-0.06266304337292397,0.7397539345851173,-0.2081055435137088,0.29317796283875036,0.11489096552218234,0.37403184204907197,0.1680464095268873,0.2468109742322861,-0.03741804942632518,0.8605038998591186,-0.016786932952073792,0.9557734607663888,0.01806036874139397,0.9276563786888263
2009,TTF2_proteomics,-0.24305611396864935,0.08170984092765302,0.14803084074945547,0.3454255549892092,-0.1522434538664971,0.49767177128846035,-0.12871114890740118,0.3108931366438087,0.05399992352921023,0.7630672383498536,0.04936842487851235,0.8048072250692078,-0.0590367819429796,0.8038361054443496,,
2010,MAN2B2_proteomics,-0.24301379481761787,0.08175848116051153,-0.27975406650634416,0.03537142980636118,-0.11173670370400222,0.6237442867185353,-0.18627353598918767,0.1215505022837799,0.052799977502528565,0.768768416899841,-0.0717192551618363,0.6983994089106442,0.10620480506203187,0.6101974191404845,,
2011,ZNF148_proteomics,0.2429999747596527,0.08175848116051153,-0.08177548594955575,0.6481090193968949,-0.04227778067530508,0.8727687522026419,-0.16989188535672642,0.16288565005793298,,,-0.0166500037350276,0.9416963559325027,0.0431337956597657,0.866425280395354,-0.06980296806633839,0.7021652423923922
2012,CD74_proteomics,-0.24296372828349042,0.0818017656240665,-0.15846023151884236,0.2935487647697223,-0.13952155051808768,0.5200455344400987,-0.0030365891168811707,0.9858758102344249,0.28948253566143,0.027164139724904973,-0.29854591480521175,0.023284050447698348,-0.11397931854297569,0.574916545209036,-0.001236554984116893,0.9940425414656143
2013,BCAP29_proteomics,0.2428425896810841,0.0820419508406839,0.1905167763274968,0.3540415990571752,0.1874540233550822,0.35573838964334226,0.1116734872197108,0.39048258383236156,0.2473267894858261,0.06570321619814892,0.14990016488853508,0.3324703287434482,0.304234886122564,0.0385495877657409,0.18290364720645338,0.2484737035326304
2014,PRKAR1B_proteomics,0.2427034337150109,0.08232467189714153,-0.04329176258052281,0.8359599305293067,-0.06732613910693831,0.7846379804983982,0.29492552553583207,0.009006342219928656,0.09638536065226574,0.5511225343042392,-0.057363840360437415,0.7652134349908305,0.06497229174812376,0.7814859976283524,-0.04696049910018281,0.8363342677684337
2015,CDKN1A_proteomics,-0.2544301769641264,0.08240698856607416,0.20993318904250827,0.3480904811726285,0.24980250746531574,0.4817921444673369,0.03684550496934545,0.8095131178274825,0.2756139098850477,0.12610374993611254,0.013106691861933712,0.9572537322961752,0.16378780886683703,0.42761470357695525,,
2016,TMED3_proteomics,-0.24262823850096923,0.08241810116056429,0.03621029254033343,0.8628693760491845,0.21046612709332121,0.287352089864102,0.1412652394265124,0.25875754035773785,-0.03882273400852355,0.8366763848630355,0.14826785766804698,0.33865202347327095,0.09053211789812028,0.6749384224207373,0.13886443637447768,0.3956533951970701
2017,SIN3B_proteomics,0.24255690073695635,0.08247054245164359,-0.032021933944049334,0.8779606363754422,-0.16879392575778496,0.41583450554694706,0.046270352843604756,0.7505611425889758,0.13162656706284984,0.38684701052536297,0.013964715649082991,0.950995599750385,-0.018121272174594992,0.9513004448537491,,
2018,GNB2_proteomics,0.24253565175224223,0.08247054245164359,0.24829162655440723,0.06804376916594045,0.19207203320308736,0.3397307486531567,0.18880331444098142,0.11588529977920045,-0.010744724335328054,0.9559144834564266,0.19308046883866373,0.1881741982774859,-0.06715770696957088,0.7725713286398767,0.3217290273474551,0.026258557341290102
2019,FAM210B_proteomics,0.2425546483179671,0.08247054245164359,0.05189615912200187,0.7931176643628663,0.09937649760323687,0.6723956120770852,0.06709533839634127,0.6297132179019916,0.19658875681078256,0.17263133945171755,0.12394731215780297,0.44182666656384434,0.028608990917963727,0.9171166048568276,-0.3281405770193623,0.02481926976723616
2020,RAB22A_proteomics,0.24254875608780269,0.08247054245164359,0.2170728816409594,0.12083201145690554,-0.040857704722761644,0.8763683259145132,0.08171173541691182,0.5455114546600586,0.14241869210706626,0.3416984905304771,0.1720057944747473,0.2534713949487316,0.2048640941109218,0.22125928662241,-0.2525382426389584,0.08812990894251288
2021,SPTBN1_proteomics,0.24247702175745225,0.08253596852323104,-0.07860433020167121,0.6623780855656664,0.11076098235090182,0.6291507048171214,0.235171201900294,0.04337866682904432,-0.29294734445572435,0.025646346723465687,-0.24512347557434233,0.07725095791255374,-0.006115862719816442,0.98257331027108,-0.05637422299666715,0.7646124634660207
2022,EARS2_proteomics,0.2424725894973146,0.08253596852323104,-0.19906830403943376,0.16406263686593847,-0.06885436454579028,0.7784554721139357,-0.2616937667425333,0.022464954703351546,0.02702919063950828,0.8922638939508506,0.14621851396683833,0.34594771532296886,0.13473668703814978,0.47759119293677826,-0.05142861466258076,0.7859326847513481
2023,DAP_proteomics,-0.24242969925045313,0.08256755142793322,-0.02114341748095235,0.9228620810102433,0.049233517270331956,0.8487464453459574,0.07141507716183167,0.603877996346175,0.14652239406577494,0.3265005101059353,-0.07148062170247431,0.6995439325616911,-0.07933886887930157,0.7218677812650478,-0.12299799721925077,0.4592457593073242
2024,CES1_proteomics,-0.24242407497091423,0.08256755142793322,-0.1259922357193163,0.49823877047947734,0.0028212733398905107,0.994299830413616,0.2092514484622256,0.07724100686245441,-0.19832571774936428,0.15885361075278817,-0.018603094812321183,0.9355085631702509,-0.02287537267105929,0.9349492739521187,-0.01689677540750928,0.9321620519519216
2025,TMEM134_proteomics,-0.24238288652310705,0.08258211520589284,0.1726238875465488,0.2531485889257834,0.2530189085941638,0.36336234208774665,-0.04269156996259406,0.7775034574783717,0.2409514295207148,0.08203813678703425,-0.06289407805369554,0.7707706196824167,0.46049482545525183,0.00017087273719260885,,
2026,AMOTL2_proteomics,-0.24239399254824784,0.08258211520589284,-0.07230582270290462,0.6911776636671936,0.17413955749900634,0.5002468257964365,0.22126408722057003,0.05947557197938913,0.1567555672924998,0.28540993124996383,0.14243877707416774,0.3615419131235494,0.21918288145457784,0.18015363457577283,,
2027,MYEF2_proteomics,0.24231924915362957,0.08268988288320389,,,-0.25606916181869327,0.17273853923487914,-0.4934539524104653,1.9856283445271078e-06,-0.20920621425230884,0.19774710471444992,-0.20625829170018456,0.1542683686662799,-0.15342629298999927,0.5609523268753378,-0.061340076219179,0.7382510662560213
2028,SBF2_proteomics,0.24228397993685433,0.08273148349776176,0.068538598679792,0.711460725656281,0.11027501272509771,0.6314180857069122,0.19725383609725314,0.09799906916373669,-0.10292410129997963,0.5196430743863377,0.28347699362550166,0.033526251362747755,0.19069073155893418,0.2674502217815839,0.02610431143873235,0.9242489173769852
2029,TUB_proteomics,0.24219520058173186,0.08286758073685889,-0.04847554513641504,0.8129808583496358,,,,,-0.29192703274713017,0.038338678866071244,0.14308732328810386,0.5265409371331947,0.005273368948395526,0.9847359190395373,,
2030,MAIP1_proteomics,0.24218949253312133,0.08286758073685889,-0.09675588246830746,0.5733169402280691,-0.16328671050614152,0.4349002535434984,,,-0.1361897824684712,0.3675378694032577,0.15289855206787173,0.32136342630706644,0.17150504956021992,0.33258865690362394,-0.31270725491570156,0.031739158626085076
2031,SATB2_proteomics,0.24217341970217993,0.08286758073685889,,,,,,,,,,,,,-0.03711252195015815,0.8515791609885597
2032,SEPT8_proteomics,0.24214453763890115,0.08289436235893415,0.21524502678102103,0.26016517404295103,0.023257935027726113,0.9353399151958689,-0.05324079334846634,0.7094688317740176,,,0.11561475343639156,0.4783840393415676,-0.0451492745266196,0.8584237597388188,-0.32952868569282545,0.022021817993947514
2033,PARP1_proteomics,0.2420732427508427,0.08294826771426297,-0.022255493630025717,0.9186402023070065,-0.3083254177679614,0.09236081675878263,-0.18373235314751069,0.12744528058955548,-0.07862783331532812,0.6363591490513062,-0.09715803769087727,0.5722793396832038,-0.2740392337461116,0.07051177730288404,0.07275060290414151,0.6850415941325225
2034,AES_proteomics,0.24206924226388798,0.08294826771426297,-0.00939428155648346,0.9684205565985575,-0.0017068719418603523,0.997199088825234,-0.47754118186809513,5.048587684368756e-06,0.11619577581937793,0.4577947417283758,-0.17472021517070627,0.2448084028848055,0.09655221911241257,0.6478417944011422,0.10839770738774804,0.6495773353222982
2035,C12orf29_proteomics,0.24209237900257446,0.08294826771426297,0.3947649499068387,0.0012873995402023866,0.021965564527909914,0.9486895743518206,-0.14129526065545522,0.25875754035773785,-0.10719098154562923,0.5010754395501902,-0.011262211660550938,0.9609061429527441,0.12015914699860934,0.5476368098271662,,
2036,EBAG9_proteomics,-0.2537088844566125,0.08316228821354547,-0.08260816490473322,0.6438023890901655,0.20315297463150786,0.3088450157911002,-0.15370071007284164,0.2134608074435087,0.27031873028407444,0.04120672410848737,-0.18903467571899485,0.19976318114231661,0.0006663185030357727,0.9977285969242851,-0.13325968077965597,0.54651988690475
2037,TMEM132B_proteomics,0.24188722486345476,0.08329336219154576,,,,,,,,,,,,,,
2038,CCDC117_proteomics,-0.253567375953767,0.08339843983987506,0.12942271240851538,0.412945051128178,0.23930799749237672,0.21056285988659335,-0.3053977894965776,0.006721424092861057,0.011206894136057223,0.9550728824236255,-0.045396127257631036,0.8253653187294012,-0.11496093353003532,0.5711565680500214,,
2039,GLUL_proteomics,0.2416834396387951,0.08369098682121016,-0.3659704656180208,0.0032626642998462587,-0.06091330252154245,0.808297887794605,-0.10516263313314533,0.42184734634448046,0.39542273206379785,0.001396681286667304,-0.09807552461363503,0.5679154156327663,0.12476663236601328,0.5263122856296121,0.16146107814494443,0.3082306633667832
2040,MTRR_proteomics,-0.24162648095656075,0.08377655961905567,0.2362345923190226,0.08504096725015128,-0.09088887863713874,0.7291427983799499,-0.1747515079905889,0.14932896395184383,0.31687389253794973,0.014676170731213767,-0.17532233086411586,0.24221076106060094,0.005058966349380387,0.9853933934092641,,
2041,AKAP12_proteomics,-0.24161237162760762,0.08377655961905567,0.3370436689397178,0.007946331168474787,0.3006331605717527,0.10218039668801486,0.03963235635134832,0.7862776368828605,-0.2705254253818873,0.041044784392177396,-0.2399206020450964,0.08616453027157336,-0.29610390631205463,0.04522170637533274,0.12626505015186046,0.448797937146983
