Comparison,Correlation_Gbm,Correlation_hnscc,Correlation_Luad
C9,-0.34913148713694353,,
ARAP2,0.3490808170810168,,
GNGT2,-0.5003292956283951,,
LGMN,-0.34888598496380274,,
TP53I3,-0.34886230259142403,,
VSIR,-0.3487211116660622,,
TRH,-0.4996127048889285,,
ATP13A4,0.3647371426583823,,0.34494653566058725
GPNMB,-0.3481671649664733,0.3779600755612443,
PLIN2,-0.3481650733338919,,
MAP3K4,-0.3480943683310519,0.3417282543593299,
FES,-0.3480650788420098,-0.28797869869837145,
PPIP5K2,-0.3480113334109993,,
N4BP1,-0.3638856564871793,,
FBLIM1,-0.3475777708328682,,
CYBA,-0.3472029888466728,-0.2676172214533717,
C1RL,-0.3470569382186385,,
PPP2R5C,0.34628815695909193,0.28192962934681604,
CLUH,0.3461056084679245,,
COL6A1,-0.34609354022355354,,
GTF2F2,0.3459971133777193,,
LILRB4,-0.34592824389493304,,
FOSL2,-0.3459152462885628,0.4047681287730043,
FLII,-0.34579063164086593,,
NOVA2,0.345474217188959,,
PTPN2,-0.34534360158917765,,
AHNAK2,-0.34525906765020753,0.460030656704128,
MGP,-0.345091926643166,,
IKBKG,-0.34508442012992513,,
CARD9,-0.34498092400820024,,
COL8A1,-0.37977907160157504,,
LRRN1,0.3447801522561137,,
CMIP,-0.34470721946781985,,-0.2907082187693526
MET,-0.3446038960757422,,0.4856915074389204
VPS13D,0.3445096348015291,,
MANBA,-0.3443879273831247,,0.3925072226989976
RALGAPB,0.3443626024667906,,
CASP10,-0.3442775704091444,-0.3189553188131393,
COL3A1,-0.34426920070871864,,
IGF2R,-0.34410117736349904,,
RIPOR1,-0.3440346503288826,,-0.33970765830679395
SERPINA1,-0.34387587437684275,,
SLC1A2,0.3438708686810799,,
STRN4,0.3436677088891459,,
ABRACL,-0.34356640269123745,,
COL11A1,-0.3596042101601622,0.3884581110361827,0.2957588844892689
TGFBR2,-0.3971888479177405,,
NLGN1,0.3433110269659129,,
ASPN,-0.3432889202440416,,
SQOR,-0.34315861836492284,,
ATAD3A,0.3430576212592168,,
FSBP,0.3966554519921671,,
SUSD2,-0.3427935029183796,,
PLSCR4,0.3427484459472194,,
CSPG4,0.34266242342119035,,
PLS1,-0.3425084408493218,,
VASP,-0.34248485584902466,,-0.2744761907374834
ACTN2,0.3423936933271933,,
ADI1,-0.3423575405959008,,
SH3BP5,-0.39865536655139056,,
XRCC4,-0.34210825217716423,,
SIGLEC9,-0.42102856646831455,,
PITPNM1,-0.3418394228321952,,
ITGB5,-0.3417002514087034,0.334604396987944,0.2899186354239408
JAKMIP2,0.341651874519587,,
FETUB,-0.34159871891981186,,
NCOA4,-0.35748120409056794,,
P2RY13,-0.3950088455682681,,
TPBG,-0.35694964583190936,0.5508984611671387,
DPT,-0.3409569392734001,,-0.27971492038657875
GALK2,-0.3408104819190366,,-0.3987735021277554
TAB2,-0.3407356120135813,,
POMT2,0.34067223944177794,,0.4439864296559614
CNN2,-0.3405891084979281,,
CAPZB,-0.3405882477598967,,
VSIG4,-0.34035016371030424,,
LIMK2,-0.3402477491831881,,
GUSB,-0.3400781464584124,,
CYP1B1,-0.3398647408666793,,
DIAPH2,-0.3397876195302003,,
SIRT3,0.3396940523077058,,
ITPR3,-0.3396571395065106,0.2925372500457521,
AP4E1,-0.3394478171826355,,
LOXL3,-0.3393522957497856,,
TUBG2,0.3393306858666825,,
EIF4EBP1,-0.3392603048648328,,
USP30,0.339253100623442,,
CAND1,0.3391821483809062,,
KCTD10,-0.33889254615708003,,
CDKN2A,-0.3386550356017326,,
CARD6,-0.3383956236366159,,
FCHO1,-0.3383038949791778,-0.4600252488953242,
CASP7,-0.3379765703481045,,
OTUD6B,0.3379548639706765,,
BTBD17,0.33782291702659706,,
TMEM173,-0.3376621593059661,,0.33130841378432024
IGFBP7,-0.33757734243767945,,
ERP29,-0.3375703686470155,-0.30065484983593405,
CSTA,-0.3375410455576308,,
SLCO2B1,-0.3375203378035844,,
UGDH,-0.3373706711129324,,
CP,-0.3373666929174057,,
PRODH,0.3373305626074159,,
KIF13A,-0.3373214155415488,,
AP2B1,0.3370292785840885,,
MBD3,0.3367856429464513,,0.28851247623000104
SEPHS2,-0.3365465824737163,,
NAP1L4,0.33645741302705034,,
ARNTL,0.3364165182371821,,0.3120375214163913
AP4B1,-0.33635623472952025,,
ALDH1L1,0.3363462101849774,-0.2686834205236514,
EEPD1,0.3361272633500784,,
RASSF5,-0.35187497015044145,,
AKR1B10,-0.3359108073315534,,
MALT1,-0.3358486561816532,,
KLHL2,-0.3911843381207656,,
ENGASE,0.33571463643356625,,
BICD2,-0.33562847207091584,,
TNFSF12-TNFSF13,-0.3355349813527507,,
NCALD,0.3352842708366608,,0.2684960201034969
PPP1R12A,-0.33528313056298004,,
CORO1A,-0.33518573293798154,-0.41624040770107457,-0.3337761760416429
ADPGK,-0.3351559247684863,,
SRPK2,0.3350172662191391,0.3721877478835116,
TNPO2,0.33500066364998715,,
THYN1,0.33497430805748196,-0.3755671383370889,
PALMD,-0.3349533831596635,,
PCDHA6,0.6113829394597844,,
GPX1,-0.3346677049078429,-0.27891059341801283,
CYB5R4,-0.33453568362547226,,-0.33759444184342946
PPFIBP1,-0.33447181410515603,0.4746276596659672,
CREG1,-0.334430581717029,,
FYN,0.3343068128483088,,
HDAC10,-0.3340275368094245,,
CFHR1,-0.33394193618308954,,
IGF2,-0.3339373078453,,
VPS37B,0.3339303348748981,,
PPM1F,-0.3338458307959378,,-0.28544410583292906
SNTB2,-0.3338027048290345,,
ZFYVE9,0.3336774714698,,
PTPRG,0.3336611102310705,,
AASS,0.3332281916553519,,
FGGY,-0.3331996857430343,,
ANGPTL2,-0.3331731725759685,,
MAMDC2,-0.3330225270159583,,
RBBP9,0.33301437682158763,,
A2M,-0.3330098568959083,,
ARHGAP21,0.3329692002062819,,
TGFBR1,-0.3328313616153459,,
CRLF3,-0.3326223776989272,,-0.4261177334262897
ATG16L1,-0.3325340360406942,,
ELP4,0.3325270880774912,,
TEP1,-0.33246976467195793,,
ITGB3,-0.33231144282125386,,
ABI3BP,-0.33228443884116576,-0.28973847626649185,
PRSS23,-0.3681092641690005,,
PPP2R5A,0.332075711265976,,
PREX1,0.3320334366799732,-0.4630098369183218,
CDK5RAP3,-0.3318680369396992,,
UFD1,-0.3317793905918929,,
TRAF6,0.33175330051931,,
MUM1,0.3317162275129277,,
GSN,-0.3316948392836108,,
LRRTM2,0.33165966866044994,,
RAB4A,0.3316537879012251,,
PIKFYVE,0.3315785977963168,,
CMTM4,0.3315704161660661,,
RAB32,-0.33154482163230725,,
SUGP2,0.3314875236004673,,
PROS1,-0.33114157589996257,,-0.2812292209137864
SRPRB,-0.3308069551491012,,
ARHGAP29,-0.3307001894719124,,
RAB27A,-0.3306967578874541,,
RIOX1,-0.3306503764896949,,0.3630177137257848
ITGAM,-0.3305558738041564,,
RAB42,-0.3459756067451437,,
SMPDL3A,-0.345913127345409,,
SELENOW,0.3302608227628852,,
CEMIP2,-0.3300748063571464,,
HEPH,-0.3300447867559665,,
C1orf21,0.3299902420884915,,
F7,-0.3454577712320357,,
GTF2I,0.3293680346724696,,
CTSH,-0.3292509605760604,,
MAPK14,-0.3291491550331348,,
MPRIP,-0.3290199093245163,,
COL12A1,-0.32897720963288474,0.40719293203498497,
PNKD,-0.32878435259908584,,
C4A,-0.3286628517205764,,
TMF1,-0.3286478211448224,-0.37344615218821,
C2orf76,-0.3285846994781565,,
UFL1,-0.32851154210045025,,
LGALS9,-0.3285113049124243,-0.36035775458671215,
PTPN12,-0.328429990498872,,
POU3F4,0.3617877098783956,,
PCDH9,0.32818742207791873,,
YTHDF1,0.32803098828453825,,
IFI16,-0.3279915457593926,,
IGSF11,0.3279708724774373,,
AQP4,0.3279655985407456,,
NTRK3,0.3279167738941621,,
ACAD8,0.3277373543401183,-0.2884076794746101,0.3297951454620968
PPP6R1,-0.327709123828079,-0.2914774325246322,
RAB43,-0.327704798011396,,
CFD,-0.32768787434232066,,-0.2624969848896971
RUNX1,-0.3430626868221227,,0.3012028254029662
APRT,-0.32758302952335994,,
MZB1,-0.384198722266214,-0.33768598379266657,-0.3387826055986336
JUNB,-0.3273146457428896,0.29849719020430665,
MST1,-0.3272841952199814,,
ARHGAP23,0.32691605716357625,,
TOP1MT,0.5991086014927087,,
IFI30,-0.3267517048048143,,
IGFALS,-0.3265517746545612,,
UBA7,-0.3265374786017439,-0.3008263030590802,
CD40,-0.32645541535024986,,
LTC4S,-0.43610247808351504,,
BLOC1S3,-0.3259386849650268,-0.28516721122237754,
PANK4,0.3259036381922349,,
BHLHE41,-0.379811462345777,,
CDCA7L,0.3256729650227269,,
DDAH1,0.32560612710246073,-0.3638021486830243,
CDH2,0.3255961627671761,,
MAP2K3,-0.32557526200023057,,-0.2884318639013031
CPNE4,0.3253949838079473,,
SPIRE1,0.3253213268162267,,
ANTXR2,-0.32528920762496616,,
SNX19,-0.3251781495365016,,
CTSO,-0.3250828906948759,,0.2635762177330627
COPZ2,-0.32500673704499394,,
XRCC1,0.3249678492735523,,
COPG1,-0.32496370190137763,,
RCAN2,-0.3249087024731402,,
EML3,-0.3247744685754803,,
VPS51,0.3247419957877617,,
CCR1,-0.3400585350303737,-0.5849297247082341,
CIB1,-0.3245502251160418,,0.2856680581790384
SQLE,0.3245007029720576,0.35305403726169554,
TANC2,0.3245006093072668,0.3620576467984281,0.3259689024507087
C6,-0.3243773610968981,,
KCTD13,0.3396728124547565,,
SPRED3,-0.3240538305098953,,
CLEC3B,-0.3239623949100151,,
FGFR3,0.3238600615781466,,
PDLIM7,-0.32368430076003196,,
THBD,-0.3798837619915215,0.29690095969047114,
TMEM43,-0.3235403836065538,,
MAFG,-0.3235304992696689,,
WASHC4,-0.32347616433795245,,
POU3F2,0.32342555339993984,,
TSC22D3,0.3233935461551723,,
KCNIP1,0.32333550132446154,,
BMP7,0.32326312501059185,,
SLC4A4,0.32312876990805,,
OFD1,-0.32303471971352515,,
MTAP,-0.3229837158957043,,
YBX3,-0.32294863736118595,,
LRCH4,-0.3229102506243575,-0.2888828659966433,
C3,-0.3228857679980263,,-0.2812468434446743
HPS6,-0.32278635422453744,,
ZFR,0.3227587766782914,,
ITGA1,-0.32272906188161765,,
NPL,-0.3225618479660948,,
C8B,-0.3225403053937379,,
RAPGEF1,-0.322345182560557,,
SOGA1,0.32212647274005435,,0.2980681303483726
SHBG,-0.32196852956601285,,
GSX1,0.3971094677850767,,
EXD2,0.3218781610839606,,
CAVIN1,-0.32187452278553863,,
NMRAL1,0.32182958645970616,,0.2902634869551265
SEC11C,0.3218202616690452,-0.34068671309163234,-0.2799817321942725
IKBIP,-0.32175238795798866,,
ARRB2,-0.3217300239776287,-0.3959667040338391,-0.32985409585007475
GAL3ST4,-0.3217243868081379,,
PRDX1,0.3216550243110481,,
TWF2,-0.3215986052358419,,
F3,0.32149735077909336,,
PLAC9,-0.3214439261015735,,
MFAP2,-0.3366394125519071,,
RAC2,-0.3211783726449208,-0.2771000333434056,-0.34993673127223235
GBF1,-0.3211488871420332,,
COTL1,-0.32108700345290603,-0.39002114651327097,-0.4463412857867368
CUTC,-0.3207425244320007,,-0.4785805025172935
C1QC,-0.3206926317897837,,
NRP2,-0.3205897022820027,,
RNF135,-0.3205192205235167,,
RAVER2,0.3204209030404932,,
TRIP13,0.3202410222894252,,
GCSH,0.32014396693003866,,
ITIH4,-0.3196101647640109,,
CCND2,0.350014942034505,,
HPGDS,-0.3194782517621228,,
BGN,-0.319301924455872,,
SLC25A15,0.31898290380282684,,
SLC35F6,-0.3189530510603236,,
ZFP3,0.3189499857836802,,
IPO11,0.31876708945616145,,
TMOD3,-0.3187252717619233,,
VXN,0.31871488545585264,,
PEG10,-0.3186662944144926,,
EPB41L1,0.31820455189664776,,
IDE,-0.3180187287881221,,
ALB,-0.3179550735011885,,
GRAMD2B,0.3177824864698087,,0.5621979613870919
ELMO1,-0.3175894719550694,-0.3727429888492144,-0.41009819444603257
EOGT,-0.31746736387898644,,-0.35740631766652875
SOX21,0.37000610480244667,,
SARS2,0.3171698243403221,,
BTD,-0.31684835430719704,,
KCNN2,0.3318096384055721,,
NT5C3A,0.3167012288396741,,
MLXIP,-0.3166485945488954,,
ZNF622,-0.3164080875080781,,
TIMM44,0.3163216050921394,,
DNMT3A,0.3161527170785594,,
MEIS1,0.3686432955481185,,
ADSS,-0.3160013794027384,,
ABCC1,-0.31599935634958065,,
RPL6,-0.31571436772140504,,-0.2765121958378409
EPN3,0.3204538950814779,,
LRG1,-0.3156197896830786,,
GATM,0.3153591694343089,,
NOSIP,0.3152800886295978,,
FGD5,-0.31519916778935586,,
CD274,-0.3150422718275817,,
C1QTNF3,-0.31503630365603,,0.41669510805808657
PSTPIP1,-0.3149151257838197,-0.4070243361448293,-0.3169721140135333
CEBPA,-0.3946772661080383,,
PRKCQ,-0.329765904450446,-0.2844624529563252,-0.41817537058263576
STON1,-0.3148354296013309,,-0.3000184398733592
MS4A6A,-0.34682408697052225,,
PLEK,-0.3145962011415929,-0.3111529779426722,
PDP1,-0.3145769665386908,,0.3399819528771606
TNIP2,-0.3466985774132999,,-0.3712874202843134
IMPA2,-0.34864928880362744,,
TXNRD1,-0.3142488183888461,,
PLD3,-0.31423847417664585,,
F9,-0.31423697210723905,,-0.3962497307025976
RIT1,-0.31422416612472515,0.2990498420933901,
P4HA2,-0.31422409371498217,0.44346054281274505,
M6PR,-0.3140105250338523,,-0.26668753647646737
LIG3,0.3139947429412485,,
GPI,0.31387211202707144,,
PLEKHA8,0.3637173836104949,,
FAH,-0.31372072595886913,,
ATXN10,0.3136963329554635,,
CASK,0.3134549000430001,0.28643064350700004,0.2837989497803102
PRRX1,-0.3134429210148679,,
HSP90B1,-0.31328110036231765,,
RTN2,-0.31324032937130425,,
AKR1B1,-0.3131656650164456,,
PHLDA2,0.4570003747108699,0.6490337294497416,0.3913434565849656
ANKH,-0.4523010460495073,,
APOBR,-0.3130500033763373,-0.3158699696832933,
IRF2BP1,0.3130451948256097,,
PLEKHA5,-0.3129115126156421,,
VPS26B,0.31280347679664017,,
OLFM2,0.31274993897026937,,
PSEN1,0.31272589995242034,,
TCEA2,0.31264453054097785,,
S100A4,-0.3126099614901642,-0.28160791008519953,
NAA30,0.31254555031822817,,
RB1,0.3123603311697086,,
MTSS1L,0.3122206633868101,,
SERPINB9,-0.3121949830527225,-0.31236917346119075,
FBXL17,0.3121834064482807,,
MPP5,0.3121760994503185,,0.3230939247151184
NBEAL1,-0.31212737531243456,,
CFB,-0.3120969090354635,,
MECP2,-0.3120941587430977,-0.3488588240441465,
HYI,-0.3120175469146698,-0.3497628977223711,
TMEM87B,-0.31186261084986044,,
CASP8,-0.3115872041274678,,
DNAJC1,-0.3113892578348282,,
BBOX1,0.31138404876734194,,
PABPC4,-0.3113713173700761,,
ZBTB20,0.3113082507381275,-0.3594769504655811,
RPF2,-0.31108415575080645,,
DERL1,-0.31098736335295085,,0.2642404155094584
ANKRD13A,-0.3108466707886001,,
OLIG2,0.31081518882562703,,
PTPRS,0.3107179325453505,,
NEIL2,0.31070123519767245,,
HIF1AN,-0.3105426570598119,,
RBSN,0.31039663828752784,-0.3409540940507618,
CYB5A,-0.3103871723291362,,
MYL6,-0.3103857162897269,,
FRZB,-0.3103489566176897,,
LAT2,-0.3420337757925774,,
NCKAP1,0.3101900557576178,0.3316972508005989,
SIPA1,-0.3101507867519875,-0.29662859513237544,
LMAN1,-0.3100632386656597,,
SERPINC1,-0.3100602675060231,,
COL5A2,-0.3099503885688163,0.332466351227104,
CRIP1,-0.3099272436735486,,
LIN7C,0.3097822284838211,,
STX3,-0.30972836401999426,,
CAPRIN2,-0.30959589641462226,,
UGGT1,-0.30959489339152724,,
ANKFY1,0.3095359520870452,,
SERPINA6,-0.3095053366904111,,
NAA20,-0.3094638761522253,,
GUCY1A1,-0.3092281498337727,,
RGS6,0.30908172443539983,,
CAVIN3,-0.3088584395767766,,-0.2739250772399526
CHM,-0.3088309409693145,,
GAMT,0.30872416948056125,,
TOR1A,-0.3086557316378017,,
FAM241A,-0.3841205574798132,,
CARD19,-0.3085674317316789,,
MICAL1,-0.30849039871152384,-0.35643321709863585,-0.3071395426699741
LRCH1,-0.3084596427929074,,-0.3009718229303497
MXRA5,-0.30844831882455503,0.27658929374301805,
F2,-0.30825307431580473,,
MYLK,-0.3079882399611621,,
ZHX2,0.3078123579408406,,
LMAN2,-0.3077832002062973,,
ARHGEF7,0.3077561388031895,,
TMEM109,-0.30766574586317497,,
PICALM,-0.3075848142617602,,
ALDOC,0.30754513047673904,0.32601999314961644,
INPP5B,-0.3075323065089329,,
CNN3,0.3074671127318716,,
DIRAS1,0.30738333606651674,,
KIAA0930,-0.3073459120196472,,
SDR39U1,0.3072549466844617,-0.29871456673602115,
DAGLA,0.3072390903746696,,
STX11,-0.32178466833988983,-0.3390628760414098,-0.2679143515644861
SGCD,-0.30718072628526666,,
SLK,-0.3071391670961464,,
DCN,-0.3071236823019254,,
ARHGAP39,0.3071195318195669,,
SERPINE1,-0.30681412104925465,0.4405898086293996,
CBS,0.3067580582045304,,
AP2A2,0.30666731111037804,,
VRK2,-0.35785278819342403,,
PPP1CA,-0.3063384551949405,,
ANGPTL1,0.4105846299170125,,
TRIM28,0.30610502658754385,,
GNAS,0.3060731840169095,,
FERMT2,0.30591398654058266,,
KXD1,-0.30587941389050843,,
QSOX1,-0.3058657971135748,,
LRRC58,0.3371235388779659,,
DOP1B,-0.320260131090758,,
GYG2,0.3056635373747434,,
DENND4A,-0.3056488587584585,-0.3036748274039722,-0.2721005478310354
RASA3,0.3056308361620605,,
CRTC1,0.3056166857385276,-0.3429047617042569,
MAP1B,-0.30560298125624097,,
BAG5,0.3055871466533531,,
B4GAT1,0.30541934610428223,,
RTL8C,-0.3052485913871869,,
BTBD11,-0.3052002951145894,,
C8G,-0.3051989706367331,,-0.27621555610409826
TRIM24,0.3050653474885594,,0.28041269515575706
TEAD1,0.3050153104562583,,
RAP1GAP,0.30496891476613475,,
HERC4,-0.3049589380503038,,
CRYBG3,-0.30488421944728983,,
FAM160B1,-0.30473231729847944,,
SNX9,-0.30469815313150994,,
MSI1,0.3044924748238168,,
COL4A3BP,-0.30434298093638323,,
GEM,-0.3652387479576678,,
SLIT2,-0.33510846129961025,,
AP4M1,-0.3037540316526266,,
AJUBA,0.3036396453166629,,0.26727013986983605
NCAN,0.30361613258707404,,
KNG1,-0.3034757685539553,,
FKBP15,-0.30339256947777754,,
DGKB,0.3033627482245176,,-0.30088056340531066
SP4,0.303329499380952,-0.27002844346269045,
CHST10,0.3177040035461409,,
IL13RA1,-0.3746292809677312,,
DLD,0.3030460033382037,,
FGFR2,0.3029193745437997,,
WASHC5,-0.30284612472312833,,
ITGA7,-0.30269393751590434,-0.2803250348711888,
SFRP2,-0.3337368972108136,,
NUDT18,-0.302590413892284,,
WDR77,0.3024734312027345,,
LRFN3,0.3023732614322234,,
LRRC4,0.3023469673891964,,
FAM81A,0.3023050364389958,,
SGK3,-0.31668254544883984,,
VPS52,0.3022306502947896,,
PBX1,0.3021071907662022,,
RPS4Y2,0.3180816280969064,,
ANXA7,-0.30179516071000145,,
F11,-0.30170432090979155,,
SLC6A1,0.30161338704835305,,
SCIMP,-0.3727878252822229,,
IPO9,0.301431223692253,0.2993251418016173,
AMER2,0.3013781361489501,,
TSPYL5,-0.3013580924674679,,
FYCO1,-0.3012259459567148,,
KCTD9,-0.3010484878675531,0.3012475850496022,-0.3704439195751777
ZNF219,0.300994117761641,,
RPS4Y1,0.30094156441716235,,
SMCO4,-0.3008665624022566,,
KLKB1,-0.3004363458951984,,
CAPG,-0.3004247569373378,,
TOR1B,-0.3003848938991172,,
STAT5A,-0.30037275940720903,-0.3625957253311337,-0.2775709193288341
DNASE2,-0.3002626356332718,,
RNF11,0.30019620137646663,,
TFDP2,-0.3307593541247663,,
GOLM1,0.2998211024348876,,
IGSF3,0.2997522272686096,0.3677938167876182,
FBLN1,-0.2995843955258939,,
PCIF1,0.29952426998115145,,
TRIM44,-0.31364659508383363,,
RPL24,-0.2992870529520383,,
RPL13,-0.2992808740498551,,
EPM2A,0.29926504504609863,,
HOPX,0.2992083084230017,,
GPR39,-0.5650472895151497,,
SPECC1L,-0.2991082158671107,,
XYLB,-0.29906198102126336,,
ZHX1,0.2990166791195774,,
PRMT3,0.2989888710754009,,0.3151035257214425
NOS2,0.32776581471821153,,
GRIA3,0.2989354736454166,,
ZFP1,0.3724060593715167,,
SDF2L1,-0.29856467960734706,,-0.29063800097838505
SAFB2,0.298551462694002,,
NRP1,-0.2983859486497797,,0.3509663640708975
TNFRSF12A,-0.29838006821347585,,
RAB11B,0.2983169991384041,,
SHTN1,-0.2980735514000413,-0.2981992247538108,
PARP2,0.29795333308898864,,
HABP2,-0.29774956380107204,,
PPCDC,-0.2975588524389684,,
CASKIN1,0.2975048103440486,,
ATG2A,0.2974665980936245,,
HAPLN1,0.2974268998928981,,0.30435619759443805
ARHGEF4,0.2973371075998593,0.3007455099537289,
BMPR2,0.29730639756748645,,
TUSC1,-0.32583698510930226,,
SALL3,0.29715817133628675,,
ESYT1,-0.2971131933138197,,0.2855536293575566
CACNG7,0.30954200876762145,,
MT1M,0.29700989998517224,,
NCF4,-0.29698873150815663,-0.27905312381607306,
ERF,0.2968335451683024,,
MPPED2,0.2968234389519704,,
FRA10AC1,-0.2964776440468028,,
OSBPL2,0.2963814246008173,,
LZTS3,0.29635184771284023,,
CDH10,0.2962075447972487,,
ABAT,0.2961569808725326,,
PSME4,-0.29610276554175075,,
PER1,0.31020004009835234,,
RPL34,-0.2958079621641935,,
ADCY7,-0.3242975776530112,,
IPO7,0.2957621681761982,0.3088712725440518,
GPC6,-0.2956692592280233,,
PNMA2,0.295495130476138,,
MARCKSL1,0.2954189014135469,,
DNAL4,0.2951511894234825,,
SETD3,-0.2951154356262965,,
CNTFR,0.2950356675722011,,
PMM2,-0.29500318880829385,,
ICAM2,-0.2949220859534806,,
QKI,0.2949106255050633,,
RFX2,0.294883077980624,,
PFKFB3,-0.29487720323400834,,
ERI3,0.2947896210185367,,
TLN1,-0.2947310401929979,,-0.26654146575059523
TMC6,-0.2947121611902245,,
WASHC3,-0.2946338301541265,,
ZSCAN18,0.2944080217479328,,0.35749569863300057
CADM2,0.2943624391186809,,
AMBP,-0.2943341957862584,,
WASF2,-0.2942816434301462,,-0.2707087180489664
TMED10,-0.29426537411512177,,
MAN1A1,-0.3245180890412658,,
RICTOR,-0.2940292943618568,,
CA12,-0.2938255431374245,0.3297768204764033,
HRG,-0.29380232566833553,,-0.29458431330306306
ADORA1,0.2937006442720324,,
ALDH1A3,-0.2936553651161077,,
AP1AR,-0.347702058286092,,
AKAP11,-0.2934294460530711,,
EIF2AK4,-0.2933992856538979,,
GJA1,0.29338048297417985,0.3698548008762631,
PSPH,0.29326647733080785,0.30531613601593444,0.2979523449067736
PI16,0.2932220946791871,,
ADA2,-0.2931564028604989,-0.4658355656026935,-0.35043536954012755
TIMP1,-0.2930913074765303,,
JMY,0.2930269927187874,,
USP15,-0.2928645700818283,,
DENND1B,-0.3230219407175497,,
CREB5,0.2927638742779176,,
EIF2AK2,0.2926450799346112,,
GTF2H5,-0.29259763272449457,,
SASH3,-0.2925801821535361,-0.4011723614932973,
SGCE,-0.2924856867562419,,
GPX8,-0.2923148635919863,0.2962970873236249,
SPI1,-0.3061139309615493,-0.40040034938292135,
UBE2E2,-0.2921302831200709,,
MREG,-0.4280966893995426,,
TPSAB1,-0.3060074132764449,,
LIMS1,-0.2920107976275655,,
LYAR,-0.29191050536164875,,
SMYD5,0.2917908405023582,,
ELP5,0.29164822757143904,,
GCAT,0.2914368305886692,,
CYGB,-0.2913947084707617,,-0.3363239228613936
P4HA1,-0.2912368974201657,0.4383802441052714,
PILRA,-0.3402265328780569,,
S100A3,0.2911884781863122,,
ABCD2,0.2909813447560187,,
MTA1,0.2908810244975608,,
ZCCHC8,-0.2908734522142887,,
LIN7B,0.2906811450194555,,
N4BP2L2,0.29042755820709965,-0.3492396801717045,-0.31457987607444976
HPX,-0.2903787009303254,,
MACROD1,0.2903528631586205,,
LRP1,0.29030562097649004,,
ALDH6A1,0.28992387988245205,,
FRMD8,-0.2898387013680576,,
UHRF1,0.2898082866317753,,
PRR36,0.289800317921475,,
ERCC8,0.28967591007694743,,
PGLYRP2,-0.2896203860683941,,
ADAM10,-0.2895051794105543,,
CA13,-0.2893295572515117,,0.33566479865682153
ZEB1,0.2889017499153194,,
ADIPOQ,-0.2888979976665022,,
SLC4A7,-0.2886965184747565,,
RPS6KA1,-0.2886024633688884,0.3037030013040998,
RSL1D1,-0.2884519844838224,0.35141497025159685,
STRIP1,0.2883948741327904,,
CCDC71L,-0.3873404846939144,,
RCN3,-0.28814347983869193,,
PRR15,-0.4271669613632493,-0.6935381175179203,
SH3TC1,-0.2880862600616345,,
PAFAH1B3,0.28796973101972234,,
FARSB,0.28792034073252043,,
FAM3C,0.28789743225709663,,
MYH9,-0.28787236968894325,,
BMP1,-0.28766827468656897,0.3727008244966104,
SCAI,0.287576289547514,,
PLEKHO1,-0.28747585700246103,-0.3903558167318909,
FBLN2,-0.2873074755392179,,
ZNF664,0.2871988010219869,,
ART3,0.2871917470630994,,
ATN1,0.2871796383182485,,
ACBD7,0.2868504142910654,,
PPP1CC,0.2868052465634039,,
VPS53,0.2867827345915,,
FLOT2,0.2867657900218298,,
RASGRP2,0.286755568136657,-0.4046579281461644,-0.4731973372682005
NR2F1,0.2865263079428447,,
C1R,-0.2864905324988496,,
GLIPR1,-0.28631881382251906,,
EPHA4,0.286208690116085,,
NECTIN3,-0.2861973576615661,,
COL18A1,-0.28606880668429224,,
LAMP1,-0.28602668902776696,,
GPM6A,0.28598792075756885,,
WNT5A,-0.28577304919656915,0.3099596060852554,
DHPS,0.2856810476526427,,
UPF3A,0.2856539770029409,,
HDLBP,-0.2855571294052068,,
PTGES,-0.2854805211788998,,
ZDHHC4,0.2854563246504337,,0.39399551330571786
GSS,-0.28544569027513844,,
RBMS1,-0.2853006630252336,0.2780162896075907,
RPS6,-0.2852872028534397,,
FARP1,0.2852767310344714,,
CASTOR1,0.28506194236912624,,
GABARAPL2,0.28503425215129363,,
HAVCR2,-0.29849657838787336,,
ZSWIM8,-0.28466680323754656,,
ARHGAP25,-0.2845265302038289,-0.4661374699208939,-0.3595005704478397
FADS2,0.2844331591744484,,
TRAF4,0.2843946704088646,,
MTMR1,0.2843940835437781,,
ACOT1,0.2842395677529649,,
DCPS,0.28418700805795005,,
ZBTB16,0.2841574790949915,,
ATP11C,-0.2840958867050871,,0.2894792568998049
UHRF1BP1,-0.2839690857577942,,
CELSR2,0.2839400253664521,,
IGFBP6,-0.28381397627761074,,
CACHD1,0.28372711609298484,,
CLDN12,0.38140332755634704,,
PET117,0.29728438039911864,,
SHB,-0.2836700459267704,,
PLCD3,0.28346305054314475,,
SASH1,0.2834528287783309,-0.2766590719945816,
TJP1,0.28332371598511363,,
RPL14,-0.28312457892124737,0.3294569813310578,
RFTN2,0.28311672528367976,,-0.3601069448519185
FREM2,0.28307437946256786,,
DUS3L,0.28302346740618944,,
NCOR1,0.28265256436797065,,
AFM,-0.28246131292102344,,
COLGALT1,-0.2823755636867025,0.3752957073187173,
ATG5,-0.28234006588915345,,
PRKRIP1,0.2822765692932536,,
C1S,-0.2821693630281603,,
IGLL5,-0.2820754833961936,,
PTAR1,0.2820407841882105,,
DBNL,-0.2819403743281974,,
AADAT,-0.30926245174921146,,
STK11,0.2818803683110247,,0.3313137284361745
CRY2,0.3272343051676575,,
SERPIND1,-0.281792346062534,,-0.3068637672525203
LXN,-0.28175871680759745,,-0.3399424039321878
