,Comparison,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Endo,P_value_Endo,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_colon,P_value_colon,Correlation_Lscc,P_value_Lscc
199,ZEB1_proteomics,0.2889017499153194,0.0037299703125097928,0.08804149801463187,0.5518112999599869,0.12377266589303652,0.23208013197986946,0.008003297084361899,0.9725340126347112,0.08348129656641136,0.4113532154739703,-0.017493252324725546,0.8685442327648717,-0.16347057802602696,0.10961872417758743,,,-0.03537837921393762,0.7136728950863083
200,CYP4F12_proteomics,0.2889017499153194,0.0037299703125097928,0.08804149801463187,0.5518112999599869,0.12377266589303652,0.23208013197986946,,,,,,,-0.12409833980251693,0.3666877767773755,-0.0007972020647129367,0.9947355080741552,,
201,PPP1CC_proteomics,0.2868052465634039,0.00400003264768507,-0.0008489906065814179,0.992976655082432,-0.33970108940167504,0.0007574169308599169,-0.23222018588242005,0.034642521850769284,-0.2668997796853899,0.003933921336436727,-0.04232671469633725,0.6606238631264332,-0.05205422534786931,0.5908799983456579,0.40039140663311695,4.831388062797403e-05,-0.0014732096145570178,0.9878130638721071
202,RASGRP2_proteomics,0.286755568136657,0.004006638676662688,-0.16134597385237645,0.0921948302010203,0.09954763185427916,0.3371496473067612,-0.06008855812104885,0.6849637901694711,0.2019736948043028,0.05220012677560329,-0.4731973372682005,1.7844330199052092e-07,-0.4046579281461644,1.2757564083961102e-05,0.734812400785978,6.516777311489552e-05,-0.047376526369775816,0.6230805435650452
203,EPHA4_proteomics,0.286208690116085,0.0040800072883431,0.16807427951883305,0.3746466222498512,0.10798284571266382,0.3194718500806236,-0.09826469014863988,0.37680491745422334,-0.08507429634040957,0.5447263781679271,0.10850742052389964,0.2591635467206267,0.10301394848933433,0.2864522368543768,,,0.314405118243268,0.0008225604123766285
204,WNT5A_proteomics,-0.28577304919656915,0.004139308871195064,0.257303848047034,0.006654707594123364,0.3468665749471921,0.0005739226244263571,0.2281046395553321,0.038075223378159405,0.2157345795728515,0.02058231885742975,0.0689748063445283,0.5484734414028525,0.3099596060852554,0.0010383036647151622,0.10722595920631127,0.5101816246972928,0.31249454162265683,0.0008883924053822498
205,RPS6_proteomics,-0.2852872028534397,0.00420635169863096,-0.06816354900194183,0.479217188719226,-0.019679899986355474,0.8498616556429494,0.11854907067151185,0.2857806355783009,0.2070315246748181,0.026417227894795677,-0.15144891302741673,0.11424681988316315,0.1915072945849256,0.04605943634731681,-0.2282691606641989,0.02452366925226284,0.12385385312255248,0.19735606513028045
206,HAVCR2_proteomics,-0.29849657838787336,0.0042678115053979395,0.22013915982168689,0.02336029979128919,-0.10308378015041658,0.44542794714389294,-0.20848164601715796,0.15502364536129667,0.17829686205128348,0.056593312524472764,-0.09084792672102762,0.3452257444964174,-0.3940022556217468,0.014382052257821753,,,-0.1247190370571534,0.19421970816531495
207,TJP1_proteomics,0.28332371598511363,0.004487281594897875,-0.16772024922774864,0.09364326263522647,0.14129441527259795,0.1720020183194073,-0.010767694880893795,0.9230333960496472,0.3466795078876781,0.00014733623280794572,-0.19021376969930973,0.10452925935471004,-0.0077085411746727235,0.9365928809256396,0.06152394604694963,0.5494043528759528,0.08116163879086931,0.3992853950884405
208,STK11_proteomics,0.2818803683110247,0.00470434075239192,-0.07294036525093356,0.4707897385898441,0.29229146007012463,0.004932460386495192,-0.012817521050495287,0.9084396261318821,-0.08991193582217262,0.3392732908513806,0.3313137284361745,0.0017207211769427672,0.19031368177940114,0.059182962086631936,0.17499710974692945,0.08644889906337319,0.22659379864179305,0.02010289610901276
209,ARHGAP5_proteomics,0.281339411610862,0.004788072899621486,0.051063972734038704,0.5962566422835702,0.2316057083796738,0.02392514889657346,0.2382087622961433,0.03011358287964488,-0.06647156642623822,0.4802987389025378,0.24517209109906435,0.009836081389598229,0.12988509568584616,0.17826497599067873,0.21822937445892776,0.03176136111066141,0.3196440644060952,0.0006642693966786767
210,PRKACA_proteomics,-0.2810284038356007,0.004836811077418139,-0.3127145943910934,0.0008805720975536162,0.2012817886137655,0.05047119204136966,-0.00822269032089605,0.9411875013515436,-0.045346372113780606,0.6303594384815292,0.06090405538187418,0.5273494261925683,-0.2654451066578403,0.005277215015679722,0.16333300214017854,0.10992188355062994,-0.1251458212978339,0.19268593675451265
211,MAPT_proteomics,0.28034116707540024,0.004946078380941364,0.4574243924174143,5.064884016686267e-07,0.2686581496217697,0.008476512027961269,0.13604054829835466,0.2877286182897541,-0.4834323479832534,4.434067262422071e-08,0.029650287020783737,0.7639833230590294,-0.21419728210921105,0.02531715494744004,0.3750070226362865,0.0002707935054638122,-0.1666039589867771,0.08193351708596873
212,COL5A1_proteomics,-0.2802529944532213,0.004960255285528206,0.16340735051097055,0.08805684723982392,0.2536580866857681,0.013125970897726451,0.10973720450844612,0.3233593036630541,0.1696263811405896,0.06993587620826894,0.02294486336776714,0.8300327385980976,0.3617761041136906,0.00011096050372329053,0.09934846778277592,0.3329533377086385,0.0770423957699103,0.4461369017306874
213,MMP2_proteomics,0.27992018449152833,0.005014092914421211,-0.2777664082322726,0.003303323117955348,0.18178692745635436,0.07788265814309378,-0.0058585276917078885,0.958078728366032,0.2153836950062481,0.02079408111141379,-0.07483327917528865,0.4371690631090351,0.12066733798807636,0.21135344930423391,0.1590681274522856,0.11964711051936787,-0.0276179633664862,0.7745676729778519
214,PRKCD_proteomics,-0.2782745859869231,0.005288013829557004,-0.3687742266275637,7.363839699432057e-05,0.01289711917165888,0.9012783867999816,-0.016277946462214768,0.8838742222688749,-0.20133180537184692,0.03095880744734212,-0.15584643930417866,0.10399018010256893,-0.2126683054808148,0.02640606853361184,0.19156379912051846,0.060152509349181635,-0.11709382655703827,0.2231262716217992
215,SSH1_proteomics,-0.2777757206391316,0.005373641253490893,-0.0433005627818736,0.6656488813618742,-0.17225315389123336,0.0950793900957558,0.015514561482673134,0.8948962889727097,0.057544640259804325,0.5412905074454001,0.1050975795929142,0.2745210167717181,-0.05644937642157887,0.5598802005941815,,,0.11471567396046492,0.2327330695901803
216,DNAJC15_proteomics,-0.2777757206391316,0.005373641253490893,-0.0433005627818736,0.6656488813618742,-0.02717448174685944,0.8846239740503702,,,,,,,,,-0.3512944565826708,0.013322684632224486,,
217,FZD6_proteomics,-0.2910141526293983,0.005390708098851606,0.17779742155198136,0.07380692962374807,0.4005691924230773,5.761756479226905e-05,0.14423026162052122,0.19329742211457696,0.15012089083619493,0.10929513926686413,0.29427916643627505,0.001804999202158636,0.3744346757009685,6.044362317298325e-05,,,0.5004563630880492,2.586833750324522e-08
218,ARHGAP35_proteomics,0.276906099691382,0.0055258571394232615,0.16340735051097055,0.08805684723982392,0.34866523553065826,0.0005347620749484201,0.08573328980151322,0.4409188808443649,-0.4162489587124296,3.7141869102140716e-06,0.3585954936465863,0.00011968593943864611,0.1357359113614575,0.15933579189349367,0.01226521309498492,0.906092739974592,0.2615885222746541,0.005771971935315265
219,RASGRP1_proteomics,0.27684680672608136,0.005536373742463567,-0.1276500689517823,0.5431408883633774,,,,,,,-0.018304343789022973,0.90612180486027,,,,,,
220,RPS6KB2_proteomics,-0.27642652242661897,0.005611429282776463,0.17432163083473495,0.07390821290007771,-0.01920332715345097,0.8534564383597181,-0.11977050422326635,0.2808102868250228,0.06909910732960715,0.4630778917843979,0.20042644456456465,0.03577903296509556,0.002688212470271721,0.977867731512616,0.13729705557780922,0.41108456408033855,0.07050387888095523,0.4642202628734866
221,TAOK1_proteomics,0.2761083345711421,0.005668851795515575,-0.13550473773148278,0.15810610494991564,0.04898670493831924,0.637336726933145,0.18692969295017395,0.0906204668468632,-0.17842273847080392,0.056416211692484536,,,0.33349183614504485,0.000394666849340744,-0.05150956532465637,0.665167760388997,,
222,ILK_proteomics,-0.27589273501525785,0.00570805642982213,-0.11678743004524435,0.22434804354668156,0.15515644382987445,0.13326090993003706,0.12142988504090667,0.27415061819876513,0.35138624996555423,0.00011784233486000552,-0.2375461730904927,0.012460703718020895,-0.0616617175403876,0.5241562025977611,0.15846420338787734,0.12107625188908837,-0.15023709986012154,0.1172068921220462
223,DEPTOR_proteomics,-0.2751294638233789,0.005848791287137839,0.06621546470086226,0.4918967402325977,-0.17276927850911986,0.09407761670091548,0.11851607301573475,0.2859157164944184,-0.21319995231419486,0.02215456566361084,0.3289646896106575,0.0004498119130877324,-0.32858842108096964,0.0004859211943021807,0.013948679245319284,0.8938497891334606,-0.3892208098297453,2.6397493125702224e-05
224,CDH20_proteomics,0.27507852295526136,0.005858292638549351,,,,,,,,,,,,,,,,
225,ABCC3_proteomics,-0.2743734206445269,0.005991220333739808,0.421531974365294,4.514914333876223e-06,0.3197565303096137,0.0015847123476806565,0.02698199541409757,0.8086765209901303,-0.14340790898025885,0.14058182543053205,0.2796591270053198,0.003087798646395609,0.16280871929691745,0.09074479413837913,0.21685111997643114,0.032883271777178334,-0.09978212051282324,0.2996613912390292
226,PXN_proteomics,-0.272707326025003,0.006316000467889772,0.07690875865820522,0.4446075412441705,-0.04879521867520583,0.6386545628378891,0.21171365662032776,0.05468222355260813,0.16965373419457425,0.0698900928229002,-0.10018935615163367,0.2976834013732509,0.16852666607919853,0.07981895736956847,0.29216081416247763,0.0036867983231456437,0.3056280124503037,0.013294050153838695
227,ROCK1_proteomics,-0.27221951493811075,0.006413998605885489,0.0013943633214260345,0.9884652635685021,0.05518457731426553,0.5953098084922478,0.11534353660910752,0.29910081915446035,0.21777701964504004,0.0193861561745504,-0.18895402768403868,0.048044443869998885,-0.07054774355831461,0.4660276264819524,0.28112438409993656,0.0052814222834594885,0.049922642039135316,0.6045036474436195
228,BAK1_proteomics,-0.3003997319705015,0.006433750148428671,-0.06011083429031003,0.5327521724526384,0.021375871908577444,0.8370943420176528,-0.08987968031621824,0.4190549578839116,0.3019036947587069,0.0017484551780975214,0.08851086766501842,0.35782803804926644,0.11679333036583428,0.2264921557890591,0.1414579548011951,0.23256767211649285,0.2174566360388455,0.022487487383787683
229,PLCG1_proteomics,0.271862418763166,0.006486588330294591,-0.287556169032825,0.0033836926277744863,0.2530506798914089,0.013353779145648002,-0.05123688398367827,0.6455066077826516,0.3474860175887242,0.0001418388283691789,0.15515287532407826,0.11401553833240145,0.08762995130352991,0.36489318405996735,-0.24993549664911946,0.013549601733862486,-0.02746396776086651,0.7757914134918077
230,TGFB1_proteomics,-0.2711619364476538,0.006631096899207041,0.13009273234815072,0.17554445180760028,0.02163690050675877,0.8351329685435709,-0.08816617962761705,0.4280133774781132,0.2598893941046593,0.005032846571944063,-0.11137348663549676,0.2467175247686556,0.09149340702252877,0.34405011035438915,0.11226128269514024,0.4474498780929453,0.14241465921169666,0.1377635783784982
231,FTH1_proteomics,-0.27112735654662723,0.006638303917608185,-0.003594642722014943,0.9702694295536448,0.11634117900651582,0.2615396253180875,0.15972446827456122,0.14919837269665354,0.1108814654676408,0.2381103160894576,-0.1678135498272823,0.07970723950276501,-0.061460556105548035,0.5255132318361514,0.2723263151207521,0.006964494579379667,-0.10943892259057487,0.2550722840054235
232,EHHADH_proteomics,-0.27032909824974816,0.0068066125706399685,-0.2867703198158858,0.002386464206608959,-0.06926884066705369,0.5047637030446895,0.1315590403237164,0.235802457642089,0.03745719179717902,0.6910466794094658,-0.04827477734323243,0.6164988926687053,0.28406779064159393,0.002758095600471148,-0.12173178121387745,0.2349122532432072,0.245616161439842,0.009699456005464015
233,AXL_proteomics,-0.2701323292712715,0.0068486758168738535,-0.18411610948910254,0.2315444972941127,-0.003035450720461075,0.987769082542328,-0.006427720602246008,0.962852118409902,0.13762938400182845,0.2146937220976529,0.13285955409573294,0.19452410855224608,-0.2371481946585908,0.013032410891545576,,,0.10739218274641872,0.2641204643830889
234,AQP1_proteomics,0.2699857408689551,0.006880161249569932,-0.1917564403409324,0.044765813659759936,0.1357826152086288,0.18951656135564796,,,0.13793511649107498,0.1415436402746741,0.051376876121727706,0.5940045302533697,-0.2351136841624649,0.013856544906302216,0.2370552073153588,0.020721834149415697,-0.07994225879315511,0.4064294652249543
235,CTNNA2_proteomics,0.2696673355605956,0.006948992266994443,-0.15990786217440514,0.30569492464363024,0.3014137457520292,0.002994673184244539,0.22988168861386066,0.03655970526648511,,,,,-0.1597468478834684,0.4558927441766209,0.08002286214468927,0.642692490937212,,
236,GNAI3_proteomics,0.26934482102462753,0.007019331595715553,0.4392895954120083,1.5781968747042254e-06,0.41286269771035067,3.2121191046345965e-05,0.09583629704617866,0.3887672850476661,0.2927408888766425,0.0014991150120621864,0.12386285699297825,0.19732323831847895,0.26005082990910844,0.006316917348428996,0.2362603749604258,0.019815866547052616,0.23789665662974896,0.012327855215760084
237,RRAS_proteomics,-0.2690494532024035,0.007084301721595018,0.2068516384859116,0.03014328094301805,0.29306171037890794,0.003949535581122724,0.2176887511236581,0.04804851997798812,0.30704234316085843,0.0008447596142048014,-0.16332544722949005,0.08821839255639377,0.11919999179711528,0.21700030390939432,0.23066508941759345,0.023021217202963518,0.1744836772686716,0.06828717491022146
238,PLD1_proteomics,-0.2688170140825924,0.007135802954122855,-0.11778660634080683,0.2203811023936727,0.2226945000440844,0.03007202320593437,0.17163708145389645,0.13554839402921515,0.4516772497543106,3.0372931888766363e-06,-0.02879946242506948,0.7651973526355612,0.23048994791361174,0.015899996998255082,0.4192192351125398,2.883349291722488e-05,0.26369510540137303,0.005377427206907564
239,FLT1_proteomics,-0.2687778554323753,0.007144511773464545,0.3825896482084621,0.040525171090787286,-0.03294154293823079,0.7513118885263279,0.21178801018710644,0.054595291589305525,0.12833109300465229,0.1735976683386556,0.03394148261629324,0.7285389689977785,0.17195958676471354,0.07378302821483099,,,0.17024041642749804,0.07538684184913648
240,CES2_proteomics,-0.2687433728026569,0.007152188428963747,0.14821913241691093,0.1222674503282166,-0.057161290367433476,0.5946770785348509,0.3279164932624289,0.002475630471911776,0.3843158166418253,2.231863487187896e-05,0.021717211956761663,0.8218263025965733,0.09064978384230604,0.3485362124151994,-0.23286757866779734,0.021710176523408887,0.33245911762922103,0.0003873980873990695
241,SSH2_proteomics,-0.2683215535982955,0.00724668706559482,-0.05978148335820981,0.7493800837792846,-0.008052705424574036,0.9382653565621004,,,0.09030948517527007,0.3549199264674709,0.08985148218290906,0.35968603485515804,-0.15178006199544802,0.1509427450894086,,,0.10816216320672506,0.2720775083420802
242,PPM1B_proteomics,0.2669877469581761,0.007552793005131536,-0.6358506534242756,1.3624830120381428e-05,0.06740668965088698,0.5163122527797416,-0.05324877884817498,0.6325777989325171,-0.06830660073988931,0.4682358951976944,,,-0.15728449988164467,0.10239537737927007,0.11222900722255467,0.2737531281086154,,
243,ATAD2_proteomics,0.26692348853368025,0.007567824118268519,0.0740431614924568,0.6093341338435156,-0.3925348033069063,8.338936013852009e-05,0.08030688713232481,0.4704778754541874,0.0648581403188643,0.4910413413640269,0.2554917789696571,0.007062706477958181,0.058660057430167535,0.5445874967026268,0.11656572562519753,0.35899663748826793,-0.0951527710131741,0.3227531064351697
244,LIFR_proteomics,0.26691747155760603,0.00756923293980452,0.019809562064489392,0.9047229332152223,,,,,,,0.10936325852671262,0.2787482563461524,-0.32036573043644706,0.0006834653574916474,,,-0.056981205999291976,0.5733627523029321
245,GSTM3_proteomics,0.2668707466597369,0.007580181039796813,-0.03482865888495547,0.717932867972989,-0.004043787242034743,0.9689762209219944,0.17522939144588606,0.11308198313232498,-0.3307971245250485,0.0003051845114760075,-0.007633022935866467,0.9369193208283708,0.11652028795899827,0.22758719480249864,0.05395141169873344,0.5996847401068832,-0.018615666918769237,0.8469361590700808
246,CEBPB_proteomics,-0.27940416548197833,0.0076544000213143734,0.09397112489424353,0.3288258589842245,-0.1491997001560551,0.14900410161689182,0.07352407119972247,0.5088864637352769,0.4449103492073109,6.30280070037457e-07,-0.0927204115455426,0.3353325906436893,0.28681359518599137,0.0024970864150338982,-0.08000569410845383,0.4980219094160539,0.031099179350800206,0.747056544151892
247,IQGAP1_proteomics,-0.2662558192018729,0.007725572206195724,0.0275423827123229,0.7751682129313068,0.2815880082189446,0.005702408876507061,0.18222279376869396,0.09919114714543263,0.29336411889110153,0.0014629857587369602,0.10436517644690137,0.2778980070110255,0.14898841827359705,0.1220574727614581,0.14209765810345154,0.16501121584248335,0.13611099661289452,0.15623624091349006
248,VAV2_proteomics,-0.26512645988730743,0.007999012320455759,-0.13670616022560844,0.15441673567769498,0.2813688569237905,0.005741730751431646,-0.12123682143106068,0.2749199584212518,-0.3536374913070292,0.00010576963481408603,-0.09994689932586187,0.2988600030729542,0.14844834283967118,0.12343192873112907,-0.08945711827576365,0.3835480069858309,0.03662211995069505,0.7040673204506734
249,VIM_proteomics,-0.2650993539777558,0.008005678717541537,0.13042269982061802,0.17444234067125286,0.32103700523979456,0.0015135766294568356,0.12143310427128046,0.2741378021178969,0.3907480639475533,1.5783085541467225e-05,0.012053167262106769,0.9005432499130804,-0.11981965974140048,0.21460269199474932,0.00847061477812962,0.9343717018483522,-0.16232012622458133,0.09022053271150336
250,PIK3C2A_proteomics,0.2644656440962653,0.008162934477558248,0.011122031877689864,0.9081915865449508,0.2791641470092939,0.0061509002519690254,0.09078531187272446,0.4143642547421159,-0.11151587294011324,0.2354188572384473,-0.0040997502057252356,0.96609411429656,0.2813037787114324,0.003045400328973957,0.09879552808631756,0.3683508539391306,0.07772084131046376,0.41963592045961295
251,THEM4_proteomics,-0.276754163825086,0.008275698876386312,0.007878569213305417,0.9348944595449884,-0.2092102223741557,0.04188008025272395,-0.0629547740603195,0.5717960030610376,-0.20012890560944868,0.031997441729416265,-0.14403191643265065,0.13330328187648166,-0.015872481120889403,0.8698780515457532,0.19283723555644128,0.24607088734410898,0.012313725365058148,0.8984046271055742
252,PPP2R1B_proteomics,-0.2636462886007215,0.008370288881585818,-0.21688406229873697,0.022853476567941403,-0.2740637216918444,0.007197952399741658,0.054462571954255336,0.6248303798939597,0.0903742991305814,0.33678533203650124,-0.06748289326607522,0.483627291018486,-0.1161491981337622,0.2290814096238332,0.08051840791292264,0.4330353462870226,-0.036533847207000855,0.7047475511879022
253,HLA-DPB1_proteomics,-0.26242327239541546,0.008688426136770273,-0.22295245469044614,0.019222754353275417,-0.17482573290189748,0.09016856393895127,0.044979788579774686,0.6863780524115156,0.07204214528258822,0.4441994266073812,0.16558415036774546,0.08384889219008393,-0.22151940474662232,0.020618094417766845,-0.01546450622414327,0.8804946156616047,-0.16313402147621764,0.0885968778942692
254,STOM_proteomics,-0.2619350138476575,0.008818375935230216,0.005661554035005182,0.953190239076975,0.2169615492738956,0.03469412750755184,0.0920097587307188,0.4080709595718277,0.11298332225119882,0.22927484194578185,0.0017700280651224145,0.985357920611872,-0.004957304784290691,0.9591984992693496,0.34573521785087435,0.0005232457385113997,0.15987729600172054,0.0952358796615508
255,HLA-DRA_proteomics,-0.2611727792945832,0.009024662341246657,-0.17688028471145428,0.06452311468036713,0.005485601385699139,0.9579234453105095,-0.1159235530489022,0.2966609945385149,0.05281127102372082,0.5751095720876273,0.2708006135965101,0.004217688003011765,-0.15493477413265444,0.10769343167316447,-0.022677485962463027,0.8254971304847049,-0.08540265836561639,0.3750247141066231
256,NFATC3_proteomics,-0.26080415337754714,0.009125937903269894,-0.06114284533668979,0.525728406635173,-0.3694859598243781,0.00022877239165405077,-0.00015910491697701534,0.9988609949583308,0.30215042924272223,0.0015613561189973984,-0.131223740560516,0.17178802590716416,0.0439770207178163,0.6559933433362531,,,-0.05878282290483545,0.5418588449978949
257,FTL_proteomics,-0.2600266714871323,0.009342821803012834,-0.07428624361403617,0.4405368643152982,-0.09641637654289656,0.3526415458030173,0.039232932606078484,0.7247302675764543,0.07246222587731012,0.4415405830927517,-0.2985258401313832,0.0015361943136248564,-0.07653741920286652,0.428930593182948,0.14071373623760752,0.16920761872846285,-0.18244383543781076,0.0564336115944292
258,HMOX1_proteomics,-0.2588853775108097,0.009669391803273121,0.041739273707324234,0.6650488043091832,0.014693705658372028,0.8876106698570347,0.1789857425247654,0.10544487981886476,0.3296967850288369,0.0003205160491295108,-0.18822943180135887,0.048923807639365526,-0.317504680110774,0.0007678865922469357,0.12147973027173682,0.23589011827422002,-0.09124642725732343,0.3431050712015601
259,PTPN11_proteomics,0.25820607067155965,0.009868487846451836,0.021519062437369216,0.8555956722898693,-0.0056135683850202225,0.9569428191578164,0.009568605270496409,0.9315824500368002,-0.13604498989047292,0.14713334917831092,-0.09477291633721227,0.32469735175904346,-0.0696917315481771,0.4714690826234536,0.024012188467964664,0.8154038603414098,0.0715802581508678,0.4574102572763876
260,NCOA1_proteomics,0.2561439360642753,0.010495064346082416,0.01470995752614507,0.8787727411038817,-0.05287794486971403,0.6108055930892495,0.06156420819643384,0.5803350039010807,-0.003670327042517785,0.9689461817610124,-0.19517345226708235,0.04102204971629311,-0.18804296265743506,0.05715254510455123,,,-0.10314276603179323,0.2835962217312644
261,PRKRA_proteomics,0.25552575857470305,0.010689560941169315,-0.1814722974441048,0.057782965613252225,-0.09854341121867884,0.3420704519870781,-0.1315450085935591,0.23585286310069375,-0.07136396183430667,0.4485108670726478,-0.23281439311497526,0.014380442114405388,0.020877168665474004,0.8293972816251068,-0.2273542417903846,0.025119063008919442,0.17559080657319473,0.06652679177883003
262,DIAPH1_proteomics,-0.2552448105386293,0.010778993205162945,0.15142392685910208,0.11430726161024315,-0.1326796754366598,0.1999279376273026,0.1924371534423088,0.08134618841701254,0.3076331442083624,0.0008244624587769065,0.21833112661604265,0.0219382118917317,0.14238557666480153,0.13968981589363044,0.07018069628029656,0.4945549202880518,0.05669599819105139,0.5563219633073694
263,PPP2R5E_proteomics,0.2538959295290261,0.011217552356337809,0.0638912734649805,0.5072534028756545,-0.07540083707733881,0.4677025830861416,0.09762066070797147,0.37995551535885497,-0.21738169464003276,0.019612886548526103,0.38417756959185706,3.4215655121899156e-05,0.16528574667458162,0.08587435422751252,0.19311843363650136,0.058063103273424725,,
264,MAP2K2_proteomics,0.25383506450140697,0.011237703888108972,-0.007546586747467194,0.9376322005561738,-0.2452111352437002,0.016617150505879717,0.15496861245003882,0.16184699850146256,,,,,-0.1038768870653308,0.2824130328860243,0.06738238002380871,0.5119642681891948,,
265,SQSTM1_proteomics,-0.2537821585216413,0.0112552459958147,-0.18438912855622264,0.05380953070819968,-0.5267857658606836,4.1645905624189564e-08,-0.1658723436079037,0.13396346556856506,-0.16778483165518174,0.07307454919372544,0.2730340258016054,0.003902486129480782,-0.06687872246010654,0.489591507264437,0.10297165077522394,0.315534316244421,0.0983345470318094,0.3067622428611565
266,ALOX5AP_proteomics,-0.25319667658329315,0.011450978948481636,-0.054538773839361565,0.5805524889720276,0.28447760637168945,0.0052058302926481954,0.168504813406756,0.12781336552493794,,,0.14927295565835547,0.11960411728103927,-0.1246001306243869,0.19673726687309898,0.17785436344413474,0.08808351742104975,-0.03262634218182925,0.7350850648250504
267,VPS11_proteomics,-0.25316079058469154,0.011463072172112893,-0.05823344513853955,0.5456484004069946,0.016997460940752045,0.8701331508048351,-0.010675057673289287,0.9236935658154588,-0.07196003819695346,0.4447201637515712,-0.17995462999715012,0.05994365532833568,-0.2257532065265523,0.018259361105130132,-0.08310596939880588,0.41834868432329797,0.03434949496571789,0.7216531470078009
268,GNB5_proteomics,0.2524344201199275,0.011710261974687141,,,0.2778346106623025,0.008385251554905472,0.4011246711198061,0.07151700114004579,,,0.09934326913327862,0.5161632317160586,-0.2313033192879417,0.0956250509780262,,,0.15342939687057916,0.11813934769230415
269,MGST2_proteomics,-0.2521964365135397,0.011792255840508149,-0.0016681023955656682,0.9862009877747238,0.3876565170594147,0.00010389696243717393,-0.10253843844789348,0.3563007982836237,-0.017592671790708368,0.8572652494879212,0.14324568017551612,0.13545770952280248,-0.04492819633396729,0.6427260320016894,0.042126626690177284,0.6820241912090046,0.2946260823375553,0.001781539247365114
270,RHEB_proteomics,0.2501332261118536,0.012524367624577136,-0.029903206113388626,0.7564741791061886,0.006982648388929072,0.9464557044880554,0.08433447195010538,0.4484370215049163,0.4068167095661076,6.431378388896963e-06,0.22579386114661046,0.01770120866119498,0.062432981868545526,0.5189697367007703,-0.136902046034058,0.1956616389279762,-0.030067463138187776,0.755178594915327
271,MAP2K6_proteomics,0.2490939599064031,0.012907921962582546,0.12171696655176395,0.20525869320026116,0.13537757552564272,0.19085283985602935,-0.09697187922033616,0.3831453744938402,0.03920409095970316,0.6774215210487383,-0.34001945305362125,0.00027871112257437123,-0.14548726405001694,0.13118034693237576,0.0033977336745572018,0.973650605994216,-0.07313663820724213,0.4476619487803471
272,GRIN2B_proteomics,0.24897583417233146,0.012952158577103476,,,,,,,,,,,,,,,,
273,BRIX1_proteomics,-0.24814886144253795,0.0132655633439048,0.3771419296205561,4.8791715075476345e-05,0.18705841995417102,0.06950219158460788,-0.12802674713387172,0.24872811279886,0.2665360356786568,0.0039851598266790545,0.1670841842624753,0.08104377211244025,0.13950235073924594,0.14796958873376692,-0.2402733651272641,0.017760208908163766,0.012686078654118443,0.8953496718816041
274,MAPKAP1_proteomics,-0.2474224958548012,0.013546263426532631,-0.34277538735917523,0.0002466696373323088,-0.04880714449050004,0.6385724548201323,0.13299450496115556,0.2306853831461144,-0.04432538568421627,0.638086851755234,-0.025179462236906924,0.7940084060906168,0.10374669351113966,0.28301998595963235,0.19432122654428666,0.2865536448606685,0.04450021432953346,0.6443542946307654
275,SULT1A1_proteomics,-0.24737277904244145,0.013565663725347305,-0.0395204374831129,0.6818653013502571,-0.021286155325866245,0.8377687047205207,0.12013231933142203,0.27934908811556713,-0.20622097319410032,0.027026221163287158,-0.09355088855919476,0.3310030414419449,-0.13018793043378107,0.17724642696102022,0.0765159117714265,0.4734983671751362,-0.020228708158105416,0.8338563036081366
276,PHLPP1_proteomics,0.2472981490163375,0.013594830919718734,-0.12750223634047433,0.5347946568084238,0.0403133104197069,0.7833008256375359,0.022967129227482758,0.9212840005532552,0.08653062175413731,0.5459987865506443,-0.19579833983248035,0.1641932419903785,-0.0942807671927329,0.3794939636306546,,,0.03855787129038677,0.7260738843784337
277,CSNK2A1_proteomics,0.24636390881093215,0.0139645945961064,0.4206784789963057,4.741825069118897e-06,-0.10708193099668352,0.30166846836438643,-0.0994812941860372,0.3708965920381524,,,,,0.11502904051905903,0.23363349661378255,-0.1719834778800753,0.092093130741813,0.002201669143115464,0.9817878378731412
278,APOA1_proteomics,-0.2457400296527503,0.014216359450127374,0.04405248134139916,0.6476923807676527,0.06754053748383472,0.515477693722535,0.2795705821675161,0.01047806209180965,0.313969207425198,0.0007079390602842469,-0.22134378921232614,0.020133160260546408,-0.1100726863673506,0.2545322540450163,0.2303271277592368,0.02322826079521736,0.019575384450164632,0.8391487368877719
279,CASP3_proteomics,0.2455529742201038,0.014292609308321557,-0.1988494495812474,0.03729028782408444,-0.280011514612943,0.0059906785682239784,-0.3193499176595368,0.0032529676111910594,0.09662898628320007,0.3042713931686626,-0.05062145260069405,0.5994481968763471,-0.15636668318477626,0.1044399583057386,0.06070391821913487,0.5547490146239845,0.0900990534556304,0.3492332113750566
280,RAB5A_proteomics,0.24548953367269774,0.014318550256995934,-0.27579452443257546,0.0035421414002368133,0.2804371007048815,0.005911612289675128,0.10535548021558196,0.34317064756413723,0.3348381868051229,0.00025450575341309946,-0.0402467101352811,0.6763432271227877,0.0026269359573504354,0.978372102690112,-0.04538612066084678,0.6588986359105995,0.0051866719129497404,0.9571126656276464
